CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
86.24;totalGazeArea: 40.77;averageGazeArea1: 2.74;averageGazeArea3: 5.53;averageGazeArea5: 7.58;averageGazeArea10: 11.68;
1;(-3.9, 0.0, 6.1);16.08;0;
2;(0.2, 0.0, 30.9);59.4;0;
3;(0.3, 0.0, 31.0);61.12;0;
