CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
48.02;totalGazeArea: 32.16;averageGazeArea: 2.35;
1;(-0.7, 0.0, 25.5);36.3;1;
2;(-1.9, 0.0, 25.3);36.96;1;
