Time;CollisionNumber;CollisionPosition;CollisionTime;CollisionType;
34.52;1;(-38.6, 0.0, 28.7);31.34;1;
34.52;2;(-38.6, 0.0, 28.7);31.34;1;
34.52;3;(-38.6, 0.0, 28.7);31.34;1;
34.52;4;(-38.6, 0.0, 28.7);31.34;1;
34.52;5;(-38.6, 0.0, 28.7);31.34;1;
34.52;6;(-38.6, 0.0, 28.7);31.34;1;
34.52;7;(-38.6, 0.0, 28.7);31.34;1;
34.52;8;(-38.6, 0.0, 28.7);31.34;1;
