Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_localPosition;Main Camera (1)_globalPosition;Main Camera (1)_orientation;World_orientation;messages;
0.000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0
0.020;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0
0.353;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0Pattern 1 saccade;
0.422;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);10
0.448;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);12.46711
0.462;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);13.49476
0.481;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);14.03035
0.499;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);14.84711
0.517;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);15.58463
0.535;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);16.3899
0.548;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);17.23481
0.561;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);17.87781
0.579;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);18.51747
0.597;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);19.4012
0.618;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);20.32113
0.646;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);21.47775
0.661;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);23.01754
0.682;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);23.88999
0.703;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);25.15273
0.719;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);26.43609
0.740;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);27.48324
0.757;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);28.81832
0.778;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);29.94368
0.811;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);31.37921
0.831;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);31.37921
0.846;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.1)(0.00, 0.00, 0.00);31.37921
0.862;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.1)(0.00, 0.00, 0.00);31.37921
0.876;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.1)(0.00, 0.00, 0.00);31.37921
0.890;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.2)(0.00, 0.00, 0.00);31.37921
0.905;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.2)(0.00, 0.00, 0.00);31.37921
0.922;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.2)(0.00, 0.00, 0.00);31.37921
0.936;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.3)(0.00, 0.00, 0.00);31.37921
0.957;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.3)(0.00, 0.00, 0.00);31.37921
0.973;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.4)(0.00, 0.00, 0.00);31.37921
0.986;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.4)(0.00, 0.00, 0.00);31.37921
1.001;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.4)(0.00, 0.00, 0.00);31.37921
1.026;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.5)(0.00, 0.00, 0.00);31.37921
1.039;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.5)(0.00, 0.00, 0.00);31.37921
1.053;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 0.6)(0.00, 0.00, 0.00);31.37921
1.066;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 0.6)(0.00, 0.00, 0.00);31.37921
1.080;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 0.6)(0.00, 0.00, 0.00);31.37921
1.094;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 0.7)(0.00, 0.00, 0.00);31.37921
1.113;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.7, 0.0, 0.7)(0.00, 0.00, 0.00);31.37921
1.127;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.7, 0.0, 0.8)(0.00, 0.00, 0.00);31.37921
1.140;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.7, 0.0, 0.8)(0.00, 0.00, 0.00);31.37921
1.156;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.7, 0.0, 0.8)(0.00, 0.00, 0.00);31.37921
1.172;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.8, 0.0, 0.9)(0.00, 0.00, 0.00);31.37921
1.187;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.8, 0.0, 0.9)(0.00, 0.00, 0.00);30.77973
