Saccade_Number;Start_Time;Left-Right_Saccade;Radial_Saccade;StartPosition_x;StartPosition_y;EndPosition_x;EndPosition_y;Saccade_Duration;Saccade_Magnitude;messages;
1;0.020;1;0;70.48;-19.52;0.000;-35.915;0.333;72.36;
2;0.511;0;1;10.16;-36.30;15.976;-70.837;0.056;35.02;
3;0.647;1;0;17.31;-21.90;10.750;-22.487;0.027;6.59;
4;0.878;0;0;-8.77;-19.72;-5.422;-14.293;0.026;6.37;
5;1.182;0;0;-5.64;-12.84;-5.975;-8.247;0.023;4.61;
6;1.364;0;0;-5.49;-3.02;-6.334;-0.263;0.027;2.88;
7;1.548;1;0;-6.77;0.60;0.180;0.171;0.028;6.96;
8;1.891;0;0;3.94;-1.35;7.735;-2.677;0.027;4.03;
9;2.936;1;0;6.15;0.07;-9.788;0.413;0.126;15.94;
10;3.307;1;0;-11.76;-0.82;-2.373;-0.462;0.027;9.39;
11;3.365;1;0;4.44;-0.83;9.701;-0.630;0.039;5.26;
12;4.108;0;0;12.13;0.60;8.847;-6.264;0.028;7.61;
13;4.162;0;0;10.64;-2.81;8.934;-5.035;0.029;2.80;
14;5.093;0;0;10.39;-1.66;7.883;-2.845;0.029;2.77;
15;6.516;0;1;8.21;-4.59;-9.266;4.059;0.087;19.49;
16;6.631;0;1;-11.02;4.95;-14.159;6.165;0.032;3.36;
17;6.919;0;0;-14.38;7.01;-17.154;9.156;0.031;3.51;
18;7.076;1;0;-17.21;11.87;-12.136;11.111;0.030;5.13;
19;7.134;0;1;-2.53;9.35;16.727;1.060;0.086;20.96;
20;7.635;1;0;14.72;-0.29;7.438;-0.229;0.055;7.29;
21;7.933;1;0;4.66;-1.86;-0.109;-2.295;0.028;4.79;
22;8.306;0;1;-2.45;-3.82;-0.832;-1.272;0.026;3.02;
23;8.359;0;0;-1.58;3.16;-0.179;7.051;0.031;4.13;
24;8.645;0;1;-0.21;-9.35;0.073;3.746;0.118;13.10;
25;17.485;0;0;-20.91;10.29;-25.976;7.320;0.032;5.87;
26;20.749;1;0;-42.56;13.50;-11.710;14.257;0.302;30.86;
27;21.076;1;0;-8.51;14.15;11.875;12.539;0.185;20.45;
28;21.285;1;0;14.34;12.41;16.369;12.369;0.048;2.03;
29;21.498;1;0;16.52;12.75;-19.987;15.183;0.304;36.59;
30;24.389;0;0;-10.99;11.52;-13.052;12.791;0.029;2.42;
