CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
99.54;totalGazeArea: 17.01;averageGazeArea1: 1.76;averageGazeArea3: 3.38;averageGazeArea5: 4.54;averageGazeArea10: 6.38;
