Timestamp;Total_Angles_x;Total_Angles_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.02000;0;-35.91512;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.35333;7.840828;-37.67337;(-0.32, 1.44, 0.37);(2.56, 306.71, 0.64);Pattern 1 saccade;
0.68667;-49.84967;-16.06123;(-0.20, 1.42, 0.44);(10.17, 3.71, 356.49);Pattern 1 saccade;
0.78359;5.798308;-24.71172;(-0.18, 1.42, 0.44);(10.48, 11.23, 357.35);No pattern saccade;
0.85749;13.17553;-24.99356;(-0.18, 1.42, 0.44);(10.35, 12.05, 357.57);Pattern 1 saccade;
0.91464;14.02672;-24.84937;(-0.18, 1.42, 0.44);(10.43, 11.89, 357.63);Pattern 1 saccade;
0.95518;13.8915;-24.92318;(-0.18, 1.42, 0.44);(10.53, 11.83, 357.74);
1.00495;13.85109;-25.01799;(-0.18, 1.42, 0.44);(10.69, 11.81, 357.79);
1.04964;13.82188;-25.17208;(-0.18, 1.42, 0.44);(10.74, 11.83, 357.78);
1.11797;13.83242;-25.2268;(-0.18, 1.42, 0.44);(10.77, 11.90, 357.76);
1.15208;13.88401;-25.25432;(-0.18, 1.42, 0.44);(10.75, 12.01, 357.77);
1.19039;13.99012;-25.23799;(-0.18, 1.42, 0.44);(10.64, 12.08, 357.82);
1.21980;14.07548;-25.12401;(-0.18, 1.42, 0.44);(10.57, 12.09, 357.83);
1.27993;14.09909;-25.05333;(-0.18, 1.42, 0.44);(10.50, 12.12, 357.85);
1.31954;14.14055;-24.977;(-0.18, 1.42, 0.44);(10.49, 12.14, 357.87);
1.35033;14.16076;-24.9715;(-0.18, 1.42, 0.44);(10.61, 12.11, 357.88);
1.38992;14.12762;-25.09381;(-0.18, 1.42, 0.44);(10.65, 12.07, 357.86);
1.44400;14.07601;-25.13056;(-0.18, 1.42, 0.44);(10.68, 11.99, 357.85);
1.47636;13.99914;-25.15894;(-0.18, 1.42, 0.44);(10.75, 11.91, 357.85);
1.51987;13.92457;-25.22687;(-0.18, 1.42, 0.44);(10.80, 11.72, 357.84);
1.55092;6.852003;-26.53843;(0.07, 1.52, 0.30);(10.79, 5.58, 357.81);
1.61469;8.1724;-25.27578;(0.07, 1.52, 0.30);(10.82, 5.33, 357.78);Pattern 1 saccade;
1.64793;7.951117;-25.29872;(0.07, 1.52, 0.30);(10.83, 4.72, 357.75);
1.69096;7.397907;-25.31076;(0.07, 1.52, 0.31);(10.72, 3.54, 357.75);
1.72097;6.333959;-25.18364;(0.07, 1.51, 0.31);(10.69, 2.52, 357.76);
1.79551;5.415158;-25.16414;(0.07, 1.51, 0.31);(10.69, 1.74, 357.73);
1.83540;4.710667;-25.14635;(0.07, 1.51, 0.31);(10.72, 0.54, 357.61);
1.87652;3.600125;-25.16853;(0.07, 1.51, 0.31);(10.84, 358.33, 357.46);
1.94141;1.552961;-25.3234;(0.07, 1.51, 0.31);(10.84, 357.13, 357.27);
1.99018;0.4309932;-25.34521;(0.07, 1.51, 0.31);(10.81, 356.23, 357.08);Pattern 1 saccade;
2.02130;-0.4132216;-25.31459;(0.07, 1.50, 0.31);(10.70, 355.00, 356.70);
2.06488;-1.652782;-25.24381;(0.07, 1.50, 0.31);(10.70, 354.54, 356.55);
2.13736;-2.093127;-25.24916;(0.07, 1.50, 0.31);(10.70, 353.95, 356.38);
2.17584;-2.672636;-25.26482;(0.07, 1.50, 0.32);(10.71, 353.46, 356.24);
2.20446;-3.136972;-25.2753;(0.07, 1.50, 0.32);(10.82, 352.47, 356.04);
2.24852;-4.093071;-25.4011;(0.06, 1.50, 0.32);(10.77, 351.98, 355.93);
2.31635;-4.568739;-25.36028;(0.06, 1.50, 0.32);(10.66, 351.17, 355.78);
2.34814;-5.349305;-25.25498;(0.06, 1.50, 0.32);(10.54, 350.33, 355.64);
2.38945;-6.145442;-25.13708;(0.06, 1.50, 0.32);(10.46, 349.30, 355.45);
2.41865;-7.138811;-25.06767;(0.06, 1.50, 0.32);(10.44, 348.47, 355.33);
2.47389;-7.912171;-25.06475;(0.06, 1.50, 0.32);(10.39, 347.94, 355.27);
2.50754;-8.415203;-25.00528;(0.06, 1.50, 0.32);(10.30, 347.41, 355.21);
2.54797;-8.916214;-24.92291;(0.06, 1.50, 0.32);(10.16, 346.36, 355.11);
2.57658;-9.907183;-24.78691;(0.06, 1.50, 0.32);(10.09, 345.69, 355.03);
2.64640;-10.54359;-24.71977;(0.06, 1.50, 0.32);(10.12, 345.32, 354.95);
2.67604;-10.88649;-24.74751;(0.06, 1.50, 0.32);(10.18, 344.77, 354.80);
2.72248;-11.4144;-24.81977;(0.06, 1.50, 0.32);(10.29, 343.98, 354.63);
2.76312;-12.1614;-24.94158;(0.06, 1.50, 0.32);(10.40, 343.34, 354.45);
2.82883;-12.77524;-25.05972;(0.06, 1.50, 0.32);(10.40, 342.70, 354.38);
2.86111;-13.3724;-25.0711;(0.06, 1.50, 0.32);(10.30, 342.13, 354.34);
2.89228;-13.91247;-24.96679;(0.06, 1.50, 0.32);(10.19, 341.50, 354.18);
2.93606;-14.53981;-24.86472;(0.06, 1.50, 0.32);(10.20, 341.21, 354.07);
3.00498;-14.83262;-24.88521;(0.06, 1.50, 0.32);(10.18, 340.76, 353.92);
3.05004;-15.27972;-24.86606;(0.06, 1.50, 0.32);(10.15, 340.26, 353.75);
3.09017;-15.7963;-24.85896;(0.06, 1.50, 0.32);(10.14, 339.58, 353.53);
