Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
5.27763;-0.1918404;-13.39395;0.4406691;-2.783829;(-0.30, 1.65, 0.52);(2.78, 0.44, 0.45);
5.31995;-0.1895314;-13.39464;0.4404812;-2.781973;(-0.30, 1.65, 0.52);(2.78, 0.44, 0.45);
5.36164;-0.1893663;-13.39272;0.4406323;-2.782413;(-0.30, 1.65, 0.52);(2.78, 0.44, 0.45);
5.40975;-0.1890946;-13.39309;0.4410338;-2.784809;(-0.30, 1.65, 0.52);(2.78, 0.44, 0.45);
5.44988;-0.188478;-13.3956;0.4407597;-2.784597;(-0.30, 1.65, 0.52);(2.78, 0.44, 0.45);
5.49488;-0.1884899;-13.39548;0.4407592;-2.782696;(-0.30, 1.65, 0.52);(2.78, 0.44, 0.45);
5.55022;-0.1882642;-13.39355;0.4393567;-2.781651;(-0.30, 1.65, 0.52);(2.78, 0.44, 0.46);
5.58946;-0.1893424;-13.39248;0.4394591;-2.781433;(-0.30, 1.65, 0.52);(2.78, 0.44, 0.46);
5.63887;-0.1885742;-13.39229;0.4408269;-2.7816;(-0.30, 1.65, 0.52);(2.78, 0.44, 0.46);
5.67753;-0.1864662;-13.39249;0.4409488;-2.781949;(-0.30, 1.65, 0.52);(2.78, 0.44, 0.47);
5.72872;-0.1861207;-13.39285;0.4434822;-2.782751;(-0.30, 1.65, 0.52);(2.78, 0.44, 0.47);
5.77097;-0.1833287;-13.39362;0.4450226;-2.784792;(-0.30, 1.65, 0.52);(2.78, 0.45, 0.47);
5.81432;-0.1815058;-13.39564;0.4455338;-2.788038;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.47);
5.85581;-0.1808276;-13.39893;0.4476916;-2.790442;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.47);
5.88420;-0.1783897;-13.40135;0.4482962;-2.792878;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.47);
5.93304;-0.1776577;-13.40383;0.447969;-2.794345;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.47);
5.97043;-0.177779;-13.4054;0.4466428;-2.793488;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.47);
6.01319;-0.178921;-13.40454;0.4476096;-2.792994;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.48);
6.05761;-0.1776737;-13.40404;0.4482306;-2.793135;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.48);
6.09925;-0.1770086;-13.40412;0.4488686;-2.79533;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.48);
6.14399;-0.1764978;-13.40631;0.4491022;-2.797269;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.48);
6.18557;-0.176373;-13.40823;0.4486368;-2.79962;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
6.23389;-0.1771224;-13.41065;0.4482842;-2.799936;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
6.27758;-0.1778761;-13.41091;0.4495958;-2.800892;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
6.31804;-0.1767226;-13.41185;0.4482821;-2.802019;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
6.36508;-0.1781745;-13.41303;0.447551;-2.8014;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
6.41079;-0.1786499;-13.41245;0.4456539;-2.800129;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
6.44950;-0.1804404;-13.41117;0.4455033;-2.798962;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
6.49529;-0.1805044;-13.40998;0.4460253;-2.799077;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
6.52830;-0.1798922;-13.41007;0.4429078;-2.799283;(-0.30, 1.65, 0.52);(2.80, 0.44, 0.47);
6.57230;-0.183128;-13.41038;0.4423891;-2.797029;(-0.30, 1.65, 0.52);(2.80, 0.44, 0.47);
6.61313;-0.183908;-13.40808;0.4443152;-2.795743;(-0.30, 1.65, 0.52);(2.80, 0.44, 0.47);
6.66030;-0.1822604;-13.40674;0.445432;-2.795438;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
6.69933;-0.1813461;-13.4064;0.4442344;-2.795409;(-0.30, 1.65, 0.52);(2.80, 0.44, 0.47);
6.74475;-0.1827254;-13.40632;0.4449252;-2.796481;(-0.30, 1.65, 0.52);(2.80, 0.44, 0.47);
6.78739;-0.1821828;-13.40748;0.4463237;-2.795347;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
6.82735;-0.1807874;-13.40627;0.4460048;-2.795994;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
6.85808;-0.1810486;-13.40689;0.4435693;-2.796867;(-0.30, 1.65, 0.52);(2.80, 0.44, 0.47);
6.90552;-0.183593;-13.40779;0.4458307;-2.797292;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
6.94328;-0.1810914;-13.40823;0.4456116;-2.797412;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
6.98429;-0.1812146;-13.40844;0.4467875;-2.795694;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
7.03020;-0.1799596;-13.40661;0.4483991;-2.796908;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
7.07104;-0.1780068;-13.40786;0.4467483;-2.797946;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
7.11343;-0.1796458;-13.40893;0.4470465;-2.797916;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
7.14297;-0.1792876;-13.40896;0.4481671;-2.796648;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
7.18599;-0.1782429;-13.40769;0.4484362;-2.795763;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
7.23004;-0.1780942;-13.40675;0.4484777;-2.795786;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.47);
7.27249;-0.1780738;-13.40681;0.4490426;-2.794899;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.47);
7.31255;-0.1775284;-13.4059;0.4491611;-2.794393;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.47);
7.34262;-0.1775114;-13.4054;0.4499277;-2.79386;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.47);
7.38924;-0.1768278;-13.4048;0.4479749;-2.794592;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.47);
7.43648;-0.1788433;-13.40558;0.4464925;-2.793917;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.47);
7.47609;-0.1803049;-13.40495;0.4466083;-2.792206;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.47);
7.52068;-0.1803317;-13.40322;0.4488733;-2.79099;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.47);
7.55862;-0.1780422;-13.40202;0.4475297;-2.789101;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.47);
7.59861;-0.1795101;-13.40009;0.4470077;-2.788406;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.47);
7.64384;-0.180298;-13.39937;0.4481547;-2.788062;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.47);
7.68574;-0.179451;-13.39897;0.4500696;-2.788553;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.46);
7.72857;-0.1778531;-13.39943;0.4507095;-2.789389;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.46);
7.77037;-0.1775466;-13.40029;0.4498061;-2.789307;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.46);
7.81250;-0.1790315;-13.40016;0.4504548;-2.789536;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.46);
7.84542;-0.1785873;-13.40033;0.4472092;-2.790509;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.45);
7.88328;-0.1821794;-13.40136;0.4468181;-2.789701;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.45);
7.92742;-0.1829398;-13.40048;0.4492924;-2.790174;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.45);
7.96943;-0.1805203;-13.40104;0.4498076;-2.788316;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.45);
8.00071;-0.1803162;-13.39912;0.4521473;-2.787774;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.45);
8.04220;-0.1781777;-13.39852;0.4526486;-2.788308;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.45);
8.09323;-0.177788;-13.39904;0.4532724;-2.788999;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.45);
8.12757;-0.1773632;-13.39964;0.4541431;-2.791599;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.45);
8.17117;-0.1767101;-13.40223;0.4538507;-2.794302;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.45);
8.21244;-0.1771743;-13.40501;0.4516558;-2.794705;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.45);
8.24566;-0.1795579;-13.40542;0.4527533;-2.794668;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.45);
8.28630;-0.1784474;-13.40534;0.4517597;-2.795646;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.44);
8.32971;-0.1794938;-13.4063;0.4519525;-2.796667;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
8.38997;-0.1789238;-13.40723;0.4501327;-2.800196;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
8.42819;-0.1803758;-13.41085;0.4505018;-2.802185;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
8.47137;-0.1796399;-13.41294;0.4493464;-2.802695;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
8.51671;-0.1810609;-13.41349;0.4518833;-2.801864;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
8.57794;-0.1783843;-13.41265;0.4494167;-2.801185;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
8.61454;-0.1809667;-13.41202;0.448233;-2.799245;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
8.65529;-0.1824281;-13.41008;0.4477373;-2.797097;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
8.68558;-0.1832783;-13.40787;0.4495915;-2.7959;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
8.75592;-0.1814587;-13.40659;0.449258;-2.796512;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
8.80089;-0.1815201;-13.40726;0.448636;-2.795825;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
8.84373;-0.1819455;-13.40656;0.4503309;-2.795888;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
8.91190;-0.1799798;-13.40664;0.4508139;-2.79599;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
8.95837;-0.1794285;-13.40665;0.4515429;-2.798612;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
9.00052;-0.1787064;-13.40932;0.4504593;-2.800013;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
9.06691;-0.1799364;-13.41076;0.4503972;-2.800313;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
9.09842;-0.1801379;-13.41107;0.4518438;-2.800112;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
9.12830;-0.1787431;-13.41079;0.451983;-2.801777;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
9.17611;-0.1787333;-13.41248;0.4528619;-2.802621;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
9.25259;-0.1776601;-13.41335;0.4523417;-2.803046;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
9.28407;-0.1779793;-13.41378;0.4527341;-2.803743;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
9.31277;-0.1774214;-13.41457;0.4517975;-2.802494;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
9.35726;-0.1783347;-13.4133;0.4519179;-2.801818;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
9.42903;-0.1780962;-13.4126;0.4521423;-2.801769;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
9.47778;-0.1779168;-13.41256;0.4542513;-2.801705;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
9.51817;-0.1759168;-13.41243;0.4558579;-2.80332;(-0.30, 1.65, 0.52);(2.80, 0.46, 0.45);
9.58590;-0.1743527;-13.41416;0.4530747;-2.801873;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
9.63710;-0.177479;-13.41268;0.4527675;-2.800708;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
9.68244;-0.1776796;-13.41148;0.4507589;-2.79982;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
9.75246;-0.1797078;-13.41066;0.4539344;-2.797874;(-0.30, 1.65, 0.52);(2.80, 0.45, 0.45);
9.79105;-0.1763956;-13.40867;0.4575823;-2.797263;(-0.30, 1.65, 0.52);(2.80, 0.46, 0.45);
9.83622;-0.1726045;-13.40803;0.4588571;-2.797701;(-0.30, 1.65, 0.52);(2.80, 0.46, 0.45);
9.89838;-0.1714527;-13.40847;0.4590215;-2.798029;(-0.30, 1.65, 0.52);(2.80, 0.46, 0.45);
9.94376;-0.1715213;-13.40881;0.4570608;-2.797829;(-0.30, 1.65, 0.52);(2.80, 0.46, 0.45);
9.98369;-0.1738526;-13.40857;0.4573876;-2.797771;(-0.30, 1.65, 0.52);(2.80, 0.46, 0.45);
10.02796;-0.1734889;-13.40858;0.455105;-2.795996;(-0.30, 1.65, 0.52);(2.80, 0.46, 0.45);
10.11518;-0.176089;-13.40676;0.4540935;-2.794973;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.44);
10.16981;-0.1774016;-13.40574;0.4531389;-2.793311;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.44);
10.21418;-0.1787393;-13.40418;0.4539585;-2.789123;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.44);
10.25698;-0.1784087;-13.39981;0.4529379;-2.788241;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.44);
10.30117;-0.1798613;-13.39892;0.4532203;-2.786969;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.44);
10.34223;-0.1798026;-13.39754;0.4509705;-2.78777;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.43);
10.38579;-0.182387;-13.39836;0.449639;-2.787496;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.43);
10.42832;-0.1836877;-13.39801;0.4486049;-2.788828;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.43);
10.47102;-0.1845525;-13.39933;0.4489112;-2.790718;(-0.30, 1.65, 0.52);(2.79, 0.45, 0.43);
