Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_localPosition;Main Camera (1)_globalPosition;Main Camera (1)_orientation;World_orientation;messages;
0.000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0
0.020;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0
0.353;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0Pattern 1 saccade;
0.427;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);10
0.453;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);12.69974
0.471;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);13.72718
0.499;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);14.43424
0.512;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);15.64961
0.534;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);16.22601
0.549;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);17.25558
0.568;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);17.94315
0.582;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);18.88884
0.608;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);19.62211
0.634;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);21.00025
0.662;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);22.40543
0.693;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);24.02722
0.714;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);24.02722
0.730;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.1)(0.00, 0.00, 0.00);24.02722
0.746;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.1)(0.00, 0.00, 0.00);24.02722
0.762;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.1)(0.00, 0.00, 0.00);24.02722
0.776;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.2)(0.00, 0.00, 0.00);24.02722
0.790;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.2)(0.00, 0.00, 0.00);24.02722
0.819;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.2)(0.00, 0.00, 0.00);24.02722
0.836;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.3)(0.00, 0.00, 0.00);24.02722
0.852;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.3)(0.00, 0.00, 0.00);24.02722
0.867;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.4)(0.00, 0.00, 0.00);24.02722
0.885;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.4)(0.00, 0.00, 0.00);24.02722
0.900;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.4)(0.00, 0.00, 0.00);24.02722
0.914;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.5)(0.00, 0.00, 0.00);24.02722
0.928;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.5)(0.00, 0.00, 0.00);24.02722
0.943;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.6)(0.00, 0.00, 0.00);24.02722
0.965;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.6)(0.00, 0.00, 0.00);24.02722
0.979;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.6)(0.00, 0.00, 0.00);24.02722
0.991;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.7)(0.00, 0.00, 0.00);24.02722
1.006;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.7)(0.00, 0.00, 0.00);24.02722
1.029;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.8)(0.00, 0.00, 0.00);24.02722
1.043;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 0.8)(0.00, 0.00, 0.00);24.02722
1.056;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 0.9)(0.00, 0.00, 0.00);24.02722
1.071;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 0.9)(0.00, 0.00, 0.00);24.02722
1.084;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 0.9)(0.00, 0.00, 0.00);24.02722
1.098;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 1.0)(0.00, 0.00, 0.00);24.02722
1.116;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 1.0)(0.00, 0.00, 0.00);24.02722
1.130;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.7, 0.0, 1.1)(0.00, 0.00, 0.00);24.02722
1.143;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.7, 0.0, 1.1)(0.00, 0.00, 0.00);24.02722
1.156;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.7, 0.0, 1.1)(0.00, 0.00, 0.00);24.02722
1.168;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.7, 0.0, 1.2)(0.00, 0.00, 0.00);24.02722
1.186;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.7, 0.0, 1.2)(0.00, 0.00, 0.00);24.02722
1.199;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.7, 0.0, 1.2)(0.00, 0.00, 0.00);24.02722
