CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
50.12;totalGazeArea: 20.68;averageGazeArea1: 1.92;averageGazeArea3: 4.15;averageGazeArea5: 5.79;averageGazeArea10: 8.86;
1;(-10.2, 0.0, 25.6);24.26;2;
2;(-14.2, 0.0, 21.5);33.7;0;
3;(-14.7, 0.0, 21.5);37.54;0;
4;(-15.2, 0.0, 21.5);44.12;0;
