CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
17.70;totalGazeArea: 17.81;averageGazeArea1: NaN;averageGazeArea3: NaN;averageGazeArea5: NaN;averageGazeArea10: NaN;
