Saccade_Number;Start_Time;Left-Right_Saccade;Radial_Saccade;StartPosition_x;StartPosition_y;EndPosition_x;EndPosition_y;Saccade_Duration;Saccade_Magnitude;messages;
1;0.020;1;1;70.48;-19.52;0.000;-35.915;0.333;72.36;
2;0.510;0;2;0.00;-35.92;-12.146;-5.332;0.102;32.91;
3;1.088;1;1;12.79;-4.95;4.884;-2.645;0.057;8.23;
4;1.402;1;2;2.07;-3.12;-0.374;-3.351;0.027;2.46;
5;1.630;0;1;-1.80;-3.10;-3.924;-1.080;0.029;2.94;
6;2.271;1;2;-2.31;1.33;-9.019;2.878;0.029;6.88;
7;2.388;0;2;-11.16;3.46;-5.171;-6.303;0.027;11.46;
8;2.444;0;2;-8.27;-2.43;-11.460;3.960;0.032;7.14;
9;2.501;0;1;-11.65;3.98;-7.205;-1.242;0.028;6.86;
10;2.933;0;2;-6.93;-1.01;-5.611;-9.805;0.025;8.89;
11;2.989;1;3;6.85;0.31;-18.945;-1.343;0.028;25.85;
12;3.479;1;1;-19.57;-0.94;-16.560;-1.565;0.023;3.07;
13;3.530;0;2;-13.29;-2.10;-10.358;-3.804;0.030;3.39;
14;3.758;1;1;-8.50;-5.08;-4.609;-5.977;0.030;3.99;
15;3.990;0;1;-3.98;-7.25;-1.459;-6.351;0.027;2.68;
16;6.215;0;2;-0.12;-1.58;-2.019;-4.277;0.030;3.30;
17;11.785;0;1;-0.95;-0.83;-1.891;-3.152;0.032;2.50;
18;12.331;0;2;-1.97;-3.96;-3.701;-5.989;0.029;2.67;
19;12.673;1;1;-3.70;-7.54;-0.467;-6.916;0.028;3.29;
20;13.087;0;2;1.55;-7.32;0.163;-5.411;0.031;2.35;
21;16.901;0;1;-1.88;-1.88;-0.157;-6.826;0.029;5.23;
22;17.114;0;3;-1.23;-1.39;16.761;-14.465;0.028;22.24;
23;17.468;0;2;16.19;-17.15;10.229;-20.022;0.036;6.62;
24;17.619;0;2;9.15;-18.97;-2.877;-11.318;0.084;14.25;
25;17.761;0;2;-1.23;-15.27;-2.765;-22.561;0.027;7.46;
26;17.988;1;1;-2.95;-23.10;1.603;-24.490;0.030;4.76;
27;18.416;0;2;1.27;-27.08;1.370;-24.081;0.029;3.00;
28;19.415;0;2;1.90;-26.48;-2.853;-21.647;0.030;6.78;
29;19.502;0;3;-4.99;-6.20;-16.737;-13.364;0.027;13.75;
30;19.586;0;2;-18.91;-13.46;-16.261;-11.766;0.031;3.14;
31;19.817;0;1;-17.77;-14.12;-17.724;-21.488;0.027;7.37;
32;20.175;0;1;-17.83;-21.22;-19.699;-3.235;0.115;18.09;
33;20.574;0;2;-19.55;-1.34;-25.237;1.402;0.057;6.31;
34;20.662;0;2;-25.83;1.65;-24.787;4.419;0.025;2.96;
35;20.832;0;1;-24.61;4.73;-22.162;5.722;0.028;2.64;
36;21.101;1;3;-21.52;6.08;1.515;4.347;0.087;23.10;
37;21.559;0;2;3.30;2.52;-2.373;-0.323;0.029;6.34;
38;21.643;0;2;-2.93;-1.66;-4.992;-3.033;0.031;2.48;
39;21.788;0;2;-5.90;-3.84;-8.417;-6.288;0.029;3.51;
40;22.129;0;2;-8.88;-7.31;-9.628;-10.371;0.030;3.15;
41;22.186;0;2;-9.65;-10.52;-9.229;-7.990;0.030;2.57;
42;22.387;0;1;-8.95;-7.06;-10.774;0.191;0.026;7.48;
43;22.444;0;2;-10.56;8.22;-9.827;11.156;0.037;3.03;
44;23.270;0;2;-9.93;20.65;-8.697;-6.933;0.144;27.61;
45;23.914;0;2;-8.33;-10.10;-10.054;-6.691;0.028;3.83;
46;23.972;0;1;-11.80;3.75;-12.621;15.022;0.056;11.30;
47;24.386;0;2;-11.96;19.51;-12.303;17.023;0.028;2.51;
48;24.443;0;2;-11.43;11.36;-7.027;-6.382;0.092;18.28;
49;24.873;1;1;-6.59;-8.30;-3.300;-8.360;0.027;3.29;
50;24.930;1;3;5.57;-5.95;20.506;-4.382;0.084;15.02;
51;25.331;0;1;20.22;-4.59;15.808;-6.067;0.028;4.66;
52;25.386;0;2;5.79;-8.37;-5.414;-14.447;0.093;12.75;
53;25.860;0;1;-7.47;-14.40;-3.475;-17.463;0.027;5.03;
54;25.918;0;1;0.28;-20.21;10.100;-29.364;0.085;13.43;
55;26.402;0;2;9.06;-29.58;-6.198;-16.822;0.061;19.89;
56;26.559;0;2;-7.74;-16.11;-11.361;-11.995;0.028;5.48;
57;26.870;0;1;-11.30;-10.91;-11.011;-17.900;0.031;7.00;
58;26.929;0;1;-10.34;-24.46;-7.561;-37.558;0.088;13.39;
59;27.343;0;2;-4.67;-38.73;-5.845;-33.155;0.030;5.70;
60;27.400;0;2;-7.62;-21.05;-9.016;-16.765;0.031;4.51;
61;27.515;0;2;-9.77;-16.88;-12.513;-12.540;0.026;5.13;
62;27.843;0;2;-17.55;-6.30;-24.040;-10.514;0.059;7.73;
63;27.929;0;2;-24.85;-12.27;-28.482;-29.337;0.136;17.45;
64;28.129;0;2;-29.40;-32.02;-27.592;-29.808;0.025;2.86;
65;28.386;0;2;-27.09;-32.52;-28.570;-30.265;0.028;2.70;
66;28.444;0;2;-28.58;-30.28;-23.780;-25.672;0.034;6.65;
67;28.518;0;2;-18.76;-13.57;-16.305;-9.153;0.030;5.05;
68;28.886;1;1;-16.97;-8.08;-26.508;-6.681;0.057;9.64;
