CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
38.20;totalGazeArea: 13.05;averageGazeArea1: 2.15;averageGazeArea3: 4.04;averageGazeArea5: 5.36;averageGazeArea10: 7.42;
1;(23.5, 0.0, 31.8);25.26;1;
2;(23.1, 0.0, 32.1);28.78;1;
