CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
53.79;totalGazeArea: 24.66;averageGazeArea1: 2.28;averageGazeArea3: 4.91;averageGazeArea5: 6.84;averageGazeArea10: 10.85;
1;(11.0, 0.0, 21.1);17.2;0;
2;(10.8, 0.0, 20.5);19.06;0;
3;(10.9, 0.0, 20.5);21.26;0;
4;(18.3, 0.0, 16.3);30.12;0;
