Saccade_Number;Start_Time;StartPosition_x;StartPosition_y;EndPosition_x;EndPosition_y;Saccade_Duration;Saccade_Magnitude;messages;
1;0.353;0;-35.91506;0;-35.91506;0;0;
3;0.577;-25.34186;19.12292;14.89548;10.2356;0.08525699;1698.028;
5;0.809;17.59805;10.09036;-2.204236;10.90627;0.02891606;392.796;
34;3.169;-7.674751;13.5971;-7.674751;13.5971;0;0;
37;3.740;-6.623553;13.26442;-6.623553;13.26442;0;0;
60;8.954;18.43551;4.808451;18.43551;4.808451;0;0;
63;9.183;31.39457;-1.632028;31.39457;-1.632028;0;0;
66;9.597;22.90356;-10.51184;22.90356;-10.51184;0;0;
70;9.725;23.14241;-10.21495;28.55528;-8.317315;0.04143047;32.90024;
73;10.070;29.78739;-8.424744;29.78739;-8.424744;0;0;
75;10.154;29.0499;-7.113079;24.92492;-10.34711;0.05762196;27.47444;
77;10.282;26.92672;-15.14077;35.16311;-7.033082;0.02699947;133.5726;
80;10.453;35.5896;-6.945437;40.73178;-10.86455;0.0305872;41.80141;
84;10.696;40.59064;-11.75794;30.37824;-19.60545;0.02955341;165.8766;
88;10.995;17.74003;-11.94186;3.504294;-6.176789;0.08743095;235.8921;
91;11.539;5.562778;-8.792509;49.36453;-5.569749;0.1143064;1928.979;
95;11.896;47.28288;-5.695358;47.28288;-5.695358;0;0;
96;11.952;30.58785;1.714408;16.68692;5.184177;0.1157417;205.2753;
97;12.125;11.00041;8.323545;11.00041;8.323545;0;0;
101;12.567;11.99377;9.959625;10.65251;-25.30147;0.2169485;1245.144;
104;13.110;11.51539;-26.2745;-8.696635;-15.36147;0.1245174;527.6204;
105;13.298;-10.90772;-11.70359;-10.90772;-11.70359;0;0;
108;13.481;-16.5576;-8.749073;-16.5576;-8.749073;0;0;
112;13.854;-6.277156;-6.791515;45.83239;-8.900179;0.1725168;2719.851;
114;14.155;47.3546;-8.240818;47.3546;-8.240818;0;0;
117;14.325;32.97119;-3.298706;32.97119;-3.298706;0;0;
118;14.397;14.87249;-1.173043;-3.256336;1.818243;0.113101;337.6021;
121;14.755;-6.099042;2.262357;-6.032195;4.31908;0.07164764;4.234579;
122;14.913;24.43492;-3.486786;30.68213;-19.98152;0.1533117;311.1038;
123;15.125;21.24081;-24.83194;21.24081;-24.83194;0;0;
125;15.413;19.3156;-29.16721;22.67307;-19.23525;0.04206657;109.9163;
