CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
45.72;totalGazeArea: 20.00;averageGazeArea1: 1.70;averageGazeArea3: 3.41;averageGazeArea5: 4.73;averageGazeArea10: 7.60;
1;(-4.1, 0.0, 6.8);6.94;0;
2;(17.3, 0.0, 23.9);28.32;0;
3;(13.7, 0.0, 33.8);41.9;0;
