CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
55.90;totalGazeArea: 21.57;averageGazeArea1: 2.46;averageGazeArea3: 5.18;averageGazeArea5: 7.19;averageGazeArea10: 10.45;
1;(-3.8, 0.0, 8.9);7.42;0;
2;(-2.6, 0.0, 13.7);14.72;0;
3;(-19.8, 0.0, 3.9);51.4;2;
