CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
32.64;totalGazeArea: 17.97;averageGazeArea1: 2.00;averageGazeArea3: 4.28;averageGazeArea5: 6.19;averageGazeArea10: 10.40;
1;(-6.5, 0.0, 7.8);6.96;1;
2;(-6.8, 0.0, 6.6);8.12;1;
3;(-6.9, 0.0, 6.7);9.639999;1;
