Saccade_Number;Start_Time;StartPosition_x;StartPosition_y;EndPosition_x;EndPosition_y;Saccade_Duration;Saccade_Magnitude;messages;
1;0.020;70.48;-19.52;0.000;-35.915;0.333;72.36;
2;0.489;7.82;-43.58;-15.560;7.177;0.103;55.89;
3;0.633;32.11;-18.17;0.573;14.029;0.031;45.07;
4;0.692;2.86;19.34;5.774;20.258;0.027;3.05;
5;0.836;7.01;27.74;8.552;29.828;0.027;2.59;
6;1.164;5.93;22.75;3.310;21.688;0.027;2.82;
7;2.891;-6.66;10.67;-7.256;5.658;0.072;5.05;
8;2.993;-7.64;3.06;-7.812;-3.988;0.085;7.05;
9;3.107;-7.78;-6.75;-7.230;-16.032;0.084;9.30;
10;3.249;-6.85;-18.58;-4.861;-9.062;0.031;9.73;
11;3.333;-6.70;-17.81;-8.882;-14.559;0.031;3.91;
12;3.462;-12.01;-8.60;-17.201;0.730;0.085;10.68;
13;4.119;-22.57;3.82;-22.230;1.011;0.030;2.83;
14;4.205;-23.02;-3.15;-24.962;-8.330;0.058;5.53;
15;4.350;-25.88;-10.58;-15.775;-5.136;0.027;11.48;
16;4.491;-16.48;-6.88;-5.983;-33.315;0.029;28.44;
17;4.606;-5.39;-32.33;-14.992;-8.941;0.029;25.29;
18;4.978;-12.20;-5.98;-5.575;-2.057;0.057;7.70;
19;5.207;5.04;-1.27;12.023;-1.456;0.028;6.98;
20;5.464;11.18;-1.73;11.206;-5.483;0.028;3.75;
21;6.150;12.22;-5.40;9.604;-5.015;0.027;2.64;
22;6.436;10.61;-1.70;10.993;-6.306;0.029;4.62;
23;8.449;9.99;-7.93;7.363;-8.120;0.032;2.64;
24;8.693;5.19;-8.62;2.382;-8.385;0.028;2.82;
25;8.893;3.31;-8.80;42.589;-8.693;0.071;39.28;
26;9.522;39.20;-7.99;39.970;-10.350;0.043;2.49;
27;10.394;40.63;-11.47;39.146;-8.880;0.028;2.99;
28;11.479;42.14;-11.52;39.961;-5.531;0.043;6.37;
29;11.579;39.93;-5.23;37.580;-3.053;0.043;3.20;
30;13.865;40.18;-5.90;42.193;-11.769;0.042;6.21;
31;14.578;42.83;-13.38;53.126;-10.685;0.058;10.64;
32;15.435;47.32;-12.16;42.487;-13.319;0.028;4.97;
33;16.435;43.83;-12.64;40.115;-11.148;0.029;4.01;
34;17.092;36.20;-10.15;33.169;-10.043;0.032;3.04;
35;17.164;30.86;-9.68;26.992;-9.572;0.029;3.87;
36;19.794;25.45;-7.68;31.318;-15.892;0.084;10.09;
37;19.919;31.76;-24.80;27.854;-35.538;0.089;11.42;
38;20.064;27.79;-36.15;17.612;-40.409;0.042;11.03;
39;20.134;25.54;-51.40;28.977;-47.111;0.032;5.50;
40;20.207;27.72;-49.57;31.963;-42.092;0.032;8.60;
41;20.350;30.85;-45.52;30.910;-49.968;0.045;4.44;
42;20.437;33.89;-45.12;26.047;-53.295;0.042;11.33;
43;20.565;24.57;-54.03;30.090;-57.026;0.049;6.28;
44;20.649;24.94;-59.39;21.124;-64.356;0.045;6.26;
45;20.776;25.97;-54.78;22.065;-59.672;0.030;6.26;
46;20.834;24.81;-60.44;27.126;-57.170;0.028;4.01;
47;20.931;25.04;-58.53;26.249;-60.053;0.033;1.95;
48;20.991;19.60;-52.90;33.907;-54.600;0.100;14.40;
49;21.120;18.13;-49.65;13.748;-53.236;0.027;5.66;
50;21.179;15.63;-53.73;16.731;-50.894;0.040;3.05;
51;21.250;17.78;-51.06;24.334;-60.804;0.071;11.74;
52;21.348;25.07;-52.60;17.874;-52.619;0.030;7.19;
53;21.405;17.56;-52.76;14.484;-53.185;0.027;3.10;
54;21.462;13.37;-53.54;7.327;-58.438;0.059;7.78;
