Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.02000;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.35333;7.75365;-43.03983;1.477253;-2.846945;(-0.32, 1.63, 0.49);(2.85, 1.48, 0.51);Pattern 1 saccade;
0.54180;5.652493;-2.798968;1.472616;-2.856055;(-0.32, 1.63, 0.49);(2.86, 1.47, 0.49);No pattern saccade;
0.61638;5.650332;-2.80972;1.469127;-2.86798;(-0.32, 1.63, 0.49);(2.87, 1.47, 0.50);No pattern saccade;
0.66094;5.646488;-2.821445;1.467026;-2.866802;(-0.32, 1.63, 0.49);(2.87, 1.47, 0.51);
0.70378;5.603753;-2.822766;2.225556;-2.809523;(-0.32, 1.63, 0.49);(2.81, 2.23, 0.56);
0.74365;6.399328;-2.758871;2.227875;-2.811691;(-0.32, 1.63, 0.49);(2.81, 2.23, 0.56);
0.77461;6.401383;-2.760613;2.226565;-2.816358;(-0.32, 1.63, 0.49);(2.82, 2.23, 0.56);
0.80082;6.400317;-2.765728;2.226399;-2.81629;(-0.32, 1.63, 0.49);(2.82, 2.23, 0.56);
0.82869;6.400061;-2.765192;2.227233;-2.822501;(-0.32, 1.63, 0.49);(2.82, 2.23, 0.56);
0.85878;6.400827;-2.771506;2.226525;-2.825147;(-0.32, 1.63, 0.49);(2.83, 2.23, 0.56);
0.88814;6.400239;-2.774253;2.226716;-2.827181;(-0.32, 1.63, 0.49);(2.83, 2.23, 0.56);
0.91603;6.400311;-2.776124;2.227555;-2.829953;(-0.32, 1.63, 0.49);(2.83, 2.23, 0.56);
0.94627;6.401191;-2.778925;2.225286;-2.831671;(-0.32, 1.63, 0.49);(2.83, 2.23, 0.56);
0.98966;6.398998;-2.780823;2.223244;-2.831994;(-0.32, 1.63, 0.49);(2.83, 2.22, 0.56);
1.01614;6.396623;-2.781054;2.226443;-2.834491;(-0.32, 1.63, 0.49);(2.83, 2.23, 0.56);
1.05990;6.400011;-2.783595;2.226638;-2.837593;(-0.32, 1.63, 0.49);(2.84, 2.23, 0.56);
1.10014;6.400223;-2.786675;2.227584;-2.841801;(-0.32, 1.63, 0.49);(2.84, 2.23, 0.56);
1.13809;6.401168;-2.790739;2.226246;-2.848273;(-0.32, 1.63, 0.49);(2.85, 2.23, 0.56);
1.17494;6.399909;-2.797571;2.223778;-2.850112;(-0.32, 1.63, 0.49);(2.85, 2.22, 0.56);
1.21870;6.397261;-2.799413;2.224501;-2.853839;(-0.32, 1.63, 0.49);(2.85, 2.22, 0.55);
1.26393;6.398173;-2.803368;2.220597;-2.855257;(-0.32, 1.63, 0.49);(2.86, 2.22, 0.55);
1.30240;6.394075;-2.804993;2.220029;-2.856246;(-0.32, 1.63, 0.49);(2.86, 2.22, 0.55);
1.34814;6.393685;-2.80623;2.216169;-2.85635;(-0.32, 1.63, 0.49);(2.86, 2.22, 0.55);
1.38820;6.389555;-2.806475;2.218462;-2.857867;(-0.32, 1.63, 0.49);(2.86, 2.22, 0.54);
1.41796;6.39204;-2.808119;2.215661;-2.859734;(-0.32, 1.63, 0.49);(2.86, 2.22, 0.54);
1.46054;6.389359;-2.810328;2.215518;-2.859652;(-0.32, 1.63, 0.49);(2.86, 2.22, 0.54);
1.50063;6.388516;-2.810071;2.220891;-2.862481;(-0.32, 1.63, 0.49);(2.86, 2.22, 0.53);
1.52878;6.394852;-2.813357;2.214129;-2.863887;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.53);
1.55876;6.38764;-2.814936;2.216363;-2.863149;(-0.32, 1.63, 0.49);(2.86, 2.22, 0.53);
1.58629;6.389906;-2.814133;2.21734;-2.864056;(-0.32, 1.63, 0.49);(2.86, 2.22, 0.53);
1.61442;6.391243;-2.815116;2.21384;-2.864665;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.53);
1.64729;6.387587;-2.815672;2.21339;-2.865202;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.53);
1.68865;6.386923;-2.816114;2.214109;-2.866329;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.53);
1.72956;6.387949;-2.817421;2.211979;-2.865811;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.53);
1.75962;6.385339;-2.816804;2.214096;-2.865983;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.53);
1.80052;6.387785;-2.817228;2.212244;-2.865394;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.53);
1.82958;6.385786;-2.816744;2.212512;-2.86432;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.53);
1.87590;6.385974;-2.815765;2.214173;-2.863768;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.53);
1.91490;6.387911;-2.815356;2.210811;-2.862798;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.53);
1.94365;6.384096;-2.814463;2.213176;-2.862783;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.52);
1.97236;6.386776;-2.814651;2.213208;-2.86425;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.52);
2.00036;6.386764;-2.81625;2.213586;-2.864741;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.52);
2.04455;6.386965;-2.816805;2.214861;-2.866093;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.52);
2.07400;6.38861;-2.818562;2.20959;-2.864377;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
2.10164;6.383167;-2.81705;2.209368;-2.862994;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
2.14482;6.382956;-2.815754;2.209596;-2.862612;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
2.17307;6.383291;-2.815513;2.208685;-2.861356;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
2.20193;6.382242;-2.814266;2.210334;-2.860959;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
2.23154;6.384051;-2.813907;2.209472;-2.8606;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
2.27915;6.383185;-2.813504;2.209215;-2.861689;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
2.31816;6.382771;-2.814675;2.209398;-2.861191;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
2.36014;6.383032;-2.814344;2.208844;-2.860207;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.50);
2.39998;6.382287;-2.813436;2.210008;-2.859501;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.50);
2.42943;6.383713;-2.812888;2.208074;-2.859757;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.50);
2.45971;6.381676;-2.813208;2.208817;-2.860725;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.50);
2.48586;6.382403;-2.814265;2.209614;-2.861433;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.50);
2.51789;6.383261;-2.815059;2.20982;-2.861901;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.50);
2.56025;6.38347;-2.815529;2.21019;-2.863097;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.50);
2.60071;6.383953;-2.816773;2.208742;-2.864035;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.50);
2.63037;6.382484;-2.817824;2.207867;-2.863194;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.50);
2.65938;6.381694;-2.816978;2.207185;-2.862542;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.50);
2.68787;6.381061;-2.816262;2.205854;-2.861348;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.50);
2.71655;6.379638;-2.814915;2.206649;-2.861042;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.50);
2.74361;6.380492;-2.814501;2.205986;-2.860484;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.50);
2.77244;6.379807;-2.813854;2.205996;-2.85946;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.50);
2.80131;6.37973;-2.812691;2.207391;-2.858757;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
2.82835;6.381064;-2.811875;2.208225;-2.858055;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
2.85789;6.381957;-2.811129;2.207294;-2.857875;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
2.88754;6.381021;-2.81093;2.206745;-2.858345;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
2.91768;6.380416;-2.811444;2.207167;-2.8582;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
2.95847;6.380877;-2.811363;2.208202;-2.857188;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
2.98799;6.382;-2.810154;2.208185;-2.85853;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
3.01502;6.381894;-2.81139;2.209104;-2.8599;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
3.05884;6.382809;-2.81271;2.210145;-2.861155;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
3.08601;6.384102;-2.813867;2.207609;-2.862727;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
3.11614;6.381433;-2.815324;2.207728;-2.86411;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
3.14823;6.38137;-2.81655;2.210366;-2.865765;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.51);
3.18841;6.384091;-2.818144;2.210042;-2.86679;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.51);
3.22286;6.383656;-2.819123;2.20986;-2.86821;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.51);
3.25839;6.383502;-2.820749;2.209928;-2.867576;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.51);
3.28627;6.383644;-2.820184;2.208329;-2.866431;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.51);
3.31516;6.382131;-2.819107;2.207504;-2.865058;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.51);
3.34442;6.381086;-2.817612;2.208447;-2.864745;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
3.37394;6.382124;-2.817293;2.208432;-2.8656;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.51);
3.40100;6.382259;-2.818239;2.206974;-2.865372;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.51);
3.43024;6.380583;-2.817879;2.209185;-2.866575;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.51);
3.45819;6.382907;-2.819076;2.208473;-2.867203;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.51);
3.48553;6.382169;-2.819762;2.208457;-2.867059;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.51);
3.51546;6.382228;-2.819672;2.206872;-2.865679;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.51);
3.54463;6.380558;-2.818258;2.207207;-2.865167;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.51);
3.57446;6.380997;-2.817698;2.20589;-2.865344;(-0.32, 1.63, 0.49);(2.87, 2.21, 0.51);
3.59976;6.379732;-2.81793;2.203353;-2.864217;(-0.32, 1.63, 0.49);(2.86, 2.20, 0.51);
3.62883;6.376973;-2.816859;2.204765;-2.862089;(-0.32, 1.63, 0.49);(2.86, 2.20, 0.51);
3.65744;6.378408;-2.814658;2.20514;-2.861626;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
3.68791;6.378828;-2.814287;2.20429;-2.860332;(-0.32, 1.63, 0.49);(2.86, 2.20, 0.51);
3.71483;6.377998;-2.81306;2.205059;-2.85915;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
3.74491;6.378839;-2.811779;2.204373;-2.858913;(-0.32, 1.63, 0.49);(2.86, 2.20, 0.51);
3.77462;6.378082;-2.811509;2.204606;-2.858766;(-0.32, 1.63, 0.49);(2.86, 2.20, 0.51);
3.80039;6.378217;-2.811306;2.205641;-2.859442;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
3.82874;6.37932;-2.812078;2.205629;-2.859126;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
3.85861;6.379443;-2.811812;2.203712;-2.858467;(-0.32, 1.63, 0.49);(2.86, 2.20, 0.51);
3.88581;6.377373;-2.811133;2.204241;-2.858164;(-0.32, 1.63, 0.49);(2.86, 2.20, 0.51);
3.91590;6.377965;-2.810824;2.203691;-2.858518;(-0.32, 1.63, 0.49);(2.86, 2.20, 0.51);
3.94388;6.377556;-2.811159;2.201789;-2.859638;(-0.32, 1.63, 0.49);(2.86, 2.20, 0.51);
3.97364;6.375462;-2.812314;2.203041;-2.859465;(-0.32, 1.63, 0.49);(2.86, 2.20, 0.51);
4.00216;6.376757;-2.8121;2.203379;-2.859459;(-0.32, 1.63, 0.49);(2.86, 2.20, 0.51);
4.04318;6.377106;-2.812044;2.203419;-2.860114;(-0.32, 1.63, 0.49);(2.86, 2.20, 0.51);
4.07246;6.377147;-2.812714;2.205418;-2.860208;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
4.10062;6.379136;-2.812576;2.205281;-2.862187;(-0.32, 1.63, 0.49);(2.86, 2.21, 0.51);
