CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
84.66;totalGazeArea: 26.16;averageGazeArea1: 2.18;averageGazeArea3: 4.89;averageGazeArea5: 6.83;averageGazeArea10: 10.39;
1;(-6.4, 0.0, 7.8);19.68;1;
2;(-13.9, 0.0, 7.4);36.82;0;
3;(-26.3, 0.0, 6.5);62.16;0;
4;(-32.9, 0.0, 1.9);74.56;1;
5;(-32.8, 0.0, 2.5);77.72;1;
