Timestamp;Total_Angles_x;Total_Angles_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
9.96398;58.75916;-11.69201;(0.094, 1.674, 0.473);(-0.101, -0.002, -0.029, 0.995);No pattern saccade;
10.00486;58.9688;-11.73719;(0.094, 1.674, 0.473);(-0.101, -0.001, -0.029, 0.994);
10.06128;59.02781;-11.76408;(0.094, 1.674, 0.473);(-0.101, -0.001, -0.030, 0.994);
10.10372;59.29321;-12.08776;(0.094, 1.674, 0.475);(-0.102, -0.002, -0.030, 0.994);
10.14563;59.24724;-12.15029;(0.094, 1.673, 0.476);(-0.102, -0.002, -0.030, 0.994);
10.17764;59.27416;-12.30933;(0.093, 1.673, 0.477);(-0.102, -0.003, -0.030, 0.994);
10.21911;59.17847;-12.41099;(0.094, 1.673, 0.476);(-0.102, -0.003, -0.030, 0.994);
10.26081;59.08422;-12.52168;(0.094, 1.674, 0.475);(-0.102, -0.004, -0.030, 0.994);
10.30364;59.07378;-12.58801;(0.095, 1.674, 0.474);(-0.103, -0.004, -0.030, 0.994);
10.33180;59.026;-12.60702;(0.095, 1.674, 0.473);(-0.103, -0.004, -0.030, 0.994);
10.37498;58.90845;-12.62118;(0.095, 1.674, 0.473);(-0.103, -0.004, -0.031, 0.994);
10.41605;44.72638;-7.917105;(0.095, 1.674, 0.473);(-0.103, -0.004, -0.031, 0.994);
10.44534;21.51781;-1.665303;(0.094, 1.673, 0.473);(-0.102, -0.005, -0.031, 0.994);Pattern 1 saccade;
10.48921;-7.378826;4.219234;(0.094, 1.673, 0.473);(-0.102, -0.006, -0.031, 0.994);Pattern 1 saccade;
10.53187;-23.10221;3.555681;(0.093, 1.673, 0.474);(-0.101, -0.009, -0.030, 0.994);Pattern 1 saccade;
10.57456;-39.43356;-2.606919;(0.092, 1.672, 0.476);(-0.099, -0.008, -0.030, 0.995);Pattern 1 saccade;
10.62505;-49.74595;-5.474151;(0.092, 1.672, 0.476);(-0.098, -0.008, -0.028, 0.995);No pattern saccade;
10.67318;-52.45068;-8.35479;(0.091, 1.672, 0.477);(-0.099, -0.011, -0.027, 0.995);Pattern 1 saccade;
10.70385;-51.77197;-9.254025;(0.090, 1.672, 0.477);(-0.099, -0.016, -0.027, 0.995);
10.74615;-51.30725;-9.440496;(0.090, 1.672, 0.477);(-0.099, -0.018, -0.027, 0.995);
10.78896;-51.04098;-9.817147;(0.090, 1.672, 0.477);(-0.099, -0.021, -0.026, 0.995);
10.83406;-50.71253;-10.13347;(0.089, 1.672, 0.477);(-0.099, -0.023, -0.026, 0.995);
10.87448;-50.72511;-10.16637;(0.089, 1.671, 0.476);(-0.099, -0.024, -0.026, 0.995);
10.91588;-50.85402;-10.3463;(0.089, 1.671, 0.476);(-0.099, -0.023, -0.026, 0.994);
10.94612;-50.78164;-10.4561;(0.089, 1.672, 0.476);(-0.099, -0.023, -0.027, 0.994);
10.99044;-50.77995;-10.60958;(0.089, 1.672, 0.476);(-0.100, -0.023, -0.028, 0.994);
11.03113;-50.55303;-11.88129;(0.089, 1.672, 0.475);(-0.101, -0.023, -0.028, 0.994);
11.07349;-50.4762;-11.67837;(0.089, 1.672, 0.475);(-0.101, -0.023, -0.028, 0.994);
11.10227;-48.09606;-9.436535;(0.089, 1.672, 0.475);(-0.101, -0.023, -0.028, 0.994);
11.14491;-47.92461;-9.198585;(0.089, 1.672, 0.475);(-0.101, -0.022, -0.028, 0.994);
11.17398;-47.71592;-8.942364;(0.089, 1.672, 0.475);(-0.101, -0.023, -0.028, 0.994);
11.20427;-27.54541;-6.251173;(0.089, 1.672, 0.475);(-0.100, -0.023, -0.027, 0.994);
11.24543;-2.599835;-1.798969;(0.089, 1.672, 0.476);(-0.100, -0.023, -0.028, 0.994);Pattern 1 saccade;
11.28996;20.7687;-3.534364;(0.089, 1.671, 0.476);(-0.099, -0.021, -0.028, 0.994);Pattern 1 saccade;
11.33172;38.51935;-6.091586;(0.089, 1.671, 0.476);(-0.099, -0.019, -0.029, 0.995);Pattern 1 saccade;
11.37398;47.61815;-8.495608;(0.090, 1.672, 0.476);(-0.099, -0.018, -0.029, 0.994);Pattern 1 saccade;
11.40476;48.11302;-9.362837;(0.090, 1.672, 0.476);(-0.099, -0.019, -0.029, 0.994);Pattern 1 saccade;
11.44744;48.01483;-9.41321;(0.090, 1.672, 0.476);(-0.100, -0.019, -0.029, 0.994);
11.48982;47.86491;-9.471553;(0.090, 1.672, 0.476);(-0.099, -0.018, -0.028, 0.995);
11.53211;47.76162;-9.540791;(0.091, 1.672, 0.476);(-0.098, -0.017, -0.027, 0.995);
11.57504;47.57621;-9.63194;(0.091, 1.672, 0.476);(-0.098, -0.016, -0.027, 0.995);
11.61711;47.53642;-9.693036;(0.091, 1.671, 0.476);(-0.098, -0.015, -0.028, 0.995);
11.65997;47.54607;-9.722952;(0.091, 1.671, 0.476);(-0.098, -0.014, -0.028, 0.995);
11.68999;47.46119;-9.784076;(0.091, 1.672, 0.476);(-0.098, -0.015, -0.029, 0.995);
11.73152;47.48066;-9.801519;(0.091, 1.671, 0.476);(-0.098, -0.016, -0.029, 0.995);
11.77356;47.47356;-9.802121;(0.091, 1.672, 0.476);(-0.098, -0.017, -0.030, 0.995);
11.80292;47.35663;-9.880961;(0.091, 1.671, 0.476);(-0.098, -0.017, -0.030, 0.995);
11.84781;47.29115;-9.928622;(0.091, 1.671, 0.476);(-0.098, -0.016, -0.030, 0.995);
11.88957;47.24147;-9.909334;(0.091, 1.671, 0.476);(-0.098, -0.016, -0.029, 0.995);
11.93163;45.97677;-10.40456;(0.091, 1.671, 0.476);(-0.098, -0.016, -0.030, 0.995);
11.97487;25.04071;-11.25411;(0.091, 1.671, 0.476);(-0.098, -0.017, -0.030, 0.995);
12.01761;14.28743;-11.12595;(0.091, 1.671, 0.476);(-0.098, -0.018, -0.030, 0.995);Pattern 1 saccade;
12.07547;13.44168;-11.31204;(0.091, 1.672, 0.476);(-0.098, -0.019, -0.030, 0.995);Pattern 1 saccade;
12.12018;6.40055;-10.06167;(0.091, 1.671, 0.476);(-0.099, -0.020, -0.030, 0.994);
12.16056;-16.59562;-3.795126;(0.090, 1.671, 0.476);(-0.099, -0.022, -0.030, 0.994);Pattern 1 saccade;
12.20296;-30.95248;-2.953258;(0.089, 1.671, 0.477);(-0.100, -0.025, -0.030, 0.994);Pattern 1 saccade;
12.24520;-41.72167;-3.698951;(0.089, 1.671, 0.476);(-0.099, -0.027, -0.030, 0.994);Pattern 1 saccade;
12.27409;-50.12361;-6.892392;(0.089, 1.671, 0.476);(-0.098, -0.026, -0.028, 0.994);Pattern 1 saccade;
12.31727;-52.71137;-9.283935;(0.089, 1.671, 0.476);(-0.097, -0.026, -0.027, 0.995);No pattern saccade;
12.36441;-52.79182;-10.60638;(0.089, 1.671, 0.475);(-0.098, -0.026, -0.027, 0.994);
12.40354;-52.72662;-10.9486;(0.089, 1.671, 0.475);(-0.098, -0.028, -0.028, 0.994);
12.43081;-60.77331;-12.91376;(0.088, 1.671, 0.475);(-0.098, -0.029, -0.028, 0.994);
12.47379;-63.38748;-13.01955;(0.088, 1.671, 0.475);(-0.098, -0.030, -0.028, 0.994);Pattern 1 saccade;
12.50229;-63.37352;-12.60304;(0.088, 1.671, 0.475);(-0.099, -0.031, -0.028, 0.994);
12.54498;-63.2043;-12.46495;(0.088, 1.671, 0.475);(-0.099, -0.032, -0.028, 0.994);
12.57686;-63.22559;-12.47169;(0.088, 1.671, 0.475);(-0.099, -0.032, -0.028, 0.994);
12.61639;-63.07716;-12.49797;(0.088, 1.671, 0.475);(-0.099, -0.032, -0.028, 0.994);
12.65982;-62.9999;-12.49077;(0.088, 1.671, 0.475);(-0.099, -0.032, -0.028, 0.994);
12.70250;-62.93956;-12.52665;(0.087, 1.671, 0.475);(-0.099, -0.031, -0.028, 0.994);
12.73101;-62.58459;-12.51871;(0.087, 1.671, 0.475);(-0.099, -0.031, -0.028, 0.994);
12.75986;-62.37402;-12.56062;(0.087, 1.671, 0.475);(-0.099, -0.031, -0.028, 0.994);
12.80197;-65.90681;-12.18955;(0.087, 1.671, 0.475);(-0.099, -0.032, -0.028, 0.994);
12.83191;-67.15477;-11.69339;(0.087, 1.671, 0.475);(-0.099, -0.032, -0.028, 0.994);
12.87489;-67.35125;-11.48566;(0.087, 1.671, 0.475);(-0.100, -0.032, -0.028, 0.994);
12.91650;-67.40981;-11.37195;(0.087, 1.671, 0.475);(-0.100, -0.032, -0.028, 0.994);
12.94505;-67.48033;-11.18662;(0.087, 1.671, 0.475);(-0.099, -0.031, -0.028, 0.994);
12.97271;-42.33444;-9.383089;(0.087, 1.671, 0.475);(-0.099, -0.031, -0.028, 0.994);
13.00254;-20.79166;-6.294047;(0.088, 1.671, 0.475);(-0.098, -0.030, -0.028, 0.994);Pattern 1 saccade;
13.04568;3.475959;-7.419928;(0.088, 1.671, 0.475);(-0.098, -0.029, -0.028, 0.994);Pattern 1 saccade;
13.08833;31.41727;-10.63157;(0.088, 1.671, 0.475);(-0.097, -0.025, -0.027, 0.995);Pattern 1 saccade;
13.11785;45.05412;-13.79134;(0.089, 1.671, 0.476);(-0.096, -0.021, -0.027, 0.995);Pattern 1 saccade;
13.16050;57.95394;-18.24214;(0.089, 1.671, 0.476);(-0.096, -0.019, -0.028, 0.995);Pattern 1 saccade;
13.20442;58.06617;-18.61442;(0.089, 1.671, 0.477);(-0.097, -0.020, -0.029, 0.995);No pattern saccade;
13.24894;58.29257;-19.0513;(0.089, 1.671, 0.477);(-0.098, -0.024, -0.030, 0.994);
13.29044;58.34143;-19.50573;(0.090, 1.671, 0.477);(-0.098, -0.025, -0.030, 0.994);
13.33062;58.11717;-19.53263;(0.090, 1.671, 0.477);(-0.098, -0.024, -0.029, 0.994);
13.36184;57.70201;-19.77997;(0.090, 1.671, 0.476);(-0.099, -0.023, -0.028, 0.994);
13.40301;57.78136;-19.72285;(0.090, 1.671, 0.476);(-0.099, -0.023, -0.028, 0.994);
13.43188;57.84905;-19.86132;(0.090, 1.671, 0.476);(-0.099, -0.023, -0.029, 0.994);
13.47442;57.85884;-19.88502;(0.090, 1.671, 0.476);(-0.099, -0.024, -0.029, 0.994);
13.50313;57.74054;-19.88955;(0.090, 1.671, 0.476);(-0.099, -0.024, -0.029, 0.994);
13.54653;57.502;-20.0156;(0.090, 1.671, 0.476);(-0.099, -0.024, -0.029, 0.994);
13.58835;57.48237;-20.09278;(0.090, 1.671, 0.475);(-0.099, -0.023, -0.029, 0.994);
13.61817;44.86141;-16.67675;(0.090, 1.671, 0.475);(-0.099, -0.023, -0.030, 0.994);
13.66071;44.21189;-16.72235;(0.090, 1.671, 0.475);(-0.099, -0.022, -0.030, 0.994);Pattern 1 saccade;
13.70711;43.87765;-16.74689;(0.090, 1.671, 0.475);(-0.099, -0.022, -0.030, 0.994);
13.74574;43.78688;-16.82231;(0.090, 1.671, 0.475);(-0.099, -0.022, -0.030, 0.994);
13.77613;23.44228;-9.362441;(0.089, 1.671, 0.475);(-0.099, -0.023, -0.030, 0.994);
13.81853;3.872933;-4.24344;(0.089, 1.671, 0.476);(-0.099, -0.024, -0.030, 0.994);No pattern saccade;
13.86135;-8.076386;-3.284549;(0.089, 1.671, 0.476);(-0.098, -0.029, -0.030, 0.994);Pattern 1 saccade;
13.90423;-34.03342;-5.72193;(0.088, 1.671, 0.476);(-0.098, -0.036, -0.030, 0.994);Pattern 1 saccade;
13.94925;-48.02224;-9.35811;(0.087, 1.671, 0.476);(-0.098, -0.043, -0.030, 0.994);Pattern 1 saccade;
13.98811;-54.73133;-11.22135;(0.087, 1.671, 0.475);(-0.098, -0.047, -0.029, 0.994);Pattern 1 saccade;
14.03136;-55.4112;-11.17814;(0.086, 1.671, 0.475);(-0.097, -0.049, -0.028, 0.994);Pattern 1 saccade;
14.08861;-55.57366;-11.18016;(0.086, 1.671, 0.474);(-0.098, -0.048, -0.028, 0.994);
14.11672;-56.89201;-11.09407;(0.086, 1.670, 0.474);(-0.097, -0.046, -0.027, 0.994);
14.14697;-64.54145;-12.43827;(0.086, 1.670, 0.474);(-0.097, -0.045, -0.027, 0.994);
14.18924;-64.6405;-12.41086;(0.086, 1.670, 0.474);(-0.097, -0.045, -0.028, 0.994);Pattern 1 saccade;
14.21628;-64.79929;-12.51901;(0.086, 1.670, 0.474);(-0.098, -0.044, -0.029, 0.994);
14.24452;-64.78615;-12.54756;(0.086, 1.670, 0.474);(-0.098, -0.043, -0.029, 0.994);
14.27302;-64.77697;-12.54314;(0.085, 1.670, 0.474);(-0.098, -0.043, -0.029, 0.994);
14.30215;-64.7757;-12.52026;(0.085, 1.671, 0.475);(-0.098, -0.042, -0.029, 0.994);
14.33263;-64.72588;-12.5299;(0.085, 1.671, 0.475);(-0.098, -0.042, -0.029, 0.994);
14.37708;-64.66114;-12.53244;(0.085, 1.671, 0.475);(-0.098, -0.043, -0.028, 0.994);
14.41628;-64.39595;-12.48385;(0.085, 1.671, 0.475);(-0.098, -0.044, -0.028, 0.994);
14.44749;-63.85455;-12.24251;(0.084, 1.671, 0.475);(-0.098, -0.045, -0.028, 0.994);
14.48812;-63.76089;-12.25048;(0.084, 1.671, 0.475);(-0.098, -0.045, -0.028, 0.994);
14.51661;-66.76272;-13.22017;(0.085, 1.671, 0.475);(-0.098, -0.045, -0.027, 0.994);
14.56017;-70.17562;-13.76258;(0.085, 1.671, 0.475);(-0.098, -0.045, -0.027, 0.994);
14.60237;-70.02434;-13.66148;(0.085, 1.671, 0.475);(-0.098, -0.045, -0.027, 0.994);
14.64482;-69.96092;-13.68467;(0.085, 1.671, 0.475);(-0.099, -0.046, -0.028, 0.994);
14.68754;-69.89211;-13.7481;(0.084, 1.671, 0.475);(-0.100, -0.046, -0.028, 0.994);
14.71769;-69.53836;-13.94628;(0.084, 1.672, 0.474);(-0.101, -0.047, -0.028, 0.993);
14.76053;-69.16551;-14.08344;(0.084, 1.672, 0.474);(-0.102, -0.048, -0.030, 0.993);
14.80192;-69.11764;-14.08503;(0.084, 1.672, 0.473);(-0.104, -0.048, -0.032, 0.993);
14.83311;-69.36214;-14.19477;(0.084, 1.673, 0.472);(-0.106, -0.046, -0.032, 0.993);
14.87644;-69.23329;-14.12368;(0.084, 1.673, 0.472);(-0.107, -0.045, -0.031, 0.993);
14.91544;-68.96975;-13.97479;(0.084, 1.674, 0.471);(-0.107, -0.047, -0.031, 0.993);
14.94525;-68.39384;-13.86493;(0.083, 1.674, 0.471);(-0.108, -0.050, -0.030, 0.993);
14.97425;-67.89195;-13.76169;(0.082, 1.674, 0.471);(-0.107, -0.051, -0.029, 0.992);
15.00259;-65.242;-13.00579;(0.082, 1.674, 0.471);(-0.107, -0.052, -0.028, 0.992);
15.06065;-44.9466;-9.406673;(0.081, 1.673, 0.470);(-0.107, -0.052, -0.028, 0.993);
15.10340;-9.156067;-3.076795;(0.081, 1.674, 0.469);(-0.106, -0.047, -0.029, 0.993);Pattern 1 saccade;
15.14603;15.50711;-4.436065;(0.081, 1.674, 0.468);(-0.108, -0.041, -0.030, 0.993);Pattern 1 saccade;
15.18860;38.62178;-9.235625;(0.082, 1.674, 0.468);(-0.111, -0.034, -0.031, 0.993);Pattern 1 saccade;
15.23464;49.96035;-11.10918;(0.082, 1.675, 0.468);(-0.113, -0.030, -0.032, 0.993);Pattern 1 saccade;
15.27384;49.89251;-11.08717;(0.083, 1.675, 0.468);(-0.114, -0.028, -0.033, 0.993);Pattern 1 saccade;
15.31825;50.06756;-11.00985;(0.083, 1.675, 0.469);(-0.114, -0.029, -0.032, 0.993);
15.35969;50.13861;-10.96874;(0.083, 1.675, 0.469);(-0.113, -0.031, -0.032, 0.993);
15.40522;50.15974;-10.84762;(0.082, 1.675, 0.470);(-0.113, -0.033, -0.030, 0.993);
15.44814;50.01434;-10.75284;(0.082, 1.675, 0.469);(-0.113, -0.034, -0.029, 0.993);
15.48921;50.06292;-10.80242;(0.082, 1.675, 0.469);(-0.113, -0.035, -0.027, 0.993);
15.53154;50.25713;-10.84243;(0.082, 1.675, 0.469);(-0.113, -0.035, -0.027, 0.993);
15.57521;50.23705;-10.80512;(0.082, 1.675, 0.469);(-0.114, -0.036, -0.027, 0.992);
15.61822;50.19657;-10.8498;(0.082, 1.675, 0.468);(-0.115, -0.036, -0.027, 0.992);
15.66061;50.07632;-10.77798;(0.082, 1.675, 0.468);(-0.115, -0.035, -0.027, 0.992);
15.70347;49.96138;-10.64397;(0.082, 1.675, 0.468);(-0.115, -0.035, -0.027, 0.992);
15.74563;49.79617;-10.59165;(0.082, 1.675, 0.468);(-0.114, -0.034, -0.027, 0.993);
15.77449;49.63997;-10.47418;(0.082, 1.675, 0.468);(-0.113, -0.034, -0.027, 0.993);
15.82058;43.01991;-8.948457;(0.082, 1.674, 0.468);(-0.112, -0.034, -0.027, 0.993);
15.86351;25.70441;-3.47141;(0.082, 1.675, 0.469);(-0.112, -0.035, -0.028, 0.993);Pattern 1 saccade;
15.90465;-8.174658;1.609596;(0.082, 1.674, 0.469);(-0.111, -0.035, -0.028, 0.993);Pattern 1 saccade;
15.94466;-32.39762;2.212954;(0.082, 1.674, 0.469);(-0.109, -0.036, -0.028, 0.993);Pattern 1 saccade;
15.97288;-46.97746;-0.407776;(0.083, 1.674, 0.470);(-0.108, -0.037, -0.030, 0.993);Pattern 1 saccade;
16.00198;-55.78594;-4.210559;(0.083, 1.674, 0.470);(-0.108, -0.037, -0.031, 0.993);Pattern 1 saccade;
16.06009;-60.89841;-6.795116;(0.083, 1.674, 0.470);(-0.108, -0.038, -0.032, 0.993);No pattern saccade;
16.10539;-61.92056;-7.577337;(0.084, 1.674, 0.471);(-0.107, -0.039, -0.032, 0.993);No pattern saccade;
16.14641;-61.97801;-7.575247;(0.085, 1.674, 0.471);(-0.107, -0.039, -0.032, 0.993);
16.18898;-62.12129;-7.730777;(0.085, 1.674, 0.471);(-0.107, -0.038, -0.032, 0.993);
16.23104;-62.09253;-7.793977;(0.085, 1.674, 0.471);(-0.107, -0.038, -0.031, 0.993);
16.25877;-61.97144;-7.938934;(0.085, 1.674, 0.471);(-0.107, -0.039, -0.031, 0.993);
16.28799;-61.80219;-8.134789;(0.085, 1.674, 0.471);(-0.107, -0.040, -0.031, 0.993);
16.31908;-61.85036;-8.208931;(0.085, 1.674, 0.471);(-0.107, -0.041, -0.031, 0.993);
16.35949;-61.74104;-8.293831;(0.085, 1.673, 0.471);(-0.107, -0.041, -0.031, 0.993);
16.38877;-61.56745;-8.478894;(0.085, 1.673, 0.471);(-0.107, -0.041, -0.031, 0.993);
16.41704;-61.35938;-8.741611;(0.085, 1.673, 0.471);(-0.106, -0.041, -0.031, 0.993);
16.46087;-63.61883;-9.647553;(0.085, 1.673, 0.471);(-0.106, -0.040, -0.031, 0.993);
16.50188;-67.81658;-9.69126;(0.085, 1.673, 0.471);(-0.106, -0.039, -0.031, 0.993);
16.53031;-68.90034;-9.892593;(0.085, 1.673, 0.471);(-0.106, -0.038, -0.031, 0.993);
16.55931;-68.81493;-9.973299;(0.084, 1.673, 0.471);(-0.106, -0.038, -0.031, 0.993);
16.58823;-68.79292;-9.988038;(0.084, 1.673, 0.471);(-0.106, -0.038, -0.031, 0.993);
16.61889;-53.07219;-10.7622;(0.084, 1.673, 0.472);(-0.106, -0.039, -0.031, 0.993);
16.65993;-15.52659;-10.12806;(0.084, 1.673, 0.471);(-0.106, -0.038, -0.030, 0.993);Pattern 1 saccade;
16.70387;7.891617;-12.84255;(0.084, 1.673, 0.471);(-0.106, -0.036, -0.030, 0.993);Pattern 1 saccade;
16.74825;33.02155;-12.96932;(0.085, 1.673, 0.471);(-0.106, -0.032, -0.029, 0.993);Pattern 1 saccade;
16.78940;53.82644;-16.61405;(0.084, 1.673, 0.472);(-0.106, -0.030, -0.029, 0.994);Pattern 1 saccade;
16.83321;55.79833;-16.12806;(0.085, 1.673, 0.472);(-0.105, -0.030, -0.031, 0.994);Pattern 1 saccade;
16.87454;55.37725;-16.07799;(0.085, 1.673, 0.472);(-0.106, -0.027, -0.029, 0.994);
16.91786;55.05896;-15.93755;(0.085, 1.673, 0.472);(-0.107, -0.027, -0.029, 0.994);
16.96124;55.27953;-15.82075;(0.085, 1.673, 0.472);(-0.107, -0.029, -0.029, 0.993);
17.00217;55.28309;-15.72187;(0.085, 1.673, 0.472);(-0.108, -0.032, -0.029, 0.993);
17.05945;55.12248;-15.49562;(0.085, 1.673, 0.471);(-0.107, -0.034, -0.029, 0.993);
17.08943;54.54745;-14.90239;(0.085, 1.673, 0.471);(-0.107, -0.033, -0.028, 0.993);
17.13112;54.1753;-14.51753;(0.085, 1.673, 0.470);(-0.107, -0.033, -0.028, 0.993);
17.17535;53.16533;-14.54747;(0.085, 1.673, 0.470);(-0.107, -0.032, -0.028, 0.993);
17.21642;34.64541;-11.51105;(0.085, 1.673, 0.470);(-0.106, -0.032, -0.029, 0.993);
17.25993;33.26001;-11.03928;(0.085, 1.673, 0.470);(-0.104, -0.032, -0.030, 0.994);Pattern 1 saccade;
17.30327;33.15114;-11.00578;(0.084, 1.673, 0.471);(-0.098, -0.030, -0.033, 0.994);
17.34501;32.66036;-10.27722;(0.085, 1.673, 0.471);(-0.088, -0.026, -0.039, 0.995);
17.39117;27.82972;-9.419828;(0.085, 1.674, 0.471);(-0.081, -0.020, -0.044, 0.996);
17.43162;11.72087;-9.088551;(0.086, 1.674, 0.473);(-0.075, -0.013, -0.045, 0.996);Pattern 1 saccade;
17.47358;7.179984;-9.268314;(0.087, 1.675, 0.475);(-0.069, -0.004, -0.046, 0.997);Pattern 1 saccade;
17.51700;6.93407;-9.089637;(0.088, 1.676, 0.476);(-0.063, 0.006, -0.047, 0.997);Pattern 1 saccade;
17.54638;7.260305;-9.307055;(0.089, 1.677, 0.476);(-0.058, 0.015, -0.047, 0.997);
17.59120;7.743548;-9.392207;(0.090, 1.677, 0.475);(-0.053, 0.018, -0.048, 0.997);
17.63087;7.970299;-9.30392;(0.090, 1.677, 0.474);(-0.045, 0.020, -0.046, 0.998);
17.65942;16.43801;-15.9181;(0.090, 1.677, 0.473);(-0.046, 0.019, -0.038, 0.998);
17.70275;16.60308;-18.30706;(0.089, 1.677, 0.473);(-0.052, 0.019, -0.031, 0.998);No pattern saccade;
17.72995;16.51622;-19.05277;(0.088, 1.677, 0.472);(-0.063, 0.021, -0.019, 0.998);
17.75852;18.33827;-12.63184;(0.087, 1.678, 0.472);(-0.068, 0.022, -0.013, 0.997);
17.79066;19.01131;-11.3282;(0.086, 1.678, 0.472);(-0.073, 0.022, -0.004, 0.997);No pattern saccade;
17.83271;19.40331;-9.633039;(0.086, 1.678, 0.471);(-0.083, 0.022, 0.007, 0.996);
17.87358;19.81105;-6.854122;(0.084, 1.678, 0.469);(-0.087, 0.021, 0.014, 0.996);
17.90246;19.82667;-5.547323;(0.083, 1.679, 0.467);(-0.087, 0.020, 0.015, 0.996);
17.94796;19.57403;-5.507537;(0.083, 1.680, 0.466);(-0.090, 0.020, 0.016, 0.996);
17.98728;19.68375;-4.723042;(0.083, 1.680, 0.465);(-0.097, 0.024, 0.017, 0.995);
18.02051;20.52775;-2.860347;(0.082, 1.681, 0.464);(-0.105, 0.029, 0.016, 0.994);
18.07336;21.73874;-0.8680624;(0.082, 1.683, 0.464);(-0.108, 0.031, 0.016, 0.993);
18.10346;22.43135;0.02723197;(0.081, 1.684, 0.463);(-0.104, 0.030, 0.020, 0.994);
18.14487;22.29171;-0.7894333;(0.079, 1.684, 0.463);(-0.099, 0.027, 0.023, 0.994);
18.17344;21.65249;-2.083898;(0.077, 1.683, 0.463);(-0.089, 0.020, 0.023, 0.996);
18.20252;19.87596;-4.540279;(0.075, 1.682, 0.462);(-0.083, 0.015, 0.024, 0.996);
18.23032;18.77018;-6.037471;(0.073, 1.681, 0.462);(-0.078, 0.011, 0.026, 0.997);
18.25957;17.89491;-7.182395;(0.070, 1.678, 0.463);(-0.076, 0.011, 0.025, 0.997);
18.28961;17.70743;-7.875666;(0.069, 1.677, 0.464);(-0.075, 0.012, 0.023, 0.997);
18.33114;17.97356;-8.244134;(0.067, 1.676, 0.464);(-0.072, 0.013, 0.021, 0.997);
18.37356;18.1903;-9.139585;(0.065, 1.675, 0.469);(-0.064, 0.013, 0.023, 0.998);
18.40172;18.25825;-10.9337;(0.064, 1.673, 0.470);(-0.050, 0.013, 0.026, 0.998);
18.43332;18.54045;-14.44897;(0.063, 1.671, 0.472);(-0.038, 0.014, 0.026, 0.999);
18.47247;18.59242;-17.56455;(0.062, 1.670, 0.472);(-0.028, 0.014, 0.029, 0.999);
18.50142;19.05416;-19.79545;(0.061, 1.668, 0.473);(-0.025, 0.019, 0.032, 0.999);
18.53139;20.30328;-20.60777;(0.060, 1.665, 0.476);(-0.030, 0.023, 0.034, 0.999);
18.57335;21.2817;-19.32157;(0.059, 1.663, 0.479);(-0.034, 0.027, 0.037, 0.998);
18.60269;22.63521;-17.89551;(0.055, 1.660, 0.485);(-0.035, 0.033, 0.043, 0.998);
18.63082;24.32544;-17.51083;(0.053, 1.658, 0.494);(-0.034, 0.033, 0.046, 0.998);
18.65827;24.26208;-17.72938;(0.053, 1.659, 0.498);(-0.040, 0.030, 0.047, 0.998);
18.68779;23.45731;-15.77751;(0.051, 1.655, 0.503);(-0.052, 0.024, 0.047, 0.997);
18.71572;21.88584;-13.06984;(0.048, 1.654, 0.508);(-0.063, 0.017, 0.044, 0.997);
18.74477;19.75278;-10.19071;(0.045, 1.652, 0.512);(-0.072, 0.011, 0.040, 0.997);
18.77385;18.13536;-8.327784;(0.040, 1.652, 0.517);(-0.076, 0.006, 0.036, 0.996);
18.80120;16.65305;-7.417381;(0.035, 1.650, 0.521);(-0.081, 0.001, 0.031, 0.996);
18.83113;15.2417;-6.401342;(0.031, 1.649, 0.524);(-0.085, -0.003, 0.028, 0.996);
18.85991;14.07757;-5.600086;(0.027, 1.650, 0.526);(-0.090, -0.006, 0.024, 0.996);
18.88826;13.17375;-4.239697;(0.025, 1.650, 0.528);(-0.095, -0.008, 0.023, 0.995);
18.92956;12.3826;-3.065683;(0.024, 1.651, 0.525);(-0.100, -0.009, 0.025, 0.995);
18.95886;12.23994;-1.890549;(0.023, 1.651, 0.524);(-0.105, -0.007, 0.029, 0.994);
18.98955;12.6952;-0.356611;(0.022, 1.652, 0.523);(-0.110, -0.006, 0.032, 0.993);
19.03010;12.92705;0.8277097;(0.022, 1.652, 0.522);(-0.113, -0.007, 0.036, 0.993);
19.07233;12.94091;1.843912;(0.020, 1.650, 0.522);(-0.117, -0.008, 0.039, 0.992);
19.10220;12.52211;2.985086;(0.019, 1.649, 0.522);(-0.121, -0.010, 0.038, 0.992);
19.13109;12.06412;3.861215;(0.019, 1.648, 0.522);(-0.122, -0.010, 0.036, 0.992);
19.15854;12.04028;4.168942;(0.019, 1.648, 0.522);(-0.124, -0.009, 0.035, 0.992);
19.18690;12.0605;4.543859;(0.019, 1.647, 0.522);(-0.126, -0.009, 0.034, 0.991);
19.21525;12.05522;5.077638;(0.019, 1.647, 0.521);(-0.128, -0.009, 0.035, 0.991);
19.24388;12.08346;5.653498;(0.019, 1.647, 0.521);(-0.131, -0.009, 0.035, 0.991);
19.27489;12.20002;6.185638;(0.019, 1.647, 0.520);(-0.132, -0.008, 0.034, 0.991);
19.30137;12.36815;6.592485;(0.019, 1.648, 0.520);(-0.134, -0.007, 0.033, 0.990);
19.32973;12.46649;6.883362;(0.020, 1.648, 0.519);(-0.134, -0.007, 0.031, 0.990);
19.36054;12.40624;7.019454;(0.020, 1.648, 0.519);(-0.135, -0.008, 0.029, 0.990);
19.40164;12.15971;7.054062;(0.020, 1.648, 0.520);(-0.134, -0.009, 0.027, 0.991);
