CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
53.82;totalGazeArea: 22.34;averageGazeArea1: 2.24;averageGazeArea3: 4.57;averageGazeArea5: 6.34;averageGazeArea10: 9.65;
1;(1.5, 0.0, 5.5);11.62;1;
2;(0.6, 0.0, 6.2);12.26;1;
3;(13.8, 0.0, 6.6);25.98;0;
