Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.02000;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.35333;7.814801;-43.03228;0.3092757;-2.86177;(-0.33, 1.63, 0.49);(2.86, 0.31, 0.50);Pattern 1 saccade;
0.44525;4.48996;-2.814623;0.307364;-2.867225;(-0.33, 1.63, 0.49);(2.87, 0.31, 0.50);No pattern saccade;
0.50247;4.487628;-2.820987;0.3031121;-2.865569;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.48);No pattern saccade;
0.54381;4.484057;-2.820264;0.3050772;-2.86723;(-0.33, 1.63, 0.49);(2.87, 0.31, 0.48);
0.57664;4.486219;-2.821984;0.304352;-2.868192;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.48);
0.61410;4.485577;-2.822953;0.3021753;-2.868411;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.48);
0.65982;4.483497;-2.823204;0.3004248;-2.867457;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.48);
0.69989;4.481375;-2.822099;0.302036;-2.866575;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.48);
0.74589;4.483369;-2.821235;0.299823;-2.86615;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.49);
0.78902;4.437931;-2.824127;1.091057;-2.804092;(-0.32, 1.63, 0.49);(2.80, 1.09, 0.52);
0.83139;5.269677;-2.756079;1.090593;-2.809806;(-0.32, 1.63, 0.49);(2.81, 1.09, 0.53);
0.87236;5.268374;-2.761527;1.088697;-2.810727;(-0.32, 1.63, 0.49);(2.81, 1.09, 0.52);
0.91527;5.266935;-2.762661;1.087826;-2.815987;(-0.32, 1.63, 0.49);(2.82, 1.09, 0.52);
0.96109;5.265773;-2.768016;1.087008;-2.818037;(-0.32, 1.63, 0.49);(2.82, 1.09, 0.52);
1.00559;5.265161;-2.770279;1.085627;-2.820398;(-0.32, 1.63, 0.49);(2.82, 1.09, 0.52);
1.05815;5.263669;-2.77264;1.085834;-2.823563;(-0.32, 1.63, 0.49);(2.82, 1.09, 0.51);
1.10071;5.263941;-2.775795;1.085369;-2.828523;(-0.32, 1.63, 0.49);(2.83, 1.09, 0.51);
1.14436;5.263579;-2.781036;1.083794;-2.829249;(-0.32, 1.63, 0.49);(2.83, 1.08, 0.51);
1.18531;5.261818;-2.781725;1.083688;-2.830806;(-0.32, 1.63, 0.49);(2.83, 1.08, 0.51);
1.21628;5.261728;-2.783377;1.08324;-2.832959;(-0.32, 1.63, 0.49);(2.83, 1.08, 0.51);
1.25720;5.261487;-2.785729;1.08157;-2.833941;(-0.32, 1.63, 0.49);(2.83, 1.08, 0.51);
1.28716;5.259683;-2.786602;1.083635;-2.836766;(-0.32, 1.63, 0.49);(2.84, 1.08, 0.51);
1.32924;5.261674;-2.789396;1.083491;-2.838639;(-0.32, 1.63, 0.49);(2.84, 1.08, 0.51);
1.37390;5.261601;-2.791386;1.081661;-2.840527;(-0.32, 1.63, 0.49);(2.84, 1.08, 0.51);
1.41460;5.259739;-2.793345;1.082593;-2.844046;(-0.32, 1.63, 0.49);(2.84, 1.08, 0.51);
1.46052;5.260693;-2.796922;1.082725;-2.847073;(-0.32, 1.63, 0.49);(2.85, 1.08, 0.51);
1.50090;5.261042;-2.800021;1.080904;-2.849739;(-0.32, 1.63, 0.49);(2.85, 1.08, 0.51);
1.54482;5.259022;-2.802619;1.081152;-2.852598;(-0.32, 1.63, 0.49);(2.85, 1.08, 0.51);
1.58625;5.259491;-2.805556;1.079316;-2.854525;(-0.32, 1.63, 0.49);(2.85, 1.08, 0.51);
1.63076;5.257554;-2.807485;1.079114;-2.854989;(-0.32, 1.63, 0.49);(2.85, 1.08, 0.51);
1.67709;5.257424;-2.807867;1.078741;-2.855882;(-0.32, 1.63, 0.49);(2.86, 1.08, 0.51);
1.71765;5.256817;-2.808632;1.07831;-2.856758;(-0.32, 1.63, 0.49);(2.86, 1.08, 0.51);
1.75659;5.256465;-2.80966;1.078141;-2.857266;(-0.32, 1.63, 0.49);(2.86, 1.08, 0.51);
1.79987;5.256346;-2.810132;1.07638;-2.859003;(-0.32, 1.63, 0.49);(2.86, 1.08, 0.51);
1.84332;5.254766;-2.812065;1.075586;-2.858516;(-0.32, 1.63, 0.49);(2.86, 1.08, 0.51);
1.88776;5.253685;-2.81132;1.07673;-2.859721;(-0.32, 1.63, 0.49);(2.86, 1.08, 0.51);
1.93024;5.255182;-2.812602;1.075296;-2.859937;(-0.32, 1.63, 0.49);(2.86, 1.08, 0.51);
1.98498;5.253681;-2.812582;1.075777;-2.860674;(-0.32, 1.63, 0.49);(2.86, 1.08, 0.51);
2.03111;5.253987;-2.813082;1.074079;-2.861099;(-0.32, 1.63, 0.49);(2.86, 1.07, 0.51);
2.07469;5.252149;-2.813643;1.07613;-2.860507;(-0.32, 1.63, 0.49);(2.86, 1.08, 0.51);
2.11867;5.254509;-2.813087;1.073691;-2.85922;(-0.32, 1.63, 0.49);(2.86, 1.07, 0.51);
2.16010;5.251944;-2.811638;1.072233;-2.859625;(-0.32, 1.63, 0.49);(2.86, 1.07, 0.51);
2.20367;5.250571;-2.812108;1.073792;-2.85921;(-0.32, 1.63, 0.49);(2.86, 1.07, 0.52);
2.24456;5.251823;-2.811508;1.075512;-2.857621;(-0.32, 1.63, 0.49);(2.86, 1.08, 0.52);
2.28815;5.253596;-2.809875;1.077075;-2.857806;(-0.32, 1.63, 0.49);(2.86, 1.08, 0.52);
2.33585;5.254922;-2.810047;1.077797;-2.858581;(-0.32, 1.63, 0.49);(2.86, 1.08, 0.51);
2.37130;5.256076;-2.811036;1.074147;-2.861088;(-0.32, 1.63, 0.49);(2.86, 1.07, 0.51);
2.41661;5.252014;-2.813555;1.076026;-2.865489;(-0.32, 1.63, 0.49);(2.87, 1.08, 0.51);
2.45820;5.254227;-2.818317;1.071803;-2.867884;(-0.32, 1.63, 0.49);(2.87, 1.07, 0.50);
2.48703;5.250082;-2.820863;1.069926;-2.872121;(-0.32, 1.63, 0.49);(2.87, 1.07, 0.50);
2.52991;5.248134;-2.825261;1.068578;-2.874302;(-0.32, 1.63, 0.49);(2.87, 1.07, 0.50);
2.57744;5.246675;-2.827497;1.069033;-2.877349;(-0.32, 1.63, 0.49);(2.88, 1.07, 0.50);
2.61654;5.247309;-2.830751;1.06604;-2.878604;(-0.32, 1.63, 0.49);(2.88, 1.07, 0.50);
2.66098;5.244084;-2.831818;1.068674;-2.885788;(-0.32, 1.63, 0.49);(2.89, 1.07, 0.50);
2.70313;5.247133;-2.839477;1.060218;-2.885347;(-0.32, 1.63, 0.49);(2.89, 1.06, 0.49);
2.74402;5.238604;-2.839261;1.060286;-2.88602;(-0.32, 1.63, 0.49);(2.89, 1.06, 0.49);
2.77518;5.238096;-2.839886;1.066101;-2.885225;(-0.32, 1.63, 0.49);(2.89, 1.07, 0.49);
2.81397;5.244814;-2.839235;1.056337;-2.884126;(-0.32, 1.63, 0.49);(2.88, 1.06, 0.49);
2.84456;5.234094;-2.838112;1.068629;-2.885141;(-0.32, 1.63, 0.49);(2.89, 1.07, 0.49);
2.88715;5.247045;-2.838918;1.062051;-2.886527;(-0.32, 1.63, 0.49);(2.89, 1.06, 0.49);
2.93033;5.240578;-2.840594;1.061241;-2.886333;(-0.32, 1.63, 0.49);(2.89, 1.06, 0.49);
2.97347;5.239295;-2.840107;1.065043;-2.887324;(-0.32, 1.63, 0.49);(2.89, 1.07, 0.49);
3.02359;5.243712;-2.841147;1.058095;-2.887169;(-0.32, 1.63, 0.49);(2.89, 1.06, 0.49);
3.07530;5.235853;-2.840916;1.06688;-2.887949;(-0.32, 1.63, 0.49);(2.89, 1.07, 0.49);
3.11613;5.245636;-2.841856;1.05768;-2.886045;(-0.32, 1.63, 0.49);(2.89, 1.06, 0.49);
3.16246;5.235645;-2.839868;1.061924;-2.885744;(-0.32, 1.63, 0.49);(2.89, 1.06, 0.49);
3.20168;5.241042;-2.839686;1.052796;-2.884655;(-0.32, 1.63, 0.49);(2.88, 1.05, 0.50);
3.23406;5.230523;-2.838306;1.06209;-2.88212;(-0.32, 1.63, 0.49);(2.88, 1.06, 0.50);
3.27166;5.240841;-2.835763;1.05509;-2.880177;(-0.32, 1.63, 0.49);(2.88, 1.06, 0.50);
3.30069;5.233033;-2.833699;1.062593;-2.878567;(-0.32, 1.63, 0.49);(2.88, 1.06, 0.50);
3.33135;5.240822;-2.831887;1.062347;-2.878743;(-0.32, 1.63, 0.49);(2.88, 1.06, 0.50);
3.37795;5.241005;-2.832105;1.057539;-2.878827;(-0.32, 1.63, 0.49);(2.88, 1.06, 0.50);
3.41772;5.235275;-2.83213;1.065778;-2.877296;(-0.32, 1.63, 0.49);(2.88, 1.07, 0.50);
3.46072;5.244436;-2.830557;1.059115;-2.877789;(-0.32, 1.63, 0.49);(2.88, 1.06, 0.50);
3.50111;5.237075;-2.831046;1.06521;-2.877515;(-0.32, 1.63, 0.49);(2.88, 1.07, 0.50);
3.54484;5.243676;-2.830562;1.061367;-2.880179;(-0.32, 1.63, 0.49);(2.88, 1.06, 0.50);
3.58481;5.239799;-2.833434;1.06077;-2.878939;(-0.32, 1.63, 0.49);(2.88, 1.06, 0.51);
3.61504;5.239023;-2.831847;1.059811;-2.881107;(-0.32, 1.63, 0.49);(2.88, 1.06, 0.50);
3.65952;5.238299;-2.834138;1.057849;-2.88216;(-0.32, 1.63, 0.49);(2.88, 1.06, 0.51);
3.70284;5.235853;-2.835148;1.06164;-2.881832;(-0.32, 1.63, 0.49);(2.88, 1.06, 0.51);
3.74343;5.240256;-2.834761;1.056997;-2.883442;(-0.32, 1.63, 0.49);(2.88, 1.06, 0.51);
3.77172;5.235156;-2.83624;1.057934;-2.885499;(-0.32, 1.63, 0.49);(2.89, 1.06, 0.51);
3.80010;5.236056;-2.838433;1.058667;-2.88656;(-0.32, 1.63, 0.49);(2.89, 1.06, 0.50);
3.82888;5.237095;-2.839665;1.057087;-2.886433;(-0.32, 1.63, 0.49);(2.89, 1.06, 0.51);
3.85648;5.235226;-2.839375;1.058242;-2.888067;(-0.32, 1.63, 0.49);(2.89, 1.06, 0.50);
3.88589;5.236572;-2.841072;1.055951;-2.889853;(-0.32, 1.63, 0.49);(2.89, 1.06, 0.50);
3.91715;5.234526;-2.843047;1.053812;-2.889481;(-0.32, 1.63, 0.49);(2.89, 1.05, 0.51);
3.97406;5.232037;-2.842437;1.054604;-2.890063;(-0.32, 1.63, 0.49);(2.89, 1.05, 0.51);
4.01815;5.232904;-2.843081;1.055206;-2.889788;(-0.32, 1.63, 0.49);(2.89, 1.06, 0.51);
4.07321;5.233723;-2.842761;1.056044;-2.889356;(-0.32, 1.63, 0.49);(2.89, 1.06, 0.51);
4.11395;5.234632;-2.842126;1.051613;-2.886906;(-0.32, 1.63, 0.49);(2.89, 1.05, 0.51);
4.15177;5.229853;-2.839656;1.052171;-2.883465;(-0.32, 1.63, 0.49);(2.88, 1.05, 0.51);
4.18753;5.230488;-2.836197;1.050516;-2.880756;(-0.32, 1.63, 0.49);(2.88, 1.05, 0.51);
4.22947;5.228942;-2.833527;1.050666;-2.87833;(-0.32, 1.63, 0.49);(2.88, 1.05, 0.51);
4.25824;5.229168;-2.830884;1.049109;-2.876845;(-0.32, 1.63, 0.49);(2.88, 1.05, 0.51);
4.29967;5.227431;-2.829242;1.051165;-2.875705;(-0.32, 1.63, 0.49);(2.88, 1.05, 0.52);
4.33135;5.229403;-2.827957;1.051087;-2.874258;(-0.32, 1.63, 0.49);(2.87, 1.05, 0.52);
4.37551;5.229522;-2.826506;1.051053;-2.873696;(-0.32, 1.63, 0.49);(2.87, 1.05, 0.52);
4.41610;5.229469;-2.825755;1.05186;-2.873654;(-0.32, 1.63, 0.49);(2.87, 1.05, 0.52);
4.46273;5.230155;-2.825502;1.053128;-2.873833;(-0.32, 1.63, 0.49);(2.87, 1.05, 0.52);
4.50469;5.231377;-2.825561;1.053947;-2.87458;(-0.32, 1.63, 0.49);(2.87, 1.05, 0.52);
4.54693;5.232162;-2.82632;1.053103;-2.874413;(-0.32, 1.63, 0.49);(2.87, 1.05, 0.52);
4.59398;5.231306;-2.826338;1.052489;-2.872898;(-0.32, 1.63, 0.49);(2.87, 1.05, 0.52);
4.63386;5.230721;-2.824825;1.050972;-2.873275;(-0.32, 1.63, 0.49);(2.87, 1.05, 0.52);
4.67700;5.229264;-2.825237;1.048934;-2.875645;(-0.32, 1.63, 0.49);(2.88, 1.05, 0.52);
4.72000;5.226771;-2.827887;1.052333;-2.875106;(-0.32, 1.63, 0.49);(2.88, 1.05, 0.51);
4.76301;5.230311;-2.827545;1.051686;-2.876148;(-0.32, 1.63, 0.49);(2.88, 1.05, 0.51);
4.80900;5.22992;-2.828981;1.049971;-2.876806;(-0.32, 1.63, 0.49);(2.88, 1.05, 0.51);
4.85375;5.228145;-2.82986;1.049531;-2.876309;(-0.32, 1.63, 0.49);(2.88, 1.05, 0.50);
