CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
39.16;totalGazeArea: 23.55;averageGazeArea1: 2.58;averageGazeArea3: 5.66;averageGazeArea5: 8.07;averageGazeArea10: 12.09;
1;(16.1, 0.0, 23.9);21.82;0;
2;(17.3, 0.0, 24.0);23.4;2;
