CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
44.94;totalGazeArea: 21.81;averageGazeArea1: 2.18;averageGazeArea3: 4.45;averageGazeArea5: 6.02;averageGazeArea10: 9.03;
