CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
56.88;totalGazeArea: 23.13;averageGazeArea1: 2.39;averageGazeArea3: 4.74;averageGazeArea5: 6.44;averageGazeArea10: 9.80;
1;(3.9, 0.0, 6.8);7.42;0;
2;(20.7, 0.0, 16.8);41.28;0;
