CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
59.32;totalGazeArea: 18.83;averageGazeArea1: 2.43;averageGazeArea3: 5.30;averageGazeArea5: 7.13;averageGazeArea10: 9.60;
1;(3.5, 0.0, 6.9);9.82;0;
