CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
61.26;totalGazeArea: 17.71;averageGazeArea1: 1.60;averageGazeArea3: 3.34;averageGazeArea5: 4.65;averageGazeArea10: 7.06;
1;(6.0, 0.0, 6.2);14.14;0;
2;(23.5, 0.0, 14.8);31.08;0;
