CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
82.88;totalGazeArea: 29.28;averageGazeArea1: 2.37;averageGazeArea3: 4.93;averageGazeArea5: 6.89;averageGazeArea10: 10.79;
1;(-3.9, 0.0, 6.0);33.44;0;
2;(-13.9, 0.0, 10.4);47;0;
3;(-13.0, 0.0, 33.7);78.64;0;
