CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
45.24;totalGazeArea: 17.28;averageGazeArea1: 1.61;averageGazeArea3: 3.51;averageGazeArea5: 4.74;averageGazeArea10: 6.74;
1;(21.3, 0.0, 3.9);30.74;0;
2;(36.3, 0.0, 4.1);42.7;0;
