Time;CollisionNumber;CollisionPosition;CollisionTime;CollisionType;
34.38;1;(-1.8, 0.0, 7.2);3.24;0;
34.38;2;(-1.8, 0.0, 7.3);3.92;0;
34.38;3;(1.0, 0.0, 14.0);8.96;0;
34.38;4;(1.4, 0.0, 14.0);9.62;0;
34.38;5;(1.8, 0.0, 14.1);10.3;0;
34.38;6;(2.1, 0.0, 14.0);10.92;0;
34.38;7;(2.5, 0.0, 14.0);11.58;0;
34.38;8;(2.9, 0.0, 14.0);12.24;0;
34.38;9;(3.2, 0.0, 14.1);12.92;0;
34.38;10;(5.0, 0.0, 14.4);13.32;0;
