CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
155.79;totalGazeArea: 14.90;averageGazeArea1: 0.00;averageGazeArea3: 0.00;averageGazeArea5: 0.00;averageGazeArea10: 0.00;
