Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.02000;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.35333;7.072018;-44.8432;-0.4113464;-2.825253;(-0.29, 1.68, 0.55);(2.83, 359.59, 0.49);Pattern 1 saccade;
0.50449;4.995759;-14.94559;70.41953;12.21408;(-0.21, 1.70, 0.47);(347.79, 70.42, 6.01);No pattern saccade;
0.57297;80.11399;0.8808781;-10.88452;11.23105;(-0.32, 1.70, 0.51);(348.77, 349.12, 3.82);No pattern saccade;
0.64025;-2.598894;-0.4013618;-11.09305;11.7395;(-0.32, 1.70, 0.51);(348.26, 348.91, 3.91);Pattern 1 saccade;
0.71267;-2.790323;0.1326115;-11.12936;11.7731;(-0.32, 1.70, 0.51);(348.23, 348.87, 4.01);Pattern 1 saccade;
0.76947;-2.82702;0.1882991;-10.58987;11.61539;(-0.32, 1.70, 0.51);(348.38, 349.41, 4.10);
0.79824;-2.267329;0.03638419;-10.21527;11.65701;(-0.32, 1.70, 0.51);(348.34, 349.78, 4.17);
0.83528;-1.873786;0.08624478;-10.11209;11.72766;(-0.32, 1.70, 0.51);(348.27, 349.89, 4.16);
0.87003;-1.773693;0.1542472;-10.04361;11.80804;(-0.32, 1.70, 0.51);(348.19, 349.96, 4.12);
0.89771;-1.711856;0.227742;-10.05206;11.87991;(-0.32, 1.70, 0.51);(348.12, 349.95, 4.06);
0.92450;-1.728062;0.2927437;-10.08844;11.90842;(-0.32, 1.70, 0.51);(348.09, 349.91, 4.03);
0.95523;-1.770285;0.3181718;-10.07471;11.90753;(-0.32, 1.70, 0.51);(348.09, 349.93, 4.02);
1.00307;-1.757014;0.3180839;-9.990021;11.8678;(-0.32, 1.70, 0.51);(348.13, 350.01, 4.06);
1.06557;-1.666636;0.2852352;-9.85495;11.80939;(-0.32, 1.70, 0.51);(348.19, 350.15, 4.10);
1.11215;-1.534813;0.2261045;-9.7117;11.88275;(-0.32, 1.70, 0.51);(348.12, 350.29, 4.01);
1.14117;-1.397612;0.2867954;-9.679565;11.97601;(-0.32, 1.70, 0.51);(348.02, 350.32, 4.03);
1.16934;-1.362571;0.3854158;-9.58551;11.95392;(-0.32, 1.70, 0.51);(348.05, 350.41, 4.06);
1.19978;-1.263234;0.3682056;-9.491425;11.93625;(-0.32, 1.70, 0.51);(348.06, 350.51, 4.07);
1.22968;-1.168054;0.3511297;-9.440369;11.94574;(-0.31, 1.70, 0.51);(348.05, 350.56, 4.05);
1.28341;-1.120553;0.3565025;-9.463348;11.96432;(-0.31, 1.70, 0.51);(348.04, 350.54, 4.01);
1.31303;-1.160915;0.3636096;-9.617432;12.0932;(-0.31, 1.70, 0.51);(347.91, 350.38, 3.78);
1.34019;-1.402338;0.45602;-9.080139;12.27463;(-0.31, 1.70, 0.51);(347.73, 350.92, 3.33);
1.37020;-0.9557904;0.5855321;-7.802124;12.1929;(-0.31, 1.70, 0.51);(347.81, 352.20, 3.25);
1.41225;0.295845;0.5056934;-5.917114;11.82605;(-0.31, 1.70, 0.51);(348.17, 354.08, 3.35);
1.43916;2.142308;0.1674794;-2.698334;11.17499;(-0.30, 1.70, 0.51);(348.83, 357.30, 3.39);
1.48407;5.389029;-0.4878743;-0.9845581;10.85825;(-0.30, 1.70, 0.51);(349.14, 359.02, 3.00);
1.51780;7.019081;-0.8588936;0.400331;10.62653;(-0.30, 1.70, 0.51);(349.37, 0.40, 2.42);Pattern 1 saccade;
1.55757;8.251542;-1.171975;2.636874;10.49466;(-0.29, 1.70, 0.51);(349.51, 2.64, 1.90);
1.59014;10.39902;-1.373294;5.370461;10.40482;(-0.29, 1.70, 0.51);(349.60, 5.37, 2.00);
1.63850;13.21167;-1.449306;6.887145;10.3418;(-0.29, 1.70, 0.51);(349.66, 6.89, 2.34);Pattern 1 saccade;
1.67643;14.77203;-1.465892;8.883832;10.2579;(-0.28, 1.70, 0.51);(349.74, 8.88, 2.64);Pattern 1 saccade;
1.72930;16.80119;-1.509392;10.79998;10.17365;(-0.28, 1.70, 0.51);(349.83, 10.80, 2.54);
1.77791;18.7291;-1.592965;12.22833;9.743256;(-0.28, 1.70, 0.52);(350.26, 12.23, 2.70);Pattern 1 saccade;
1.81793;20.26662;-1.97827;12.65578;8.894135;(-0.28, 1.70, 0.52);(351.11, 12.66, 3.45);
1.86198;20.82802;-2.733622;12.09362;8.489197;(-0.28, 1.70, 0.52);(351.51, 12.09, 3.48);
1.90377;20.26678;-3.141025;10.97212;8.324249;(-0.28, 1.70, 0.52);(351.68, 10.97, 3.16);
1.95855;19.13017;-3.352488;9.074777;8.29837;(-0.28, 1.70, 0.52);(351.70, 9.07, 3.12);
2.00279;17.25071;-3.390724;6.986009;8.490143;(-0.29, 1.70, 0.52);(351.51, 6.99, 3.25);
2.05881;15.22972;-3.196693;3.546802;9.052094;(-0.29, 1.70, 0.52);(350.95, 3.55, 3.09);
2.10693;11.75033;-2.689413;-0.9117432;10.26138;(-0.30, 1.70, 0.51);(349.74, 359.09, 2.17);Pattern 1 saccade;
2.15570;7.060118;-1.632322;-4.236511;11.85602;(-0.30, 1.70, 0.51);(348.14, 355.76, 1.24);Pattern 1 saccade;
2.19117;3.514788;-0.2004888;-6.827148;14.09567;(-0.30, 1.71, 0.50);(345.90, 353.17, 0.37);Pattern 1 saccade;
2.23974;0.7614126;1.881268;-8.934265;17.07394;(-0.30, 1.71, 0.49);(342.93, 351.07, 0.14);No pattern saccade;
2.27946;-1.345917;4.788251;-10.43277;20.50323;(-0.30, 1.71, 0.48);(339.50, 349.57, 0.68);No pattern saccade;
2.32016;-2.64899;8.244468;-11.84778;24.27292;(-0.30, 1.72, 0.47);(335.73, 348.15, 1.57);No pattern saccade;
2.36849;-3.718075;12.09785;-13.07266;27.86755;(-0.31, 1.72, 0.46);(332.13, 346.93, 2.70);No pattern saccade;
2.40601;-4.449022;15.82605;-14.47952;30.6955;(-0.31, 1.72, 0.45);(329.30, 345.52, 4.22);No pattern saccade;
2.44690;-5.208535;18.8625;-17.11288;32.30307;(-0.31, 1.72, 0.44);(327.70, 342.89, 6.34);No pattern saccade;
2.48936;-7.103901;20.77063;-20.76767;32.80313;(-0.32, 1.72, 0.43);(327.20, 339.23, 7.94);No pattern saccade;
2.53075;-10.20035;21.50012;-24.39673;32.81177;(-0.32, 1.72, 0.43);(327.19, 335.60, 8.07);No pattern saccade;
2.58318;-13.5815;21.531;-28.18378;32.64713;(-0.32, 1.72, 0.43);(327.35, 331.82, 7.42);Pattern 1 saccade;
2.61638;-17.25094;21.27659;-31.95004;32.51822;(-0.32, 1.72, 0.43);(327.48, 328.05, 6.74);Pattern 1 saccade;
2.66455;-20.92425;21.05837;-34.3985;32.42911;(-0.31, 1.72, 0.43);(327.57, 325.60, 5.85);Pattern 1 saccade;
2.70231;-23.45331;20.84583;-34.44604;32.59332;(-0.31, 1.72, 0.43);(327.41, 325.55, 4.49);Pattern 1 saccade;
2.75042;-23.848;20.82403;-32.09839;32.95325;(-0.31, 1.72, 0.44);(327.05, 327.90, 2.26);Pattern 1 saccade;
2.80107;-22.14301;20.90448;-27.91031;33.15634;(-0.30, 1.72, 0.44);(326.84, 332.09, 359.77);
2.83489;-18.76396;20.85127;-22.26608;32.18417;(-0.29, 1.72, 0.45);(327.82, 337.73, 357.89);
2.87591;-13.95913;19.74169;-16.27975;29.3587;(-0.29, 1.72, 0.45);(330.64, 343.72, 357.90);Pattern 1 saccade;
2.91846;-8.521205;16.99297;-9.906342;25.31604;(-0.30, 1.72, 0.47);(334.68, 350.09, 359.28);Pattern 1 saccade;
2.95841;-2.369818;13.15232;-2.701813;21.20862;(-0.29, 1.71, 0.48);(338.79, 357.30, 0.67);No pattern saccade;
3.01144;4.84785;9.230505;3.977944;17.61444;(-0.29, 1.71, 0.49);(342.39, 3.98, 1.75);No pattern saccade;
3.05919;11.70239;5.792012;9.999571;14.41901;(-0.28, 1.71, 0.50);(345.58, 10.00, 3.15);No pattern saccade;
3.10490;18.03915;2.841648;16.13875;10.69064;(-0.28, 1.70, 0.51);(349.31, 16.14, 5.45);No pattern saccade;
3.14552;24.73404;-0.568047;18.82061;8.063904;(-0.28, 1.70, 0.52);(351.94, 18.82, 7.41);No pattern saccade;
3.19338;27.84295;-2.879034;19.26618;5.727814;(-0.28, 1.69, 0.53);(354.27, 19.27, 9.25);No pattern saccade;
3.23810;28.64024;-4.892809;17.83482;3.354736;(-0.28, 1.69, 0.54);(356.65, 17.83, 10.64);No pattern saccade;
3.27385;27.43753;-6.980604;14.92698;0.4133606;(-0.29, 1.68, 0.55);(359.59, 14.93, 11.26);No pattern saccade;
3.32045;24.57109;-9.790433;10.9345;-2.164788;(-0.29, 1.67, 0.55);(2.16, 10.93, 11.13);No pattern saccade;
3.35917;20.50107;-12.40512;6.026222;-3.624883;(-0.30, 1.67, 0.55);(3.62, 6.03, 9.96);No pattern saccade;
3.40097;15.43267;-14.10968;1.117714;-3.454269;(-0.31, 1.67, 0.55);(3.45, 1.12, 8.41);No pattern saccade;
3.44726;10.34501;-14.26037;-3.292633;-1.750609;(-0.32, 1.68, 0.55);(1.75, 356.71, 6.82);No pattern saccade;
3.48364;5.727415;-12.87232;-6.89389;0.9989319;(-0.32, 1.68, 0.54);(359.00, 353.11, 5.71);Pattern 1 saccade;
3.51529;1.949796;-10.32578;-9.868256;3.74115;(-0.32, 1.69, 0.53);(356.26, 350.13, 5.22);Pattern 1 saccade;
3.55378;-1.165499;-7.655077;-11.79684;5.53772;(-0.32, 1.69, 0.52);(354.46, 348.20, 5.01);No pattern saccade;
3.58578;-3.14703;-5.916969;-14.08707;7.523804;(-0.33, 1.70, 0.52);(352.48, 345.91, 4.88);No pattern saccade;
3.62594;-5.525996;-3.923875;-15.21344;8.220093;(-0.33, 1.70, 0.51);(351.78, 344.79, 4.77);No pattern saccade;
3.67428;-6.685937;-3.226296;-16.26471;8.2771;(-0.33, 1.70, 0.51);(351.72, 343.74, 4.54);No pattern saccade;
3.81798;-7.795175;-3.184821;-16.5914;7.870453;(-0.33, 1.70, 0.51);(352.13, 343.41, 4.48);
3.85770;-8.234102;-3.574321;-13.63464;6.977539;(-0.33, 1.69, 0.52);(353.02, 346.37, 4.93);
3.92754;-5.137975;-4.462451;-12.62253;7.790833;(-0.32, 1.70, 0.52);(352.21, 347.38, 5.01);
3.96893;-4.135249;-3.640411;-11.44998;8.44574;(-0.32, 1.70, 0.52);(351.55, 348.55, 5.06);Pattern 1 saccade;
3.99842;-2.978094;-2.956082;-9.556061;8.39682;(-0.32, 1.70, 0.52);(351.60, 350.44, 5.25);
4.02820;-1.00497;-2.966408;-9.04306;8.046997;(-0.32, 1.70, 0.52);(351.95, 350.96, 5.19);
4.07257;-0.5125898;-3.32191;-8.485138;7.709473;(-0.32, 1.70, 0.52);(352.29, 351.51, 4.99);
4.12086;-0.007178511;-3.690928;-7.81015;7.48822;(-0.32, 1.70, 0.52);(352.51, 352.19, 4.67);
4.16849;0.6296945;-3.968062;-7.519073;7.572021;(-0.31, 1.70, 0.52);(352.43, 352.48, 4.52);
4.20012;0.8999852;-3.919759;-7.326172;8.014679;(-0.31, 1.70, 0.52);(351.99, 352.67, 4.52);
4.24100;1.097092;-3.470754;-7.290924;8.161713;(-0.31, 1.70, 0.52);(351.84, 352.71, 4.51);
4.28371;1.135684;-3.318278;-7.323486;8.114288;(-0.31, 1.70, 0.52);(351.89, 352.68, 4.52);
4.32434;1.116874;-3.353805;-7.535278;7.814697;(-0.31, 1.70, 0.52);(352.19, 352.46, 4.54);
4.35671;0.9111423;-3.650985;-7.761597;7.627808;(-0.32, 1.70, 0.52);(352.37, 352.24, 4.54);
4.40032;0.6899931;-3.840776;-8.114685;7.548096;(-0.32, 1.70, 0.52);(352.45, 351.89, 4.52);
4.43937;0.340749;-3.93083;-8.516205;7.692657;(-0.32, 1.70, 0.52);(352.31, 351.48, 4.59);
4.47053;-0.04348227;-3.782259;-8.939758;7.960999;(-0.32, 1.70, 0.52);(352.04, 351.06, 4.72);
4.49951;-0.4499947;-3.493548;-9.208618;8.128265;(-0.32, 1.70, 0.52);(351.87, 350.79, 4.82);
4.55413;-0.6988247;-3.309853;-9.486176;8.210022;(-0.32, 1.70, 0.52);(351.79, 350.51, 4.92);
4.58431;-0.9476444;-3.209783;-9.984558;8.172546;(-0.32, 1.70, 0.52);(351.83, 350.02, 5.00);
4.61237;-1.436396;-3.232934;-10.45282;8.064484;(-0.32, 1.70, 0.52);(351.94, 349.55, 4.97);
4.64067;-1.916895;-3.343626;-10.6665;7.951324;(-0.32, 1.70, 0.52);(352.05, 349.33, 4.97);
4.66898;-2.134754;-3.457129;-10.79047;7.865662;(-0.32, 1.70, 0.52);(352.13, 349.21, 4.95);
4.69874;-2.265051;-3.546401;-10.84177;7.806458;(-0.32, 1.70, 0.52);(352.19, 349.16, 4.93);
4.72633;-2.317673;-3.604717;-10.88232;7.678375;(-0.32, 1.70, 0.52);(352.32, 349.12, 4.93);
4.76539;-2.360407;-3.731362;-10.90591;7.532288;(-0.32, 1.70, 0.52);(352.47, 349.09, 4.88);
4.79873;-2.400368;-3.88313;-10.80975;7.389191;(-0.32, 1.69, 0.52);(352.61, 349.19, 4.78);
4.82602;-2.327682;-4.040126;-10.66956;7.237061;(-0.32, 1.69, 0.52);(352.76, 349.33, 4.63);
4.85706;-2.208524;-4.21659;-10.59885;7.224182;(-0.32, 1.69, 0.52);(352.78, 349.40, 4.54);
4.90005;-2.158617;-4.244044;-10.42841;7.254761;(-0.32, 1.69, 0.52);(352.75, 349.57, 4.48);
4.94010;-2.00391;-4.225406;-10.18344;7.348175;(-0.32, 1.69, 0.52);(352.65, 349.82, 4.44);
4.98041;-1.767464;-4.134024;-9.900024;7.332306;(-0.32, 1.69, 0.52);(352.67, 350.10, 4.43);
5.01457;-1.484691;-4.149485;-9.734741;7.255127;(-0.32, 1.69, 0.52);(352.74, 350.27, 4.37);
5.07208;-1.34388;-4.231321;-9.490601;7.078247;(-0.32, 1.69, 0.52);(352.92, 350.51, 4.15);
5.11199;-1.149106;-4.439219;-9.203644;6.922211;(-0.32, 1.69, 0.52);(353.08, 350.80, 3.85);
5.14058;-0.9104445;-4.641613;-8.989685;6.914093;(-0.32, 1.69, 0.52);(353.09, 351.01, 3.68);
5.19514;-0.7277065;-4.677859;-8.764069;6.984283;(-0.31, 1.69, 0.52);(353.02, 351.24, 3.59);
5.23110;-0.5162061;-4.618896;-8.418976;7.038666;(-0.31, 1.69, 0.52);(352.96, 351.58, 3.65);
5.27189;-0.1605085;-4.553259;-8.127686;6.995483;(-0.31, 1.69, 0.52);(353.00, 351.87, 3.68);
5.31400;0.1269808;-4.589764;-7.774994;6.880524;(-0.31, 1.69, 0.52);(353.12, 352.23, 3.61);
5.34047;0.4687221;-4.712918;-7.511475;6.755493;(-0.31, 1.69, 0.52);(353.24, 352.49, 3.52);
5.38056;0.7259038;-4.851876;-7.410583;6.715454;(-0.31, 1.69, 0.52);(353.28, 352.59, 3.50);
5.41280;0.829505;-4.895854;-7.404541;6.702637;(-0.31, 1.69, 0.52);(353.30, 352.60, 3.53);
5.43993;0.8406349;-4.905629;-7.470947;6.720245;(-0.31, 1.69, 0.52);(353.28, 352.53, 3.50);
5.47003;0.7633392;-4.893956;-7.540253;6.766968;(-0.31, 1.69, 0.52);(353.23, 352.46, 3.40);
5.49737;0.6757988;-4.86177;-7.60321;6.808105;(-0.31, 1.69, 0.52);(353.19, 352.40, 3.33);
5.52556;0.6051978;-4.82895;-7.651978;6.832733;(-0.31, 1.69, 0.52);(353.17, 352.35, 3.35);
5.55558;0.5617551;-4.801242;-7.683777;6.850098;(-0.31, 1.69, 0.52);(353.15, 352.32, 3.40);
5.59007;0.5372218;-4.775986;-7.666046;6.837891;(-0.31, 1.69, 0.52);(353.16, 352.33, 3.44);
5.62599;0.5621542;-4.783146;-7.651672;6.845642;(-0.31, 1.69, 0.52);(353.15, 352.35, 3.47);
5.65406;0.5845661;-4.770584;-7.67572;6.826111;(-0.31, 1.69, 0.52);(353.17, 352.32, 3.51);
5.68306;0.5679826;-4.783576;-7.693329;6.790314;(-0.31, 1.69, 0.52);(353.21, 352.31, 3.54);
5.71282;0.5552165;-4.81504;-7.683777;6.753815;(-0.31, 1.69, 0.52);(353.25, 352.32, 3.57);
5.74002;0.5708488;-4.84803;-7.676727;6.737549;(-0.31, 1.69, 0.52);(353.26, 352.32, 3.60);
5.76851;0.5843107;-4.861394;-7.688538;6.764404;(-0.31, 1.69, 0.52);(353.24, 352.31, 3.62);
5.80593;0.5760511;-4.831196;-7.667511;6.790161;(-0.31, 1.69, 0.52);(353.21, 352.33, 3.65);
5.84020;0.6026781;-4.8012;-7.640594;6.808441;(-0.31, 1.69, 0.52);(353.19, 352.36, 3.69);
5.87100;0.6379904;-4.778851;-7.637482;6.845673;(-0.31, 1.69, 0.52);(353.15, 352.36, 3.73);
5.90036;0.6469377;-4.734558;-7.661194;6.862091;(-0.31, 1.69, 0.52);(353.14, 352.34, 3.71);
5.92536;0.6169001;-4.721435;-7.672607;6.872192;(-0.31, 1.69, 0.52);(353.13, 352.33, 3.67);
5.95317;0.5988117;-4.716354;-7.659698;6.864716;(-0.31, 1.69, 0.52);(353.14, 352.34, 3.67);
5.98259;0.6134692;-4.724195;-7.640167;6.854736;(-0.31, 1.69, 0.52);(353.15, 352.36, 3.71);
6.02393;0.640446;-4.728076;-7.587006;6.838867;(-0.31, 1.69, 0.52);(353.16, 352.41, 3.76);
6.07024;0.7005605;-4.736189;-7.475708;6.820099;(-0.31, 1.69, 0.52);(353.18, 352.52, 3.80);
6.11072;0.8163419;-4.749545;-7.312256;6.804443;(-0.31, 1.69, 0.52);(353.20, 352.69, 3.83);
6.13892;0.99029;-4.760806;-7.250244;6.800446;(-0.31, 1.69, 0.52);(353.20, 352.75, 3.86);
6.16809;1.060401;-4.761007;-7.26474;6.829346;(-0.31, 1.69, 0.52);(353.17, 352.74, 3.87);
6.19829;1.044769;-4.731765;-7.273315;6.866058;(-0.31, 1.69, 0.52);(353.13, 352.73, 3.85);
6.23543;1.030689;-4.698796;-7.27005;6.904297;(-0.31, 1.69, 0.52);(353.10, 352.73, 3.83);
6.27078;1.033059;-4.663821;-7.302582;6.934967;(-0.31, 1.69, 0.52);(353.07, 352.70, 3.84);
6.29700;1.008121;-4.630669;-7.373749;6.955811;(-0.31, 1.69, 0.52);(353.04, 352.63, 3.90);
6.32518;0.9414724;-4.602521;-7.406403;6.988312;(-0.31, 1.69, 0.52);(353.01, 352.59, 3.88);
6.35560;0.9034331;-4.573206;-7.441803;7.012573;(-0.31, 1.69, 0.52);(352.99, 352.56, 3.84);
6.38645;0.86464;-4.553771;-7.501953;7.021942;(-0.31, 1.69, 0.52);(352.98, 352.50, 3.85);
6.42608;0.8076857;-4.543308;-7.574768;7.029175;(-0.31, 1.69, 0.52);(352.97, 352.43, 3.87);
6.46169;0.7362157;-4.532858;-7.569458;7.032928;(-0.31, 1.69, 0.52);(352.97, 352.43, 3.89);
6.49780;0.7453753;-4.525841;-7.549072;7.039917;(-0.31, 1.69, 0.52);(352.96, 352.45, 3.92);
6.52728;0.7699623;-4.514132;-7.504272;7.004028;(-0.31, 1.69, 0.52);(353.00, 352.50, 3.95);
6.56804;0.8187404;-4.54647;-7.467743;7.000916;(-0.31, 1.69, 0.52);(353.00, 352.53, 3.94);
6.59753;0.8530636;-4.551153;-7.410187;7.007324;(-0.31, 1.69, 0.52);(352.99, 352.59, 3.94);
6.62597;0.9113767;-4.544659;-7.37326;7.01712;(-0.31, 1.69, 0.52);(352.98, 352.63, 3.94);
6.65547;0.9457024;-4.536448;-7.313538;7.058594;(-0.31, 1.69, 0.52);(352.94, 352.69, 3.93);
6.69188;1.003284;-4.496127;-7.238098;7.074677;(-0.31, 1.69, 0.52);(352.93, 352.76, 3.94);
6.72771;1.082502;-4.4775;-7.197052;7.062378;(-0.31, 1.69, 0.52);(352.94, 352.80, 3.95);
6.77048;1.121779;-4.485664;-7.049866;7.001831;(-0.31, 1.69, 0.52);(353.00, 352.95, 3.96);
6.81182;1.268073;-4.546551;-6.915161;6.986267;(-0.31, 1.69, 0.52);(353.01, 353.08, 3.93);
6.83878;1.399742;-4.568263;-6.849548;7.031677;(-0.31, 1.69, 0.52);(352.97, 353.15, 3.91);
6.86878;1.464815;-4.526861;-6.853058;7.095215;(-0.31, 1.69, 0.52);(352.90, 353.15, 3.91);
6.90419;1.461902;-4.463659;-6.856537;7.157318;(-0.31, 1.69, 0.52);(352.84, 353.14, 3.93);
6.93897;1.460581;-4.398923;-6.840729;7.193176;(-0.31, 1.69, 0.52);(352.81, 353.16, 3.95);
6.96820;1.480303;-4.359705;-6.87262;7.200653;(-0.31, 1.69, 0.52);(352.80, 353.13, 3.94);
