Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
6.99752;1.447671;-4.351605;-6.924774;7.160278;(-0.31, 1.69, 0.52);(352.84, 353.08, 3.92);
7.02544;1.393215;-4.392978;-6.977875;7.095276;(-0.31, 1.69, 0.52);(352.90, 353.02, 3.91);
7.06949;1.33938;-4.459017;-7.023438;7.021515;(-0.31, 1.69, 0.52);(352.98, 352.98, 3.92);
7.10499;1.29668;-4.531126;-7.076202;6.95816;(-0.31, 1.69, 0.52);(353.04, 352.92, 3.92);
7.13826;1.244759;-4.595563;-7.090546;6.964874;(-0.31, 1.69, 0.52);(353.04, 352.91, 3.95);
7.17010;1.237305;-4.587842;-7.203674;7.021698;(-0.31, 1.69, 0.52);(352.98, 352.80, 3.95);
7.21516;1.117885;-4.530686;-7.229523;7.058716;(-0.31, 1.69, 0.52);(352.94, 352.77, 3.91);
7.25329;1.085395;-4.499056;-7.237152;7.071594;(-0.31, 1.69, 0.52);(352.93, 352.76, 3.90);
7.28535;1.081806;-4.482482;-7.221069;6.98877;(-0.31, 1.69, 0.52);(353.01, 352.78, 3.97);
7.32370;1.102054;-4.556866;-7.140747;6.941162;(-0.31, 1.69, 0.52);(353.06, 352.86, 3.94);
7.35426;1.174225;-4.609709;-7.050446;6.920258;(-0.31, 1.69, 0.52);(353.08, 352.95, 3.89);
7.38580;1.261965;-4.637043;-6.986938;6.897583;(-0.31, 1.69, 0.52);(353.10, 353.01, 3.93);
7.42946;1.334778;-4.655288;-7.024292;6.926025;(-0.31, 1.69, 0.52);(353.07, 352.98, 3.93);
7.48979;1.284353;-4.62997;-6.985413;6.98172;(-0.31, 1.69, 0.52);(353.02, 353.01, 3.80);
7.56172;1.310858;-4.590553;-7.041138;7.009796;(-0.31, 1.69, 0.52);(352.99, 352.96, 3.80);
7.59758;1.250944;-4.559043;-6.96582;6.941833;(-0.31, 1.69, 0.52);(353.06, 353.03, 3.81);
7.62619;1.330909;-4.625164;-6.953278;6.887268;(-0.31, 1.69, 0.52);(353.11, 353.05, 3.81);
7.65344;1.342937;-4.681169;-6.888763;6.887543;(-0.31, 1.69, 0.52);(353.11, 353.11, 3.84);
7.68388;1.4155;-4.678406;-6.841034;6.925964;(-0.31, 1.69, 0.52);(353.07, 353.16, 3.91);
7.71232;1.479975;-4.630447;-6.850342;6.959991;(-0.31, 1.69, 0.52);(353.04, 353.15, 4.00);
7.74790;1.486198;-4.585819;-6.942719;7.027802;(-0.31, 1.69, 0.52);(352.97, 353.06, 4.01);
7.78431;1.39219;-4.517307;-7.071259;7.10022;(-0.31, 1.69, 0.52);(352.90, 352.93, 3.94);
7.81155;1.251635;-4.454391;-7.284058;7.135468;(-0.31, 1.69, 0.52);(352.86, 352.72, 3.84);
7.84124;1.021265;-4.431101;-7.395172;7.116211;(-0.31, 1.69, 0.52);(352.88, 352.60, 3.82);
7.87010;0.9054677;-4.452154;-7.430725;7.08313;(-0.31, 1.69, 0.52);(352.92, 352.57, 3.83);
7.89745;0.8700394;-4.484571;-7.415222;7.057251;(-0.31, 1.69, 0.52);(352.94, 352.58, 3.85);
7.92613;0.8889064;-4.506547;-7.353241;7.017914;(-0.31, 1.69, 0.52);(352.98, 352.65, 3.88);
7.96638;0.955585;-4.541036;-7.27301;6.98645;(-0.31, 1.69, 0.52);(353.01, 352.73, 3.90);
7.99806;1.037172;-4.571326;-7.17984;6.981781;(-0.31, 1.69, 0.52);(353.02, 352.82, 3.90);
8.02544;1.132951;-4.574949;-7.065643;6.979187;(-0.31, 1.69, 0.52);(353.02, 352.93, 3.95);
8.07050;1.257442;-4.569826;-7.000092;6.949432;(-0.31, 1.69, 0.52);(353.05, 353.00, 3.98);
8.09782;1.324847;-4.59462;-6.924072;6.914124;(-0.31, 1.69, 0.52);(353.09, 353.08, 3.95);
8.12536;1.395596;-4.636116;-6.922821;6.926208;(-0.31, 1.69, 0.52);(353.07, 353.08, 3.89);
8.15429;1.388207;-4.632004;-6.945831;6.929779;(-0.31, 1.69, 0.52);(353.07, 353.05, 3.86);
8.19368;1.361414;-4.633174;-6.989014;6.946167;(-0.31, 1.69, 0.52);(353.05, 353.01, 3.85);
8.22562;1.315248;-4.618015;-7.020355;6.953278;(-0.31, 1.69, 0.52);(353.05, 352.98, 3.83);
8.25429;1.274831;-4.614909;-7.052582;6.979401;(-0.31, 1.69, 0.52);(353.02, 352.95, 3.74);
8.28512;1.226729;-4.601336;-7.041595;6.981659;(-0.31, 1.69, 0.52);(353.02, 352.96, 3.71);
8.32463;1.236965;-4.601326;-7.037292;6.963196;(-0.31, 1.69, 0.52);(353.04, 352.96, 3.74);
8.35385;1.246222;-4.615963;-7.013214;6.953827;(-0.31, 1.69, 0.52);(353.05, 352.99, 3.77);
8.38513;1.273278;-4.620271;-6.957306;6.926575;(-0.31, 1.69, 0.52);(353.07, 353.04, 3.77);
8.42166;1.331063;-4.647087;-6.941803;6.901794;(-0.31, 1.69, 0.52);(353.10, 353.06, 3.77);
8.45267;1.346939;-4.672692;-6.94986;6.894043;(-0.31, 1.69, 0.52);(353.11, 353.05, 3.77);
8.49741;1.336266;-4.681318;-6.937042;6.892548;(-0.31, 1.69, 0.52);(353.11, 353.06, 3.75);
8.52531;1.345734;-4.68644;-6.962769;6.919159;(-0.31, 1.69, 0.52);(353.08, 353.04, 3.71);
8.55377;1.312286;-4.664683;-6.946442;6.931549;(-0.31, 1.69, 0.52);(353.07, 353.05, 3.70);
8.58238;1.326529;-4.654197;-6.933014;6.937042;(-0.31, 1.69, 0.52);(353.06, 353.07, 3.70);
8.61003;1.340659;-4.649261;-6.932831;6.94986;(-0.31, 1.69, 0.52);(353.05, 353.07, 3.71);
8.64758;1.341653;-4.634643;-6.921021;6.942719;(-0.31, 1.69, 0.52);(353.06, 353.08, 3.71);
8.68410;1.353147;-4.64186;-6.909515;6.947327;(-0.31, 1.69, 0.52);(353.05, 353.09, 3.70);
8.70986;1.364855;-4.637988;-6.89801;6.942657;(-0.31, 1.69, 0.52);(353.06, 353.10, 3.72);
8.73946;1.380773;-4.640467;-6.896729;6.956268;(-0.31, 1.69, 0.52);(353.04, 353.10, 3.74);
8.76884;1.382542;-4.624196;-6.865753;6.973785;(-0.31, 1.69, 0.52);(353.03, 353.13, 3.73);
8.79843;1.409867;-4.608873;-6.831055;6.992279;(-0.31, 1.69, 0.52);(353.01, 353.17, 3.71);
8.82566;1.44509;-4.592758;-6.837189;6.999542;(-0.31, 1.69, 0.52);(353.00, 353.16, 3.73);
