CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
66.56;totalGazeArea: 24.35;averageGazeArea1: 3.12;averageGazeArea3: 6.97;averageGazeArea5: 9.48;averageGazeArea10: 13.35;
