CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
307.02;totalGazeArea: 29.11;averageGazeArea1: 1.49;averageGazeArea3: 3.05;averageGazeArea5: 4.25;averageGazeArea10: 6.58;
1;(1.0, 0.0, 5.0);25.76;1;
2;(-0.2, 0.0, 4.7);31.64;1;
3;(-0.2, 0.0, 4.7);47.5;1;
4;(-0.2, 0.0, 4.7);121.46;1;
5;(-0.2, 0.0, 4.7);142.26;1;
6;(4.2, 0.0, 8.0);184.5;1;
7;(4.2, 0.0, 8.0);186.58;1;
8;(4.2, 0.0, 8.0);189.7;1;
9;(4.0, 0.0, 8.7);194;1;
10;(4.0, 0.0, 8.7);200.16;1;
