Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
4.94288;4.98877;-2.804857;0.8108941;-2.851671;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.51);
4.98549;4.989975;-2.804588;0.8103141;-2.852308;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.51);
5.02999;4.989509;-2.805452;0.8088117;-2.851454;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.50);
5.08362;4.987659;-2.804737;0.8116297;-2.849318;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.50);
5.12745;4.990662;-2.802671;0.8107794;-2.849427;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.50);
5.16943;4.990016;-2.803015;0.8084553;-2.849032;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.50);
5.21221;4.987581;-2.802709;0.8079339;-2.848594;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.50);
5.26237;4.987085;-2.802383;0.8079547;-2.847927;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.50);
5.29921;4.986973;-2.801781;0.8094981;-2.846955;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.49);
5.34218;4.988647;-2.800843;0.8092013;-2.847115;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.49);
5.38261;4.988243;-2.801008;0.8103348;-2.848155;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.49);
5.42590;4.989477;-2.802194;0.8085375;-2.848377;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.49);
5.47340;4.987555;-2.802523;0.8092029;-2.849627;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.49);
5.51316;4.988104;-2.803955;0.8108462;-2.850425;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.48);
5.55385;4.990145;-2.804962;0.808377;-2.851335;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.48);
5.59647;4.987802;-2.805873;0.8059878;-2.852845;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.49);
5.64122;4.985315;-2.807308;0.8066397;-2.853979;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.49);
5.69176;4.986137;-2.808242;0.8049043;-2.855724;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.49);
5.72654;4.984202;-2.809912;0.8044595;-2.855089;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.49);
5.77300;4.983772;-2.809231;0.8042606;-2.854207;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.49);
5.81341;4.983505;-2.808248;0.8076319;-2.853223;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.50);
5.85564;4.98702;-2.806978;0.8067551;-2.853038;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.50);
5.91885;4.98612;-2.806601;0.8058519;-2.853494;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.50);
5.95598;4.985188;-2.806996;0.805416;-2.85293;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.50);
5.99907;4.984707;-2.806348;0.8051422;-2.851615;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.50);
6.05045;4.98428;-2.804903;0.8060727;-2.851263;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.50);
6.10156;4.985239;-2.804615;0.8071559;-2.849861;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.50);
6.14173;4.986386;-2.80306;0.8066732;-2.850665;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.50);
6.18292;4.986041;-2.80384;0.8062988;-2.851767;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.51);
6.22772;4.985708;-2.80473;0.8051817;-2.853863;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.51);
6.26794;4.984563;-2.806804;0.8034436;-2.853377;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.51);
6.31648;4.982662;-2.806125;0.8040169;-2.854793;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.51);
6.36064;4.983094;-2.807527;0.8064425;-2.855701;(-0.32, 1.63, 0.49);(2.86, 0.81, 0.51);
6.41144;4.985535;-2.808455;0.8068439;-2.856189;(-0.32, 1.63, 0.49);(2.86, 0.81, 0.51);
6.45632;4.986211;-2.809047;0.8039312;-2.856318;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.51);
6.49834;4.982947;-2.809274;0.805033;-2.854604;(-0.32, 1.63, 0.49);(2.85, 0.81, 0.51);
6.54773;4.98431;-2.807625;0.802707;-2.854204;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.51);
6.58474;4.981713;-2.80729;0.8043029;-2.853774;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.50);
6.63124;4.983727;-2.807088;0.800137;-2.851445;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.50);
6.67967;4.979312;-2.804832;0.8014891;-2.847988;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.50);
6.72694;4.980664;-2.801167;0.8018788;-2.847604;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.50);
6.76878;4.981303;-2.800682;0.8002545;-2.849307;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.51);
6.81358;4.97963;-2.802375;0.7997755;-2.848796;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.51);
6.85579;4.979257;-2.801688;0.7994787;-2.848974;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.51);
6.89789;4.978583;-2.801617;0.8025076;-2.848799;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.51);
6.94025;4.981875;-2.801337;0.8018525;-2.849408;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.51);
6.98688;4.981293;-2.801805;0.8013289;-2.850012;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.52);
7.02826;4.980663;-2.802091;0.8017778;-2.852409;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.52);
7.08504;4.981212;-2.804352;0.8013262;-2.854408;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.52);
7.12769;5.008697;-2.805756;0.8020898;-2.856757;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.52);
7.17451;5.061902;-2.807335;0.8032579;-2.858056;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.53);
7.21182;5.128734;-2.807607;0.8040175;-2.859348;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.53);
7.25809;5.189387;-2.808112;0.8022286;-2.859647;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.53);
7.30608;5.273107;-2.807275;0.8033102;-2.860458;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.53);
7.34057;5.379888;-2.80668;0.80298;-2.859738;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.53);
7.38401;5.468636;-2.804515;0.8045626;-2.859649;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.53);
7.42665;5.603401;-2.802521;0.8037636;-2.85914;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.53);
7.47306;5.76349;-2.799975;0.8015528;-2.857734;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.53);
7.51342;5.982473;-2.795303;0.803581;-2.857931;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.53);
7.55479;6.235043;-2.791817;0.8022424;-2.859442;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.53);
7.60654;6.573612;-2.788966;0.8010801;-2.858191;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.53);
7.63977;7.197705;-2.778591;0.8008626;-2.858352;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.53);
7.68592;7.805692;-2.769565;0.8006145;-2.85906;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.53);
7.72752;9.210164;-2.747743;0.800664;-2.860265;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.53);
7.76977;11.90113;-2.702583;0.8013054;-2.859985;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.53);
7.81268;20.89213;-2.502622;0.7992856;-2.859807;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.52);Pattern 1 saccade;
7.85448;4.978327;-2.81164;0.7981945;-2.858376;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.52);Pattern 1 saccade;
7.89850;4.97721;-2.810379;0.7985168;-2.858356;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.52);Pattern 1 saccade;
7.94222;4.9777;-2.810636;0.798368;-2.857039;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.52);
7.98383;4.977266;-2.809339;0.800221;-2.856336;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.51);
8.03103;4.979418;-2.808859;0.7984341;-2.855897;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.51);
8.08164;4.977465;-2.808509;0.7993765;-2.856276;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.51);
8.12987;4.978459;-2.809184;0.798436;-2.854024;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.51);
8.16818;4.977303;-2.80705;0.8013837;-2.853666;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.50);
8.21286;4.980375;-2.806901;0.8013031;-2.853203;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.50);
8.26173;4.980329;-2.806622;0.8020411;-2.85399;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.50);
8.29887;4.981354;-2.807492;0.8001629;-2.856257;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.50);
8.34194;4.97958;-2.809838;0.7973931;-2.857443;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.50);
8.38210;4.97662;-2.811079;0.7969297;-2.857013;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.50);
8.42603;4.976248;-2.810581;0.7964543;-2.858649;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.50);
8.47203;4.9757;-2.812204;0.7984096;-2.859593;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.50);
8.51213;4.977724;-2.813036;0.7992722;-2.86025;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.50);
8.56144;4.978788;-2.813439;0.7984989;-2.86316;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.50);
8.61110;4.977851;-2.816133;0.7993072;-2.865371;(-0.32, 1.63, 0.49);(2.87, 0.80, 0.51);
8.65815;4.978785;-2.818271;0.8006174;-2.865649;(-0.32, 1.63, 0.49);(2.87, 0.80, 0.51);
8.69632;4.979875;-2.81817;0.8004116;-2.866601;(-0.32, 1.63, 0.49);(2.87, 0.80, 0.51);
8.73953;4.979609;-2.819134;0.8008937;-2.867026;(-0.32, 1.63, 0.49);(2.87, 0.80, 0.51);
8.79306;4.980184;-2.819651;0.7986491;-2.865771;(-0.32, 1.63, 0.49);(2.87, 0.80, 0.51);
8.82806;4.978065;-2.818446;0.7961867;-2.864713;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.51);
8.86822;4.975408;-2.817415;0.7958303;-2.862341;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.51);
8.91221;4.975017;-2.815096;0.7963534;-2.859664;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.51);
8.95645;4.975558;-2.81243;0.7967951;-2.857145;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.51);
8.99932;4.976028;-2.809806;0.7965735;-2.856606;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.51);
9.04270;4.975555;-2.809267;0.7991852;-2.856368;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.51);
9.09662;4.97841;-2.809158;0.7966451;-2.85581;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.51);
9.14060;4.975677;-2.808802;0.7973729;-2.854426;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.51);
9.19200;4.976671;-2.80763;0.7960269;-2.85227;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.51);
9.23029;4.975115;-2.805401;0.7986548;-2.851625;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.51);
9.26903;4.977913;-2.804694;0.7980428;-2.852061;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.51);
9.31709;4.977346;-2.80525;0.7977282;-2.850257;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.51);
9.35633;4.976677;-2.803178;0.8028331;-2.852216;(-0.32, 1.63, 0.49);(2.85, 0.80, 0.51);
9.39688;4.981944;-2.805067;0.8015162;-2.855437;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.50);
9.44278;4.980705;-2.808602;0.8008441;-2.856443;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.50);
9.48241;4.980102;-2.809652;0.8000073;-2.858049;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.50);
9.52652;4.979215;-2.81126;0.8012713;-2.859906;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.50);
9.57155;4.980413;-2.813165;0.801251;-2.860066;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.50);
9.61756;4.980654;-2.813435;0.8005402;-2.859784;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.50);
9.65687;4.979968;-2.812914;0.8012484;-2.861011;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.51);
9.69847;4.980664;-2.813926;0.8016487;-2.861508;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.51);
9.74578;4.9811;-2.814223;0.8014078;-2.86136;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.51);
9.78471;4.980689;-2.813725;0.8032745;-2.863261;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.52);
9.82659;4.982664;-2.815511;0.8005755;-2.864009;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.52);
9.87676;4.97979;-2.816241;0.8035419;-2.864621;(-0.32, 1.63, 0.49);(2.86, 0.80, 0.52);
9.91297;4.982937;-2.81654;0.8026022;-2.867775;(-0.32, 1.63, 0.49);(2.87, 0.80, 0.52);
9.95519;4.982115;-2.819762;0.7984552;-2.867276;(-0.32, 1.63, 0.49);(2.87, 0.80, 0.52);
9.99732;4.97766;-2.818998;0.8015725;-2.870377;(-0.32, 1.63, 0.49);(2.87, 0.80, 0.52);
10.04443;4.981138;-2.8222;0.7957267;-2.868754;(-0.32, 1.63, 0.49);(2.87, 0.80, 0.52);
10.12936;4.974722;-2.820496;0.7987419;-2.868132;(-0.32, 1.63, 0.49);(2.87, 0.80, 0.52);
10.17440;4.977962;-2.82007;0.7979587;-2.865335;(-0.32, 1.63, 0.49);(2.87, 0.80, 0.52);
10.21160;4.977162;-2.817173;0.7964246;-2.865371;(-0.32, 1.63, 0.49);(2.87, 0.80, 0.52);
10.25495;4.975482;-2.81728;0.7989223;-2.866308;(-0.32, 1.63, 0.49);(2.87, 0.80, 0.52);
