Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.02000;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.35333;7.828911;-43.0303;0.04826818;-2.828356;(-0.33, 1.63, 0.49);(2.83, 0.05, 0.52);Pattern 1 saccade;
0.58962;4.228956;-2.780422;0.07068437;-2.834183;(-0.33, 1.63, 0.49);(2.83, 0.07, 0.52);No pattern saccade;
0.67667;4.253086;-2.785881;0.07451972;-2.846043;(-0.33, 1.63, 0.49);(2.85, 0.07, 0.53);No pattern saccade;
0.72803;4.256542;-2.797508;0.07272817;-2.847311;(-0.33, 1.63, 0.49);(2.85, 0.07, 0.53);
0.78554;4.254819;-2.79882;0.07200383;-2.846143;(-0.33, 1.63, 0.49);(2.85, 0.07, 0.53);
0.84312;4.224925;-2.79995;0.5990292;-2.80003;(-0.32, 1.63, 0.49);(2.80, 0.60, 0.55);
0.89743;4.778924;-2.750738;0.6006681;-2.78789;(-0.32, 1.63, 0.49);(2.79, 0.60, 0.55);
0.94598;4.780226;-2.737714;0.596086;-2.789825;(-0.32, 1.63, 0.49);(2.79, 0.60, 0.54);
0.98061;4.775441;-2.740514;0.5979753;-2.787073;(-0.32, 1.63, 0.49);(2.79, 0.60, 0.54);
1.02246;4.77768;-2.737792;0.6045296;-2.792365;(-0.32, 1.63, 0.49);(2.79, 0.60, 0.54);
1.08104;4.784452;-2.742993;0.5958554;-2.795915;(-0.32, 1.63, 0.49);(2.80, 0.60, 0.53);
1.12761;4.775713;-2.746978;0.6000111;-2.800154;(-0.32, 1.63, 0.49);(2.80, 0.60, 0.53);
1.16648;4.779859;-2.751169;0.5961766;-2.801684;(-0.32, 1.63, 0.49);(2.80, 0.60, 0.53);
1.20899;4.776002;-2.752883;0.5998895;-2.805179;(-0.32, 1.63, 0.49);(2.81, 0.60, 0.53);
1.26818;4.779724;-2.756324;0.5965149;-2.807382;(-0.32, 1.63, 0.49);(2.81, 0.60, 0.53);
1.31592;4.776364;-2.758856;0.5996594;-2.808735;(-0.32, 1.63, 0.49);(2.81, 0.60, 0.53);
1.35764;4.779735;-2.759892;0.5966877;-2.813655;(-0.32, 1.63, 0.49);(2.81, 0.60, 0.53);
1.39197;4.776829;-2.765072;0.5965087;-2.81393;(-0.32, 1.63, 0.49);(2.81, 0.60, 0.53);
1.42610;4.77625;-2.765141;0.6017119;-2.814071;(-0.32, 1.63, 0.49);(2.81, 0.60, 0.53);
1.46224;4.782074;-2.765153;0.5940327;-2.814109;(-0.32, 1.63, 0.49);(2.81, 0.59, 0.53);
1.49152;4.773504;-2.765248;0.6030977;-2.812629;(-0.32, 1.63, 0.49);(2.81, 0.60, 0.54);
1.52059;4.782961;-2.763566;0.6039901;-2.813628;(-0.32, 1.63, 0.49);(2.81, 0.60, 0.54);
1.55964;4.784324;-2.764511;0.5990805;-2.815351;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.54);
1.60336;4.778746;-2.766125;0.603471;-2.815753;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.54);
1.64205;4.783284;-2.766462;0.60405;-2.817411;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.54);
1.67614;4.784006;-2.768199;0.6043591;-2.81861;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.54);
1.70770;4.784038;-2.769301;0.6073201;-2.820076;(-0.32, 1.63, 0.49);(2.82, 0.61, 0.54);
1.75005;4.787388;-2.770829;0.6045527;-2.821302;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.54);
1.77876;4.783972;-2.772049;0.6093143;-2.822113;(-0.32, 1.63, 0.49);(2.82, 0.61, 0.53);
1.82122;4.788961;-2.773058;0.6113295;-2.823562;(-0.32, 1.63, 0.49);(2.82, 0.61, 0.53);
1.84889;4.791143;-2.774578;0.6094637;-2.826038;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.53);
1.87680;4.789254;-2.77739;0.6087077;-2.825869;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.53);
1.90517;4.788421;-2.777256;0.6109715;-2.827918;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.53);
1.93373;4.790682;-2.77941;0.6095688;-2.829074;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.52);
1.96330;4.789682;-2.78096;0.6024824;-2.828255;(-0.32, 1.63, 0.49);(2.83, 0.60, 0.52);
1.99464;4.782091;-2.780293;0.6065322;-2.828169;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.52);
2.03423;4.786325;-2.780319;0.6055973;-2.827599;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.52);
2.07725;4.785583;-2.77996;0.602502;-2.826399;(-0.32, 1.63, 0.49);(2.83, 0.60, 0.52);
2.10598;4.782021;-2.778876;0.6064932;-2.825069;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.51);
2.14208;4.786464;-2.777725;0.6061119;-2.823915;(-0.32, 1.63, 0.49);(2.82, 0.61, 0.51);
2.17775;4.785845;-2.776402;0.609561;-2.825153;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.51);
2.20943;4.789513;-2.777517;0.6084567;-2.828219;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.51);
2.24925;4.788613;-2.780685;0.6057182;-2.829519;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.51);
2.28890;4.785634;-2.781925;0.606003;-2.830167;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.52);
2.32069;4.785773;-2.782512;0.6082286;-2.831618;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.51);
2.35026;4.788208;-2.783927;0.6061311;-2.834102;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.51);
2.37795;4.785924;-2.786579;0.6084671;-2.834641;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.51);
2.40948;4.788404;-2.787067;0.6050817;-2.835886;(-0.32, 1.63, 0.49);(2.84, 0.61, 0.51);
2.44816;4.785237;-2.788512;0.6013045;-2.83688;(-0.32, 1.63, 0.49);(2.84, 0.60, 0.51);
2.47680;4.78118;-2.789564;0.6008074;-2.836379;(-0.32, 1.63, 0.49);(2.84, 0.60, 0.51);
2.50772;4.780744;-2.789116;0.6004997;-2.836831;(-0.32, 1.63, 0.49);(2.84, 0.60, 0.51);
2.54763;4.780483;-2.789626;0.6009017;-2.836636;(-0.32, 1.63, 0.49);(2.84, 0.60, 0.51);
2.57549;4.781058;-2.789448;0.59747;-2.834696;(-0.32, 1.63, 0.49);(2.83, 0.60, 0.51);
2.60691;4.777283;-2.787367;0.601921;-2.83491;(-0.32, 1.63, 0.49);(2.83, 0.60, 0.51);
2.63843;4.782013;-2.787475;0.5996558;-2.834817;(-0.32, 1.63, 0.49);(2.83, 0.60, 0.51);
2.67842;4.779692;-2.787382;0.5978673;-2.834046;(-0.32, 1.63, 0.49);(2.83, 0.60, 0.51);
2.72794;4.777814;-2.786822;0.5992329;-2.82949;(-0.32, 1.63, 0.49);(2.83, 0.60, 0.52);
2.77689;4.778912;-2.782005;0.6059198;-2.828001;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.52);
2.81032;4.785711;-2.780298;0.6095785;-2.828135;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.52);
2.85970;4.789959;-2.78039;0.601487;-2.827178;(-0.32, 1.63, 0.49);(2.83, 0.60, 0.52);
2.89689;4.78109;-2.779413;0.605935;-2.826146;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.52);
2.93708;4.785888;-2.778462;0.6069741;-2.824706;(-0.32, 1.63, 0.49);(2.82, 0.61, 0.52);
2.96314;4.786824;-2.7768;0.6066715;-2.825438;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.52);
2.99147;4.786368;-2.777625;0.6087789;-2.825784;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.52);
3.02231;4.789068;-2.778096;0.6025841;-2.825573;(-0.32, 1.63, 0.49);(2.83, 0.60, 0.52);
3.07931;4.782173;-2.777828;0.608749;-2.825561;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.52);
3.11942;4.7888;-2.777726;0.606085;-2.826952;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.52);
3.14872;4.785729;-2.779116;0.6103917;-2.828265;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.52);
3.17959;4.790184;-2.780478;0.6103556;-2.829124;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.52);
3.22129;4.790455;-2.781529;0.606222;-2.828555;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.52);
3.26391;4.785797;-2.781074;0.608466;-2.826493;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.51);
3.30726;4.788317;-2.779156;0.607188;-2.82584;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.51);
3.33436;4.78743;-2.778654;0.6024843;-2.824841;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.51);
3.36342;4.782076;-2.777459;0.6084329;-2.826235;(-0.32, 1.63, 0.49);(2.83, 0.61, 0.51);
3.40674;4.788516;-2.778912;0.604962;-2.826343;(-0.32, 1.63, 0.49);(2.83, 0.60, 0.51);
3.45478;4.785042;-2.779123;0.6056314;-2.824886;(-0.32, 1.63, 0.49);(2.82, 0.61, 0.51);
3.49167;4.785544;-2.777442;0.604054;-2.823246;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.51);
3.52197;4.784046;-2.775895;0.6051676;-2.821541;(-0.32, 1.63, 0.49);(2.82, 0.61, 0.52);
3.56373;4.784893;-2.773946;0.6068989;-2.821423;(-0.32, 1.63, 0.49);(2.82, 0.61, 0.51);
3.61155;4.787173;-2.773994;0.6019464;-2.819948;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.52);
3.64775;4.781829;-2.772432;0.6049338;-2.818167;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.52);
3.67710;4.785048;-2.770313;0.6044313;-2.819849;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.52);
3.70549;4.78455;-2.771816;0.6041464;-2.821225;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.52);
3.73886;4.784077;-2.773077;0.604486;-2.820837;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.52);
3.77601;4.784641;-2.772692;0.6014253;-2.819507;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.53);
3.80592;4.781081;-2.771291;0.6075333;-2.817711;(-0.32, 1.63, 0.49);(2.82, 0.61, 0.53);
3.84108;4.787583;-2.769327;0.6034467;-2.817285;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.53);
3.87640;4.783271;-2.768964;0.6046165;-2.816955;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.53);
3.90531;4.784515;-2.768638;0.6036778;-2.816933;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.53);
3.93264;4.783421;-2.768576;0.6063561;-2.81869;(-0.32, 1.63, 0.49);(2.82, 0.61, 0.52);
3.96497;4.786262;-2.770397;0.6050849;-2.819434;(-0.32, 1.63, 0.49);(2.82, 0.61, 0.52);
4.00600;4.784935;-2.771247;0.6041868;-2.819563;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.52);
4.06139;4.783941;-2.771449;0.6041537;-2.820322;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.52);
4.09025;4.784006;-2.772396;0.6048296;-2.82067;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.52);
4.12155;4.7847;-2.772695;0.6053903;-2.82227;(-0.32, 1.63, 0.49);(2.82, 0.61, 0.52);
4.16256;4.785843;-2.774343;0.5970902;-2.823035;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.52);
4.19288;4.776678;-2.775059;0.6039295;-2.823202;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.52);
4.23472;4.783797;-2.775106;0.604389;-2.824874;(-0.32, 1.63, 0.49);(2.82, 0.60, 0.52);
4.28251;4.784324;-2.776637;0.6018221;-2.829463;(-0.32, 1.63, 0.49);(2.83, 0.60, 0.52);
4.31910;4.781926;-2.78134;0.5971127;-2.834726;(-0.32, 1.63, 0.49);(2.83, 0.60, 0.52);
4.34917;4.77751;-2.786915;0.5884759;-2.836267;(-0.32, 1.63, 0.49);(2.84, 0.59, 0.52);
4.39105;4.768569;-2.788639;0.5864104;-2.835194;(-0.32, 1.63, 0.49);(2.84, 0.59, 0.52);
4.42308;4.766885;-2.787635;0.5827374;-2.832842;(-0.32, 1.63, 0.49);(2.83, 0.58, 0.52);
4.46177;4.762676;-2.785116;0.5829663;-2.82796;(-0.32, 1.63, 0.49);(2.83, 0.58, 0.52);
4.49075;4.763195;-2.780235;0.5836934;-2.823674;(-0.32, 1.63, 0.49);(2.82, 0.58, 0.52);
4.52101;4.76335;-2.775538;0.5894023;-2.821155;(-0.32, 1.63, 0.49);(2.82, 0.59, 0.53);
4.54687;4.769465;-2.773041;0.5853945;-2.818156;(-0.32, 1.63, 0.49);(2.82, 0.59, 0.52);
