Saccade_Number;Start_Time;Left-Right_Saccade;Radial_Saccade;StartPosition_x;StartPosition_y;HeadsetNormedStartPosition_x;HeadsetNormedStartPosition_y;EndPosition_x;EndPosition_y;HeadsetNormedEndPosition_x;HeadsetNormedEndPosition_y;Saccade_Duration;Saccade_Magnitude;messages;
1;0.020;0;0;0.00;-35.92;0.00;-35.92;-4.240;-33.138;16.536;53.540;0.333;5.07;
2;0.487;0;0;8.53;-80.15;128.09;-39.61;-34.497;-43.510;-42.038;-5.468;0.108;56.51;
3;0.675;0;0;2.25;-45.30;-4.81;-7.76;1.913;-44.808;-5.548;-7.307;0.024;0.60;
4;3.147;0;0;13.16;-35.53;-9.42;-7.87;14.580;-34.602;-9.136;-8.256;0.026;1.69;
5;3.607;0;0;27.42;-15.96;-6.21;-7.66;28.248;-15.116;-5.774;-7.532;0.023;1.18;
6;5.118;1;0;26.44;-15.32;-4.07;-6.38;24.945;-15.400;-3.769;-5.713;0.030;1.49;
7;7.411;1;0;22.11;-21.05;-4.30;-6.04;17.909;-21.650;-4.439;-6.784;0.051;4.24;
8;7.932;1;0;18.71;-26.06;-9.68;-6.77;20.837;-25.798;-9.739;-7.010;0.029;2.14;
9;8.113;1;0;28.99;-24.52;-12.94;-5.35;34.249;-24.378;-8.684;-6.405;0.060;5.26;
10;9.194;1;0;35.24;-20.97;-13.16;-7.76;78.347;-11.567;-17.473;-7.748;0.296;44.13;
11;15.134;1;0;64.15;-16.93;-6.87;-7.23;62.373;-17.013;-7.460;-7.205;0.032;1.78;
12;16.151;1;0;33.52;-23.03;-6.52;-6.42;32.279;-23.307;-6.674;-6.603;0.024;1.27;
13;17.989;0;0;2.51;-4.24;-6.99;-8.19;7.450;-1.213;-7.340;-8.301;0.099;5.80;
14;18.111;0;0;10.01;0.40;-11.00;-10.23;27.652;10.101;-7.998;-9.138;0.178;20.13;
15;18.310;0;0;30.12;12.58;-7.75;-8.36;40.774;21.971;-12.225;-7.711;0.177;14.21;
16;18.507;0;0;42.47;23.37;-13.37;-7.88;46.445;26.928;-16.699;-6.489;0.078;5.33;
17;18.643;1;0;49.58;27.95;-19.87;-5.56;51.709;27.922;-21.733;-5.763;0.059;2.13;
18;18.723;1;0;53.88;28.27;-21.39;-5.34;54.905;28.283;-21.884;-5.161;0.020;1.02;
19;19.151;0;0;64.69;24.48;-28.68;-4.77;65.074;24.625;-29.057;-4.986;0.025;0.41;
20;19.417;0;0;59.85;30.04;-42.04;-4.67;59.192;30.602;-43.092;-5.044;0.030;0.87;
21;25.432;0;0;53.26;36.57;-38.87;-4.45;53.813;35.822;-36.216;-4.435;0.026;0.93;
22;25.596;0;1;55.64;32.00;-24.57;-3.97;55.027;24.337;-10.934;-4.191;0.160;7.69;
23;25.836;0;0;52.41;20.39;-8.11;-5.15;48.145;14.919;-5.590;-5.914;0.110;6.93;
24;26.165;0;0;44.34;9.96;-2.51;-5.16;42.533;8.174;-2.903;-5.578;0.044;2.54;
25;26.338;0;0;38.36;3.34;0.01;-3.13;31.919;-3.080;-2.887;-6.117;0.092;9.10;
26;26.740;0;0;26.54;-9.50;-4.37;-5.84;26.609;-10.580;-4.431;-5.404;0.039;1.09;
27;33.443;0;0;6.37;-9.59;-1.92;-8.17;5.389;-8.856;-1.819;-8.156;0.029;1.22;
28;33.612;0;0;0.02;-4.58;0.13;-9.07;-3.450;-1.911;-3.003;-7.298;0.060;4.38;
29;33.795;0;0;0.28;-4.77;-3.96;-6.12;0.883;-5.820;-3.817;-7.294;0.036;1.21;
30;34.103;0;0;2.97;-6.33;-4.45;-4.53;3.915;-10.587;-3.728;-6.530;0.054;4.36;
31;35.172;0;0;-0.38;-25.34;-5.61;-5.20;0.367;-26.746;-5.447;-5.448;0.030;1.60;
32;35.401;0;0;4.62;-35.51;-9.16;-4.02;7.369;-39.470;-9.646;-5.580;0.073;4.82;
33;35.571;0;0;12.67;-43.48;-13.17;-6.08;14.545;-44.261;-13.593;-6.179;0.033;2.03;
34;36.149;0;0;17.98;-40.09;-9.08;-7.86;17.872;-39.641;-9.495;-7.321;0.025;0.46;
35;36.550;0;0;19.03;-35.82;-6.48;-7.95;17.809;-35.231;-7.297;-7.540;0.025;1.36;
36;37.373;0;0;34.49;-25.02;-3.57;-11.48;32.589;-17.409;-1.573;-10.643;0.101;7.84;
37;37.502;0;0;31.72;-14.71;-1.75;-9.79;31.265;-12.853;-1.831;-9.803;0.033;1.91;
38;37.879;0;0;26.16;4.29;-1.35;-8.03;25.968;4.514;-1.924;-7.113;0.022;0.29;
39;38.171;0;0;30.36;-0.40;-3.67;-6.36;31.569;-1.609;-4.031;-6.457;0.029;1.72;
40;40.719;0;1;47.21;4.59;-2.57;14.50;44.272;-17.958;-5.491;-8.012;0.027;22.73;
41;41.122;0;1;48.46;-14.04;1.49;-5.23;43.300;-18.571;-2.179;-11.600;0.039;6.87;
42;41.189;0;1;41.79;-15.18;-3.12;-8.80;45.742;-8.394;1.377;-2.608;0.028;7.85;
43;41.309;0;0;40.77;-16.69;-2.63;-13.31;40.259;-13.368;-2.594;-10.666;0.022;3.36;
44;41.511;0;0;35.49;2.77;-1.58;1.92;33.540;4.088;-2.144;3.169;0.037;2.35;
45;41.861;0;0;31.58;-1.49;1.06;-0.16;31.366;-5.784;0.906;-3.718;0.079;4.30;
46;42.089;0;0;23.35;-8.79;-6.53;-6.13;20.689;-7.582;-8.948;-5.048;0.058;2.93;
47;42.232;0;0;14.61;-5.81;-14.09;-3.48;14.677;-5.736;-13.843;-3.406;0.024;0.10;
48;42.377;0;0;9.67;-4.84;-18.55;-2.59;4.392;-0.970;-23.793;1.278;0.052;6.55;
49;42.661;0;0;0.38;-0.45;-27.92;1.83;0.427;-0.432;-27.799;1.876;0.028;0.05;
50;43.161;1;0;-2.67;-2.46;-13.40;-1.79;-3.157;-2.419;-12.384;-1.830;0.028;0.48;
51;43.709;0;0;-8.22;-1.08;-10.76;-0.74;-8.241;-1.236;-10.832;-0.878;0.036;0.16;
52;45.655;0;0;-6.35;-1.01;-8.06;-0.27;-6.378;-1.150;-8.066;-0.403;0.035;0.14;
53;50.487;1;1;-3.13;-6.34;-4.40;-6.35;-8.314;-6.597;-10.331;-7.788;0.040;5.19;
54;50.615;0;0;-4.96;-2.24;-10.12;-8.25;-3.534;-0.517;-9.973;-8.475;0.029;2.24;
55;50.671;0;0;-2.15;1.28;-9.61;-8.59;-1.023;3.043;-9.360;-8.742;0.045;2.09;
56;50.736;0;0;-0.09;4.80;-9.08;-8.68;0.578;6.395;-8.812;-8.233;0.023;1.72;
57;53.296;1;1;-1.65;5.59;33.98;-7.25;-43.786;5.676;-8.315;-7.152;0.025;42.14;
58;58.874;0;1;-26.17;-25.21;10.30;-31.02;-44.129;-0.790;-7.483;-6.096;0.021;30.31;
59;59.249;1;0;-44.68;-1.04;-7.49;-2.64;-44.638;-1.026;-7.328;-2.580;0.026;0.05;
60;59.581;0;1;-45.12;9.79;-8.24;8.25;-43.482;21.849;-6.545;20.373;0.093;12.17;
61;64.876;1;0;-40.45;18.78;-2.00;15.23;-34.960;20.591;3.407;16.607;0.055;5.78;
62;64.956;0;0;-26.54;15.58;11.67;10.51;-41.510;21.053;-3.833;13.747;0.048;15.94;
63;65.089;0;0;-39.31;26.25;-2.60;15.72;-38.271;28.115;-1.784;17.204;0.054;2.14;
64;65.460;0;0;-36.03;32.18;-0.20;17.54;-36.037;32.202;-0.233;17.806;0.028;0.02;
65;91.102;1;0;-16.80;72.91;13.29;10.49;-16.436;72.920;12.023;11.607;0.034;0.37;
66;93.981;0;0;-15.32;74.66;13.87;9.27;-15.034;74.795;10.914;11.449;0.037;0.31;
67;94.135;0;0;-14.61;72.58;6.10;14.55;-14.589;71.795;5.239;15.012;0.051;0.78;
68;100.614;0;0;-33.26;24.47;-3.36;15.25;-32.140;26.899;-3.288;13.485;0.031;2.67;
69;100.670;0;0;-31.04;30.80;-2.62;14.93;-30.510;33.008;-2.508;14.966;0.042;2.27;
70;106.116;0;0;-19.55;16.14;-6.18;22.16;-19.024;10.566;-6.375;19.090;0.055;5.60;
71;106.375;1;0;-9.58;-11.79;2.71;-3.02;-9.548;-11.797;2.460;-3.131;0.026;0.03;
72;106.498;0;0;-6.78;-20.26;4.53;-11.93;-0.815;4.522;10.613;12.945;0.028;25.49;
73;106.789;0;0;-11.07;-11.06;1.02;-3.12;-11.018;-11.760;0.803;-4.345;0.027;0.70;
74;111.570;0;0;-1.31;-10.11;-23.45;-9.34;-1.114;-9.985;-24.275;-9.238;0.045;0.23;
75;111.763;1;0;4.99;-9.39;-22.00;-8.60;7.714;-9.303;-20.909;-8.480;0.054;2.73;
76;111.974;0;0;23.83;-5.81;-9.15;-4.85;24.063;-5.959;-9.670;-5.010;0.029;0.27;
77;112.213;1;0;31.12;-5.43;-8.29;-4.86;48.066;-3.436;6.276;-2.987;0.088;17.07;
78;112.659;1;1;60.18;-3.67;7.49;-3.52;69.959;-5.483;14.060;-5.405;0.086;9.95;
79;113.129;1;0;75.60;-6.28;4.65;-6.71;83.204;-6.666;8.834;-7.245;0.115;7.61;
80;114.153;1;0;83.39;-6.45;-1.23;-8.28;83.764;-5.689;-0.615;-7.499;0.036;0.85;
