CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
35.28;totalGazeArea: 11.84;averageGazeArea1: 1.48;averageGazeArea3: 2.71;averageGazeArea5: 3.48;averageGazeArea10: 5.13;
1;(3.4, 0.0, 4.9);5.32;0;
2;(3.3, 0.0, 11.5);14.26;0;
