Saccade_Number;Start_Time;StartPosition_x;StartPosition_y;EndPosition_x;EndPosition_y;Saccade_Duration;Saccade_Magnitude;messages;
1;0.020;70.48;-19.52;0.000;-35.915;0.333;72.36;
14;1.186;-13.46;-4.55;3.273;-3.474;0.027;16.77;
16;1.312;0.65;-4.61;-3.083;-4.434;0.028;3.74;
24;1.814;16.78;-2.80;44.665;-3.914;0.086;27.90;
34;2.370;34.42;-3.42;5.017;-3.942;0.115;29.41;
42;3.030;17.10;-0.81;47.704;-1.748;0.127;30.62;
45;3.502;48.43;-2.89;44.218;-2.473;0.040;4.23;
46;3.570;34.90;-1.14;4.809;-2.445;0.114;30.12;
49;4.198;26.02;-0.34;36.611;-0.450;0.030;10.59;
55;5.099;44.43;-1.72;39.183;-1.458;0.030;5.25;
56;5.157;33.34;-0.70;1.226;-2.709;0.200;32.18;
59;5.714;-1.99;-3.71;-6.920;-4.084;0.029;4.94;
66;6.228;9.92;-2.13;79.161;-0.222;0.286;69.27;
68;6.913;72.83;-4.13;64.173;-3.937;0.029;8.66;
71;7.141;63.40;-4.26;48.486;-2.733;0.029;14.99;
72;7.198;36.76;-1.11;-7.815;-4.029;0.231;44.67;
79;8.199;-10.90;-14.31;-10.445;-18.484;0.028;4.20;
80;8.257;-10.33;-22.02;-3.624;-29.185;0.071;9.81;
81;8.356;-1.75;-31.28;0.413;-31.772;0.028;2.22;
87;9.129;2.57;-34.25;8.821;0.955;0.114;35.76;
88;9.315;9.54;3.33;8.505;11.062;0.085;7.80;
97;10.142;8.80;17.65;8.039;7.480;0.041;10.19;
98;10.356;8.57;5.07;9.251;-0.287;0.028;5.40;
100;10.772;0.23;5.26;-13.250;10.914;0.111;14.62;
104;11.227;-13.33;11.67;12.920;2.422;0.115;27.83;
105;11.756;13.52;-2.08;11.733;-8.492;0.045;6.66;
106;11.927;11.10;-9.54;6.443;-10.523;0.030;4.76;
107;11.982;-2.88;-9.19;-12.713;-11.819;0.100;10.17;
108;12.115;-13.24;-12.91;-12.441;-15.567;0.040;2.78;
115;12.483;-12.06;-16.01;9.304;-10.516;0.074;22.06;
119;13.114;14.83;-20.35;23.033;-30.804;0.042;13.29;
123;13.628;14.41;-14.55;11.945;-13.296;0.045;2.76;
125;13.787;11.46;-13.48;7.388;-12.138;0.041;4.28;
131;14.226;19.67;-8.89;38.362;-4.920;0.102;19.11;
137;14.742;39.55;-4.23;10.144;-12.072;0.143;30.43;
144;15.355;8.80;-12.87;9.772;-1.616;0.030;11.30;
145;15.427;10.51;1.11;11.079;8.648;0.045;7.56;
149;15.912;11.51;5.26;15.083;-0.971;0.030;7.18;
150;16.141;16.86;-3.07;11.122;-3.840;0.029;5.79;
151;16.214;4.64;-3.35;-24.859;-11.377;0.230;30.57;
156;17.073;-31.46;-10.58;-36.530;-6.263;0.038;6.66;
157;17.169;-40.92;-0.04;-50.316;2.912;0.100;9.85;
159;17.527;-51.31;3.60;-39.656;0.488;0.045;12.06;
160;17.614;-25.08;-2.42;-6.342;-10.665;0.071;20.47;
168;18.140;-15.70;-4.57;-26.446;-23.749;0.144;21.99;
169;18.513;-30.22;-28.02;-34.560;-30.241;0.042;4.88;
172;18.870;-32.08;-34.50;-7.207;-20.484;0.088;28.55;
176;19.285;-6.54;-20.55;-10.460;-20.165;0.045;3.94;
181;19.772;-3.34;-26.92;3.303;-34.753;0.041;10.27;
185;20.113;4.86;-36.71;-18.291;-21.444;0.111;27.73;
189;20.514;-16.35;-28.53;-13.620;-37.546;0.084;9.42;
191;20.829;-12.03;-41.03;-19.873;-12.718;0.083;29.38;
204;22.283;-27.43;-9.00;-38.913;-8.301;0.089;11.50;
206;22.700;-41.57;-9.78;-28.397;-7.790;0.042;13.33;
208;23.085;-18.27;-9.10;-24.885;-5.028;0.041;7.77;
209;23.213;-30.24;0.96;-32.541;3.450;0.043;3.39;
210;23.541;-33.52;5.67;-35.722;-0.588;0.031;6.63;
211;23.614;-35.68;-0.87;-37.867;-13.389;0.100;12.71;
223;24.383;-48.19;-12.63;-57.492;-9.806;0.060;9.73;
226;24.787;-61.29;-9.65;-46.479;-11.655;0.041;14.95;
238;26.026;-46.72;-14.06;-49.603;-13.371;0.055;2.96;
244;26.397;-52.58;-13.38;-60.544;-12.981;0.027;7.97;
260;27.668;-65.74;-1.57;-65.362;-5.833;0.033;4.28;
264;27.955;-64.85;-9.65;-68.240;-10.549;0.030;3.51;
269;28.399;-70.29;-9.28;-83.643;-5.414;0.129;13.90;
270;28.872;-82.79;-4.70;-75.677;-7.481;0.040;7.63;
278;29.556;-46.43;-6.96;-52.684;-8.229;0.042;6.38;
279;29.641;-62.57;-9.31;-78.953;-11.021;0.115;16.47;
286;30.253;-70.85;-11.31;-63.702;-13.449;0.031;7.46;
287;30.356;-61.73;-12.99;-67.008;-12.059;0.042;5.36;
289;30.528;-62.50;-12.57;-59.717;-16.345;0.041;4.69;
303;31.412;-36.30;-12.37;-33.305;-10.928;0.045;3.32;
317;32.685;-23.10;-9.89;-30.403;-9.804;0.042;7.31;
322;33.040;-31.67;-10.00;-36.741;-9.183;0.102;5.14;
326;33.445;-47.12;-9.28;-50.788;-9.407;0.041;3.67;
327;33.698;-66.42;-7.17;-70.480;-8.614;0.044;4.31;
329;33.814;-70.52;-8.59;-64.770;-9.411;0.042;5.81;
335;34.555;-57.20;4.60;-58.596;2.027;0.045;2.93;
338;35.142;-70.32;-7.47;-76.324;-5.965;0.044;6.19;
340;35.443;-74.46;-7.60;-79.044;-6.476;0.057;4.72;
350;36.326;-80.22;-7.06;-75.446;-5.673;0.058;4.97;
351;36.442;-69.10;-5.99;-54.153;-5.451;0.112;14.95;
352;36.844;-49.99;-6.46;-58.912;-6.697;0.057;8.92;
356;37.257;-78.82;-9.04;-82.102;-7.823;0.058;3.50;
359;37.541;-80.65;-9.35;-79.048;-8.623;0.059;1.76;
368;38.225;-77.34;-10.62;-74.143;-9.026;0.060;3.57;
373;38.773;-66.27;-8.21;-60.769;-6.913;0.054;5.65;
383;39.799;-47.89;-7.74;-60.304;-3.506;0.055;13.11;
397;41.399;-80.88;-6.34;-75.881;-8.954;0.058;5.64;
399;41.626;-75.92;-8.84;-70.270;-9.816;0.042;5.73;
404;42.055;-37.35;-19.94;-32.477;-23.398;0.087;5.97;
417;43.040;-26.62;-8.48;-19.739;-7.514;0.082;6.95;
429;43.983;-4.60;-18.70;-5.354;-13.601;0.044;5.16;
433;44.426;-5.83;-15.08;-6.730;-21.409;0.059;6.39;
442;45.314;-5.10;-33.57;-13.028;-23.831;0.057;12.56;
448;46.341;-36.00;-8.81;-57.960;-5.414;0.115;22.23;
453;46.739;-59.18;-8.02;-77.846;-4.402;0.087;19.01;
472;48.485;-65.76;-11.34;-66.838;-15.094;0.057;3.90;
475;48.813;-54.75;-15.87;-48.349;-18.029;0.057;6.75;
488;50.330;-64.70;-20.26;-71.988;-16.825;0.054;8.05;
493;50.767;-78.03;-10.95;-80.348;-9.359;0.059;2.81;
498;51.241;-75.41;-11.61;-71.468;-9.277;0.043;4.58;
501;51.439;-70.22;-10.89;-65.929;-8.809;0.042;4.77;
503;51.596;-64.31;-13.51;-65.759;-8.832;0.058;4.90;
504;51.697;-65.92;-7.33;-60.630;-4.618;0.043;5.95;
515;52.456;-46.82;-6.23;-38.289;-6.463;0.055;8.53;
519;52.911;-38.80;-9.25;-62.399;11.553;0.185;31.46;
538;55.383;-69.00;-16.81;-73.372;-14.354;0.060;5.01;
543;55.926;-76.80;-12.98;-73.972;-12.022;0.056;2.98;
548;56.341;-65.68;-13.78;-59.786;-13.853;0.058;5.89;
557;57.512;-49.43;-14.68;-47.400;-9.389;0.058;5.67;
560;58.183;-38.01;-5.34;-35.548;-12.791;0.057;7.85;
563;59.012;-38.03;-16.30;-42.555;-14.175;0.086;5.00;
576;60.055;-80.86;-6.50;-82.533;-7.407;0.086;1.90;
589;61.412;-70.54;6.83;-69.963;13.516;0.056;6.71;
590;61.498;-68.35;15.87;-65.190;19.234;0.043;4.62;
594;61.739;-67.71;13.10;-60.892;-11.910;0.172;25.92;
601;62.271;-61.63;-12.75;-56.604;-8.833;0.040;6.37;
602;62.356;-51.76;-6.08;-44.696;-5.113;0.045;7.13;
606;62.611;-44.83;-5.25;-50.945;-6.398;0.030;6.23;
607;62.682;-64.88;-7.56;-70.280;-9.376;0.029;5.70;
613;63.169;-62.03;-21.59;-50.107;-34.054;0.117;17.25;
616;63.526;-50.99;-33.67;-66.347;-14.927;0.045;24.23;
618;63.669;-67.06;-13.59;-68.821;-11.259;0.026;2.92;
