Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.02000;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.35333;7.786399;-43.03594;0.8636506;-2.869034;(-0.32, 1.63, 0.49);(2.87, 0.86, 0.52);Pattern 1 saccade;
0.50110;5.044074;-2.821443;0.8443067;-2.865859;(-0.32, 1.63, 0.49);(2.87, 0.84, 0.52);No pattern saccade;
0.58411;5.023987;-2.817908;0.8426008;-2.862223;(-0.32, 1.63, 0.49);(2.86, 0.84, 0.53);No pattern saccade;
0.63104;4.971479;-2.815708;1.76734;-2.824183;(-0.32, 1.63, 0.49);(2.82, 1.77, 0.57);
0.68614;5.94293;-2.772629;1.765195;-2.830995;(-0.32, 1.63, 0.49);(2.83, 1.77, 0.57);
0.76344;5.940524;-2.779373;1.764639;-2.839084;(-0.32, 1.63, 0.49);(2.84, 1.76, 0.56);
0.81312;5.940061;-2.787721;1.763903;-2.846249;(-0.32, 1.63, 0.49);(2.85, 1.76, 0.56);
0.86021;5.939438;-2.795042;1.76291;-2.852516;(-0.32, 1.63, 0.49);(2.85, 1.76, 0.56);
0.92082;5.938543;-2.801517;1.760364;-2.854862;(-0.32, 1.63, 0.49);(2.85, 1.76, 0.56);
0.97114;5.935951;-2.80393;1.755974;-2.855937;(-0.32, 1.63, 0.49);(2.86, 1.76, 0.56);
1.00246;5.93134;-2.80513;1.755717;-2.85764;(-0.32, 1.63, 0.49);(2.86, 1.76, 0.56);
1.05786;5.931171;-2.807025;1.756201;-2.858828;(-0.32, 1.63, 0.49);(2.86, 1.76, 0.56);
1.12755;5.931853;-2.808238;1.753064;-2.860214;(-0.32, 1.63, 0.49);(2.86, 1.75, 0.55);
1.18588;5.928642;-2.809798;1.749875;-2.859028;(-0.32, 1.63, 0.49);(2.86, 1.75, 0.55);
1.24843;5.925354;-2.808739;1.745636;-2.857777;(-0.32, 1.63, 0.49);(2.86, 1.75, 0.55);
1.32798;5.921247;-2.807818;1.744163;-2.856216;(-0.32, 1.63, 0.49);(2.86, 1.74, 0.55);
1.38245;5.919617;-2.806173;1.742075;-2.856619;(-0.32, 1.63, 0.49);(2.86, 1.74, 0.54);
1.42110;5.917554;-2.806896;1.739343;-2.855721;(-0.32, 1.63, 0.49);(2.86, 1.74, 0.54);
1.50007;5.914709;-2.806283;1.742552;-2.854313;(-0.32, 1.63, 0.49);(2.85, 1.74, 0.54);
1.54306;5.917898;-2.804864;1.742322;-2.853611;(-0.32, 1.63, 0.49);(2.85, 1.74, 0.54);
1.57456;5.917943;-2.804408;1.73909;-2.853112;(-0.32, 1.63, 0.49);(2.85, 1.74, 0.54);
1.64486;5.914601;-2.803978;1.741688;-2.85402;(-0.32, 1.63, 0.49);(2.85, 1.74, 0.54);
1.68640;5.917187;-2.804764;1.742154;-2.855624;(-0.32, 1.63, 0.49);(2.86, 1.74, 0.54);
1.72996;5.917806;-2.806466;1.738593;-2.856407;(-0.32, 1.63, 0.49);(2.86, 1.74, 0.53);
1.79603;5.914034;-2.807373;1.738265;-2.857358;(-0.32, 1.63, 0.49);(2.86, 1.74, 0.53);
1.83676;5.913768;-2.808489;1.736993;-2.858657;(-0.32, 1.63, 0.49);(2.86, 1.74, 0.53);
1.87580;5.912508;-2.809998;1.734471;-2.859354;(-0.32, 1.63, 0.49);(2.86, 1.73, 0.53);
1.92379;5.909976;-2.810921;1.734254;-2.860356;(-0.32, 1.63, 0.49);(2.86, 1.73, 0.52);
1.98111;5.909957;-2.812067;1.73248;-2.860938;(-0.32, 1.63, 0.49);(2.86, 1.73, 0.52);
2.02464;5.90836;-2.812857;1.728737;-2.857764;(-0.32, 1.63, 0.49);(2.86, 1.73, 0.52);
2.07535;5.904267;-2.809575;1.730353;-2.855423;(-0.32, 1.63, 0.49);(2.86, 1.73, 0.52);
2.13414;5.905924;-2.807256;1.729546;-2.852744;(-0.32, 1.63, 0.49);(2.85, 1.73, 0.52);
2.17245;5.905095;-2.804584;1.729306;-2.851796;(-0.32, 1.63, 0.49);(2.85, 1.73, 0.52);
2.21416;5.904971;-2.803736;1.728263;-2.85076;(-0.32, 1.63, 0.49);(2.85, 1.73, 0.52);
2.24413;5.90381;-2.802711;1.727914;-2.85007;(-0.32, 1.63, 0.49);(2.85, 1.73, 0.52);
2.28879;5.903489;-2.80202;1.729037;-2.851452;(-0.32, 1.63, 0.49);(2.85, 1.73, 0.52);
2.32988;5.904603;-2.803386;1.727554;-2.853079;(-0.32, 1.63, 0.49);(2.85, 1.73, 0.52);
2.35652;5.903183;-2.805132;1.72712;-2.855592;(-0.32, 1.63, 0.49);(2.86, 1.73, 0.52);
2.38444;5.902623;-2.807781;1.727793;-2.856488;(-0.32, 1.63, 0.49);(2.86, 1.73, 0.52);
2.43101;5.903314;-2.808759;1.727913;-2.857796;(-0.32, 1.63, 0.49);(2.86, 1.73, 0.51);
2.47105;5.903392;-2.810118;1.727283;-2.860443;(-0.32, 1.63, 0.49);(2.86, 1.73, 0.51);
2.52710;5.903043;-2.813022;1.723926;-2.862434;(-0.32, 1.63, 0.49);(2.86, 1.72, 0.51);
2.57045;5.899555;-2.815211;1.724666;-2.862346;(-0.32, 1.63, 0.49);(2.86, 1.72, 0.51);
2.60133;5.900485;-2.814979;1.721359;-2.864627;(-0.32, 1.63, 0.49);(2.86, 1.72, 0.51);
2.64305;5.897131;-2.817336;1.721886;-2.865971;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.51);
2.67059;5.89771;-2.818604;1.719487;-2.866137;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.51);
2.71439;5.895353;-2.8187;1.718683;-2.866915;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.51);
2.74554;5.894296;-2.819288;1.720735;-2.868276;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.51);
2.78527;5.896434;-2.820636;1.719628;-2.868947;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.51);
2.82954;5.895466;-2.82139;1.718717;-2.868688;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.52);
2.87094;5.894337;-2.820934;1.721084;-2.869852;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.52);
2.89944;5.897011;-2.82203;1.720007;-2.870685;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.52);
2.92777;5.895744;-2.822628;1.720425;-2.87182;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.52);
2.96007;5.896223;-2.823703;1.719511;-2.872254;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.52);
3.00997;5.89522;-2.824107;1.719074;-2.871645;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.52);
3.06452;5.894852;-2.823474;1.718897;-2.870953;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.52);
3.10491;5.894735;-2.822592;1.719066;-2.871833;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.53);
3.15905;5.89502;-2.823237;1.719179;-2.873508;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.53);
3.21016;5.894924;-2.82469;1.719063;-2.87352;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.53);
3.26445;5.894667;-2.82476;1.719183;-2.87102;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.53);
3.30575;5.894948;-2.822266;1.717906;-2.86913;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.53);
3.36001;5.893567;-2.82042;1.718039;-2.865908;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.53);
3.40864;5.893615;-2.817124;1.717815;-2.863731;(-0.32, 1.63, 0.49);(2.86, 1.72, 0.53);
3.45635;5.893293;-2.815069;1.718202;-2.861537;(-0.32, 1.63, 0.49);(2.86, 1.72, 0.53);
3.50493;5.893837;-2.812977;1.717292;-2.860663;(-0.32, 1.63, 0.49);(2.86, 1.72, 0.53);
3.55129;5.892739;-2.812119;1.718974;-2.861267;(-0.32, 1.63, 0.49);(2.86, 1.72, 0.53);
3.59302;5.894506;-2.812866;1.720046;-2.86179;(-0.32, 1.63, 0.49);(2.86, 1.72, 0.52);
3.63723;5.895689;-2.813484;1.71937;-2.862344;(-0.32, 1.63, 0.49);(2.86, 1.72, 0.52);
3.68522;5.895019;-2.814055;1.719374;-2.863809;(-0.32, 1.63, 0.49);(2.86, 1.72, 0.52);
3.73563;5.895312;-2.815621;1.716128;-2.863774;(-0.32, 1.63, 0.49);(2.86, 1.72, 0.52);
3.78463;5.891765;-2.815593;1.719097;-2.861816;(-0.32, 1.63, 0.49);(2.86, 1.72, 0.53);
3.83493;5.89469;-2.813376;1.720537;-2.862161;(-0.32, 1.63, 0.49);(2.86, 1.72, 0.53);
3.88072;5.896022;-2.813732;1.722286;-2.862195;(-0.32, 1.63, 0.49);(2.86, 1.72, 0.53);
3.92173;5.897659;-2.813799;1.724823;-2.863008;(-0.32, 1.63, 0.49);(2.86, 1.72, 0.52);
3.96334;5.900538;-2.814675;1.722197;-2.865658;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.52);
4.01577;5.89774;-2.817504;1.722516;-2.866742;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.52);
4.07923;5.897992;-2.818634;1.72356;-2.868989;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.52);
4.12770;5.899152;-2.820989;1.723737;-2.871753;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.52);
4.17888;5.899552;-2.823886;1.721494;-2.873198;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.52);
4.22122;5.897282;-2.825363;1.720788;-2.873413;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.52);
4.25792;5.896346;-2.82544;1.723548;-2.874671;(-0.32, 1.63, 0.49);(2.87, 1.72, 0.52);
4.29977;5.899281;-2.82664;1.723925;-2.875976;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.52);
4.33241;5.899607;-2.827823;1.723719;-2.877631;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.52);
4.37554;5.89923;-2.829391;1.726705;-2.880543;(-0.32, 1.63, 0.49);(2.88, 1.73, 0.52);
4.41463;5.902345;-2.832459;1.72408;-2.880136;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.52);
4.45705;5.899667;-2.832145;1.722577;-2.881006;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.52);
4.50762;5.897936;-2.833202;1.724513;-2.881619;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
4.54490;5.900185;-2.834141;1.72155;-2.879999;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
4.58896;5.89698;-2.832606;1.722712;-2.879873;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
4.62820;5.898454;-2.832691;1.721514;-2.879159;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
4.65534;5.897027;-2.831903;1.722661;-2.879648;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
4.68441;5.898245;-2.832499;1.722529;-2.879933;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
4.71393;5.898404;-2.832923;1.719465;-2.879295;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
4.75262;5.89498;-2.832268;1.722557;-2.878325;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
4.78388;5.898295;-2.831176;1.721104;-2.879222;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
4.82876;5.896792;-2.832116;1.721403;-2.879698;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
4.85745;5.897153;-2.832544;1.719482;-2.880212;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
4.88518;5.895133;-2.833136;1.719522;-2.879895;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
4.91356;5.895285;-2.832859;1.717877;-2.879228;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
4.94218;5.893582;-2.832204;1.716937;-2.878575;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
4.97263;5.892794;-2.831591;1.715834;-2.877603;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
5.01551;5.891544;-2.830447;1.716373;-2.877767;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
5.05558;5.892202;-2.83052;1.71528;-2.878447;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
5.10028;5.891051;-2.831116;1.715455;-2.879141;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
5.14353;5.891238;-2.831713;1.715791;-2.879949;(-0.32, 1.63, 0.49);(2.88, 1.72, 0.51);
5.18789;5.891602;-2.832482;1.713939;-2.879195;(-0.32, 1.63, 0.49);(2.88, 1.71, 0.51);
5.23349;5.889783;-2.831661;1.712981;-2.879202;(-0.32, 1.63, 0.49);(2.88, 1.71, 0.51);
5.27859;5.888659;-2.831632;1.713023;-2.878174;(-0.32, 1.63, 0.49);(2.88, 1.71, 0.51);
5.31900;5.888916;-2.830617;1.712026;-2.877093;(-0.32, 1.63, 0.49);(2.88, 1.71, 0.52);
