CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
17.99;totalGazeArea: 13.42;averageGazeArea1: NaN;averageGazeArea3: NaN;averageGazeArea5: NaN;averageGazeArea10: NaN;
