CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
43.36;totalGazeArea: 20.66;averageGazeArea: 2.29;
1;(-0.7, 0.0, 18.9);18.46;0;
2;(-3.8, 0.0, 19.7);20.44;0;
3;(-3.7, 0.0, 21.4);22.1;0;
