Timestamp;Main Camera (1)_position;Main Camera (1)_orientation;messages;
9.72496;Origin: (0.278, 1.557, 0.358), Dir: (-0.146, 0.227, 0.963);Origin: (0.216, 1.557, 0.349), Dir: (-0.268, 0.147, 0.952);(0.247, 1.557, 0.354);(-0.145, -0.064, -0.009, 0.987);
9.75425;Origin: (0.278, 1.557, 0.358), Dir: (-0.147, 0.228, 0.963);Origin: (0.215, 1.557, 0.350), Dir: (-0.269, 0.148, 0.952);(0.247, 1.557, 0.354);(-0.146, -0.064, -0.008, 0.987);
9.81991;Origin: (0.278, 1.558, 0.358), Dir: (-0.148, 0.229, 0.962);Origin: (0.215, 1.557, 0.349), Dir: (-0.270, 0.149, 0.951);(0.246, 1.558, 0.353);(-0.146, -0.065, -0.007, 0.987);
9.84123;Origin: (0.277, 1.557, 0.357), Dir: (-0.148, 0.228, 0.962);Origin: (0.215, 1.557, 0.349), Dir: (-0.271, 0.148, 0.951);(0.246, 1.557, 0.353);(-0.146, -0.065, -0.007, 0.987);
9.87062;Origin: (0.277, 1.557, 0.357), Dir: (-0.149, 0.221, 0.964);Origin: (0.214, 1.556, 0.349), Dir: (-0.271, 0.141, 0.952);(0.245, 1.557, 0.353);(-0.143, -0.065, -0.006, 0.988);
9.89707;Origin: (0.276, 1.557, 0.356), Dir: (-0.149, 0.215, 0.965);Origin: (0.214, 1.556, 0.348), Dir: (-0.271, 0.135, 0.953);(0.245, 1.556, 0.352);(-0.139, -0.065, -0.006, 0.988);
9.92555;Origin: (0.276, 1.556, 0.356), Dir: (-0.151, 0.208, 0.966);Origin: (0.213, 1.556, 0.348), Dir: (-0.272, 0.128, 0.954);(0.244, 1.556, 0.352);(-0.136, -0.066, -0.006, 0.988);
9.99420;Origin: (0.275, 1.557, 0.356), Dir: (-0.153, 0.204, 0.967);Origin: (0.213, 1.556, 0.348), Dir: (-0.274, 0.123, 0.954);(0.244, 1.556, 0.352);(-0.134, -0.067, -0.005, 0.989);
10.01823;Origin: (0.274, 1.557, 0.356), Dir: (-0.156, 0.201, 0.967);Origin: (0.212, 1.557, 0.348), Dir: (-0.278, 0.121, 0.953);(0.243, 1.557, 0.352);(-0.133, -0.068, -0.005, 0.989);
10.05431;Origin: (0.273, 1.558, 0.357), Dir: (-0.168, 0.205, 0.964);Origin: (0.211, 1.557, 0.347), Dir: (-0.289, 0.124, 0.949);(0.242, 1.557, 0.352);(-0.135, -0.075, -0.003, 0.988);
10.08454;Origin: (0.273, 1.558, 0.357), Dir: (-0.174, 0.209, 0.962);Origin: (0.210, 1.557, 0.347), Dir: (-0.294, 0.127, 0.947);(0.242, 1.558, 0.352);(-0.137, -0.077, -0.001, 0.988);
10.14949;Origin: (0.272, 1.559, 0.357), Dir: (-0.178, 0.213, 0.961);Origin: (0.210, 1.557, 0.347), Dir: (-0.299, 0.131, 0.945);(0.241, 1.558, 0.352);(-0.139, -0.079, 0.001, 0.987);
10.17184;Origin: (0.271, 1.559, 0.355), Dir: (-0.182, 0.217, 0.959);Origin: (0.209, 1.557, 0.345), Dir: (-0.302, 0.135, 0.944);(0.240, 1.558, 0.350);(-0.142, -0.081, 0.003, 0.987);
10.19724;Origin: (0.270, 1.559, 0.353), Dir: (-0.188, 0.221, 0.957);Origin: (0.208, 1.557, 0.343), Dir: (-0.307, 0.137, 0.942);(0.239, 1.558, 0.348);(-0.143, -0.084, 0.004, 0.986);
10.22762;Origin: (0.269, 1.560, 0.353), Dir: (-0.191, 0.223, 0.956);Origin: (0.207, 1.557, 0.343), Dir: (-0.310, 0.139, 0.940);(0.238, 1.558, 0.348);(-0.145, -0.085, 0.005, 0.986);
10.25358;Origin: (0.268, 1.560, 0.353), Dir: (-0.194, 0.228, 0.954);Origin: (0.206, 1.558, 0.342), Dir: (-0.313, 0.144, 0.939);(0.237, 1.559, 0.348);(-0.147, -0.087, 0.006, 0.985);
10.32077;Origin: (0.267, 1.561, 0.352), Dir: (-0.198, 0.232, 0.952);Origin: (0.205, 1.558, 0.341), Dir: (-0.317, 0.148, 0.937);(0.236, 1.559, 0.346);(-0.150, -0.089, 0.007, 0.985);
10.34062;Origin: (0.266, 1.562, 0.351), Dir: (-0.203, 0.237, 0.950);Origin: (0.205, 1.559, 0.340), Dir: (-0.322, 0.152, 0.935);(0.235, 1.560, 0.345);(-0.153, -0.091, 0.009, 0.984);
10.36718;Origin: (0.265, 1.563, 0.350), Dir: (-0.212, 0.246, 0.946);Origin: (0.203, 1.560, 0.338), Dir: (-0.329, 0.160, 0.930);(0.234, 1.561, 0.344);(-0.158, -0.095, 0.012, 0.983);
10.39526;Origin: (0.264, 1.564, 0.350), Dir: (-0.216, 0.250, 0.944);Origin: (0.202, 1.560, 0.338), Dir: (-0.334, 0.164, 0.928);(0.233, 1.562, 0.344);(-0.160, -0.097, 0.014, 0.982);
10.42583;Origin: (0.263, 1.565, 0.350), Dir: (-0.220, 0.255, 0.942);Origin: (0.201, 1.561, 0.338), Dir: (-0.337, 0.168, 0.926);(0.232, 1.563, 0.344);(-0.163, -0.099, 0.016, 0.982);
10.49296;Origin: (0.262, 1.565, 0.350), Dir: (-0.224, 0.259, 0.940);Origin: (0.200, 1.561, 0.338), Dir: (-0.340, 0.171, 0.925);(0.231, 1.563, 0.344);(-0.165, -0.101, 0.018, 0.981);
10.51516;Origin: (0.261, 1.566, 0.350), Dir: (-0.227, 0.263, 0.938);Origin: (0.199, 1.561, 0.338), Dir: (-0.343, 0.175, 0.923);(0.230, 1.564, 0.344);(-0.168, -0.102, 0.020, 0.980);
10.53962;Origin: (0.258, 1.567, 0.354), Dir: (-0.229, 0.281, 0.932);Origin: (0.197, 1.562, 0.342), Dir: (-0.345, 0.193, 0.919);(0.227, 1.565, 0.348);(-0.177, -0.103, 0.022, 0.979);
10.57016;Origin: (0.256, 1.568, 0.355), Dir: (-0.227, 0.298, 0.927);Origin: (0.195, 1.563, 0.343), Dir: (-0.343, 0.209, 0.916);(0.226, 1.566, 0.349);(-0.186, -0.102, 0.022, 0.977);
10.59735;Origin: (0.255, 1.569, 0.356), Dir: (-0.223, 0.314, 0.923);Origin: (0.193, 1.564, 0.344), Dir: (-0.339, 0.226, 0.913);(0.224, 1.567, 0.350);(-0.195, -0.099, 0.023, 0.976);
10.66708;Origin: (0.254, 1.570, 0.357), Dir: (-0.219, 0.325, 0.920);Origin: (0.192, 1.564, 0.345), Dir: (-0.335, 0.236, 0.912);(0.223, 1.567, 0.351);(-0.200, -0.097, 0.024, 0.975);
10.68863;Origin: (0.254, 1.571, 0.353), Dir: (-0.218, 0.330, 0.918);Origin: (0.192, 1.565, 0.342), Dir: (-0.334, 0.242, 0.911);(0.223, 1.568, 0.347);(-0.203, -0.097, 0.024, 0.974);
10.72354;Origin: (0.255, 1.572, 0.348), Dir: (-0.215, 0.331, 0.919);Origin: (0.194, 1.567, 0.337), Dir: (-0.332, 0.244, 0.911);(0.224, 1.569, 0.343);(-0.203, -0.096, 0.019, 0.974);
10.75471;Origin: (0.256, 1.572, 0.348), Dir: (-0.214, 0.329, 0.920);Origin: (0.194, 1.567, 0.337), Dir: (-0.331, 0.242, 0.912);(0.225, 1.569, 0.342);(-0.202, -0.096, 0.018, 0.975);
10.82353;Origin: (0.256, 1.572, 0.347), Dir: (-0.213, 0.328, 0.920);Origin: (0.194, 1.568, 0.336), Dir: (-0.331, 0.240, 0.913);(0.225, 1.570, 0.342);(-0.201, -0.095, 0.018, 0.975);
10.84364;Origin: (0.256, 1.572, 0.346), Dir: (-0.213, 0.325, 0.921);Origin: (0.194, 1.568, 0.335), Dir: (-0.331, 0.237, 0.913);(0.225, 1.570, 0.341);(-0.199, -0.095, 0.019, 0.975);
10.88139;Origin: (0.255, 1.574, 0.344), Dir: (-0.221, 0.308, 0.925);Origin: (0.193, 1.568, 0.332), Dir: (-0.337, 0.219, 0.916);(0.224, 1.571, 0.338);(-0.192, -0.098, 0.028, 0.976);
10.91053;Origin: (0.253, 1.575, 0.344), Dir: (-0.227, 0.298, 0.927);Origin: (0.192, 1.569, 0.332), Dir: (-0.342, 0.207, 0.917);(0.223, 1.572, 0.338);(-0.187, -0.101, 0.031, 0.977);
10.97830;Origin: (0.252, 1.576, 0.344), Dir: (-0.234, 0.292, 0.927);Origin: (0.191, 1.570, 0.332), Dir: (-0.348, 0.201, 0.916);(0.222, 1.573, 0.338);(-0.185, -0.104, 0.034, 0.977);
11.00308;Origin: (0.251, 1.576, 0.344), Dir: (-0.239, 0.292, 0.926);Origin: (0.190, 1.570, 0.332), Dir: (-0.353, 0.200, 0.914);(0.221, 1.573, 0.338);(-0.185, -0.107, 0.034, 0.976);
11.03996;Origin: (0.248, 1.579, 0.343), Dir: (-0.247, 0.299, 0.922);Origin: (0.186, 1.572, 0.330), Dir: (-0.360, 0.207, 0.910);(0.217, 1.576, 0.336);(-0.189, -0.110, 0.036, 0.975);
11.06805;Origin: (0.247, 1.580, 0.342), Dir: (-0.248, 0.301, 0.921);Origin: (0.186, 1.573, 0.329), Dir: (-0.361, 0.209, 0.909);(0.216, 1.576, 0.336);(-0.191, -0.111, 0.039, 0.975);
11.13715;Origin: (0.246, 1.581, 0.341), Dir: (-0.249, 0.301, 0.921);Origin: (0.185, 1.573, 0.329), Dir: (-0.361, 0.208, 0.909);(0.216, 1.577, 0.335);(-0.191, -0.110, 0.042, 0.974);
11.15916;Origin: (0.246, 1.582, 0.340), Dir: (-0.246, 0.301, 0.921);Origin: (0.184, 1.574, 0.328), Dir: (-0.358, 0.207, 0.911);(0.215, 1.578, 0.334);(-0.192, -0.109, 0.046, 0.974);
11.19578;Origin: (0.245, 1.582, 0.336), Dir: (-0.234, 0.291, 0.928);Origin: (0.183, 1.573, 0.325), Dir: (-0.345, 0.196, 0.918);(0.214, 1.578, 0.330);(-0.186, -0.102, 0.052, 0.976);
11.22576;Origin: (0.244, 1.582, 0.335), Dir: (-0.233, 0.287, 0.929);Origin: (0.183, 1.574, 0.324), Dir: (-0.344, 0.192, 0.919);(0.213, 1.578, 0.329);(-0.183, -0.102, 0.047, 0.977);
11.29616;Origin: (0.245, 1.582, 0.332), Dir: (-0.237, 0.285, 0.929);Origin: (0.183, 1.575, 0.320), Dir: (-0.350, 0.192, 0.917);(0.214, 1.578, 0.326);(-0.181, -0.105, 0.039, 0.977);
11.31761;Origin: (0.245, 1.583, 0.331), Dir: (-0.245, 0.282, 0.928);Origin: (0.184, 1.576, 0.318), Dir: (-0.359, 0.190, 0.914);(0.214, 1.579, 0.325);(-0.180, -0.110, 0.034, 0.977);
11.35396;Origin: (0.244, 1.585, 0.332), Dir: (-0.248, 0.294, 0.923);Origin: (0.183, 1.578, 0.319), Dir: (-0.362, 0.202, 0.910);(0.214, 1.581, 0.325);(-0.186, -0.112, 0.033, 0.976);
11.38283;Origin: (0.244, 1.586, 0.333), Dir: (-0.251, 0.300, 0.920);Origin: (0.182, 1.579, 0.320), Dir: (-0.365, 0.209, 0.907);(0.213, 1.582, 0.326);(-0.189, -0.113, 0.032, 0.975);
11.46193;Origin: (0.242, 1.585, 0.334), Dir: (-0.257, 0.304, 0.917);Origin: (0.181, 1.579, 0.321), Dir: (-0.370, 0.213, 0.904);(0.212, 1.582, 0.327);(-0.191, -0.116, 0.032, 0.974);
11.48212;Origin: (0.241, 1.586, 0.336), Dir: (-0.266, 0.316, 0.911);Origin: (0.180, 1.579, 0.322), Dir: (-0.380, 0.225, 0.897);(0.211, 1.583, 0.329);(-0.198, -0.121, 0.030, 0.972);
11.50968;Origin: (0.238, 1.586, 0.338), Dir: (-0.309, 0.369, 0.877);Origin: (0.177, 1.578, 0.322), Dir: (-0.422, 0.276, 0.864);(0.207, 1.582, 0.330);(-0.228, -0.143, 0.033, 0.963);
11.54093;Origin: (0.236, 1.587, 0.339), Dir: (-0.323, 0.395, 0.860);Origin: (0.176, 1.578, 0.322), Dir: (-0.435, 0.301, 0.849);(0.206, 1.582, 0.331);(-0.242, -0.150, 0.035, 0.958);
11.60463;Origin: (0.236, 1.587, 0.335), Dir: (-0.333, 0.403, 0.853);Origin: (0.176, 1.577, 0.318), Dir: (-0.444, 0.309, 0.841);(0.206, 1.582, 0.327);(-0.248, -0.154, 0.038, 0.956);
11.62649;Origin: (0.234, 1.587, 0.335), Dir: (-0.338, 0.401, 0.851);Origin: (0.174, 1.577, 0.317), Dir: (-0.450, 0.307, 0.839);(0.204, 1.582, 0.326);(-0.247, -0.157, 0.037, 0.955);
11.65209;Origin: (0.232, 1.586, 0.334), Dir: (-0.337, 0.389, 0.857);Origin: (0.173, 1.579, 0.316), Dir: (-0.451, 0.297, 0.842);(0.202, 1.582, 0.325);(-0.238, -0.159, 0.023, 0.958);
11.68027;Origin: (0.232, 1.586, 0.335), Dir: (-0.331, 0.377, 0.865);Origin: (0.172, 1.580, 0.316), Dir: (-0.445, 0.287, 0.848);(0.202, 1.583, 0.326);(-0.229, -0.157, 0.015, 0.960);
11.76131;Origin: (0.232, 1.586, 0.335), Dir: (-0.326, 0.365, 0.872);Origin: (0.172, 1.581, 0.316), Dir: (-0.442, 0.277, 0.853);(0.202, 1.583, 0.325);(-0.222, -0.156, 0.008, 0.963);
11.83490;Origin: (0.234, 1.585, 0.336), Dir: (-0.318, 0.330, 0.889);Origin: (0.174, 1.581, 0.318), Dir: (-0.435, 0.244, 0.867);(0.204, 1.583, 0.327);(-0.201, -0.153, -0.002, 0.968);
11.85770;Origin: (0.235, 1.583, 0.338), Dir: (-0.315, 0.314, 0.896);Origin: (0.175, 1.580, 0.319), Dir: (-0.432, 0.229, 0.872);(0.205, 1.582, 0.329);(-0.192, -0.151, -0.006, 0.970);
11.88239;Origin: (0.236, 1.582, 0.341), Dir: (-0.310, 0.288, 0.906);Origin: (0.176, 1.580, 0.322), Dir: (-0.429, 0.206, 0.880);(0.206, 1.581, 0.332);(-0.177, -0.150, -0.015, 0.973);
11.91332;Origin: (0.237, 1.581, 0.338), Dir: (-0.309, 0.286, 0.907);Origin: (0.177, 1.580, 0.320), Dir: (-0.427, 0.204, 0.881);(0.207, 1.580, 0.329);(-0.176, -0.149, -0.015, 0.973);
11.97840;Origin: (0.238, 1.580, 0.340), Dir: (-0.307, 0.287, 0.907);Origin: (0.178, 1.578, 0.321), Dir: (-0.426, 0.205, 0.881);(0.208, 1.579, 0.331);(-0.176, -0.148, -0.014, 0.973);
12.00142;Origin: (0.238, 1.580, 0.341), Dir: (-0.305, 0.286, 0.908);Origin: (0.178, 1.578, 0.322), Dir: (-0.424, 0.204, 0.883);(0.208, 1.579, 0.332);(-0.176, -0.147, -0.013, 0.973);
12.03535;Origin: (0.239, 1.581, 0.340), Dir: (-0.301, 0.284, 0.910);Origin: (0.179, 1.579, 0.322), Dir: (-0.419, 0.202, 0.885);(0.209, 1.580, 0.331);(-0.175, -0.144, -0.011, 0.974);
12.07014;Origin: (0.240, 1.580, 0.340), Dir: (-0.299, 0.283, 0.911);Origin: (0.179, 1.578, 0.322), Dir: (-0.417, 0.200, 0.887);(0.209, 1.579, 0.331);(-0.175, -0.143, -0.010, 0.974);
12.13562;Origin: (0.240, 1.579, 0.341), Dir: (-0.298, 0.282, 0.912);Origin: (0.179, 1.577, 0.323), Dir: (-0.417, 0.199, 0.887);(0.210, 1.578, 0.332);(-0.174, -0.143, -0.010, 0.974);
12.15600;Origin: (0.240, 1.579, 0.340), Dir: (-0.298, 0.281, 0.912);Origin: (0.179, 1.577, 0.322), Dir: (-0.416, 0.198, 0.887);(0.210, 1.578, 0.331);(-0.174, -0.142, -0.010, 0.974);
12.18342;Origin: (0.240, 1.579, 0.339), Dir: (-0.298, 0.279, 0.913);Origin: (0.179, 1.577, 0.321), Dir: (-0.416, 0.196, 0.888);(0.209, 1.578, 0.330);(-0.173, -0.142, -0.010, 0.975);
12.21317;Origin: (0.240, 1.578, 0.339), Dir: (-0.297, 0.278, 0.913);Origin: (0.179, 1.577, 0.321), Dir: (-0.416, 0.196, 0.888);(0.209, 1.577, 0.330);(-0.172, -0.142, -0.011, 0.975);
12.24289;Origin: (0.240, 1.578, 0.339), Dir: (-0.296, 0.278, 0.914);Origin: (0.179, 1.576, 0.322), Dir: (-0.415, 0.195, 0.889);(0.210, 1.577, 0.330);(-0.172, -0.142, -0.011, 0.975);
12.30565;Origin: (0.240, 1.578, 0.340), Dir: (-0.295, 0.278, 0.914);Origin: (0.179, 1.577, 0.322), Dir: (-0.413, 0.196, 0.889);(0.210, 1.577, 0.331);(-0.172, -0.141, -0.011, 0.975);
12.32726;Origin: (0.240, 1.578, 0.340), Dir: (-0.293, 0.279, 0.915);Origin: (0.179, 1.577, 0.322), Dir: (-0.412, 0.196, 0.890);(0.210, 1.578, 0.331);(-0.172, -0.140, -0.011, 0.975);
12.35373;Origin: (0.240, 1.578, 0.340), Dir: (-0.290, 0.279, 0.916);Origin: (0.179, 1.577, 0.323), Dir: (-0.409, 0.197, 0.891);(0.209, 1.577, 0.331);(-0.173, -0.138, -0.011, 0.975);
12.38176;Origin: (0.240, 1.578, 0.340), Dir: (-0.289, 0.279, 0.916);Origin: (0.179, 1.577, 0.323), Dir: (-0.408, 0.197, 0.892);(0.209, 1.577, 0.332);(-0.172, -0.138, -0.012, 0.975);
12.41062;Origin: (0.240, 1.578, 0.341), Dir: (-0.288, 0.278, 0.916);Origin: (0.179, 1.577, 0.323), Dir: (-0.407, 0.196, 0.892);(0.209, 1.577, 0.332);(-0.172, -0.138, -0.013, 0.975);
12.47972;Origin: (0.239, 1.578, 0.341), Dir: (-0.287, 0.277, 0.917);Origin: (0.179, 1.577, 0.324), Dir: (-0.407, 0.196, 0.892);(0.209, 1.577, 0.332);(-0.171, -0.137, -0.014, 0.976);
12.50131;Origin: (0.239, 1.578, 0.340), Dir: (-0.286, 0.277, 0.917);Origin: (0.179, 1.577, 0.323), Dir: (-0.406, 0.196, 0.893);(0.209, 1.578, 0.331);(-0.171, -0.137, -0.015, 0.976);
12.52619;Origin: (0.240, 1.579, 0.340), Dir: (-0.285, 0.278, 0.917);Origin: (0.179, 1.577, 0.323), Dir: (-0.404, 0.197, 0.893);(0.209, 1.578, 0.331);(-0.172, -0.136, -0.014, 0.976);
12.55397;Origin: (0.240, 1.579, 0.340), Dir: (-0.284, 0.279, 0.918);Origin: (0.179, 1.577, 0.323), Dir: (-0.403, 0.197, 0.894);(0.209, 1.578, 0.332);(-0.172, -0.135, -0.013, 0.976);
12.58271;Origin: (0.240, 1.579, 0.341), Dir: (-0.283, 0.278, 0.918);Origin: (0.179, 1.577, 0.324), Dir: (-0.402, 0.197, 0.894);(0.209, 1.578, 0.332);(-0.172, -0.135, -0.013, 0.976);
12.64948;Origin: (0.240, 1.579, 0.341), Dir: (-0.281, 0.279, 0.918);Origin: (0.179, 1.577, 0.324), Dir: (-0.400, 0.197, 0.895);(0.210, 1.578, 0.332);(-0.172, -0.134, -0.013, 0.976);
12.67241;Origin: (0.240, 1.578, 0.341), Dir: (-0.279, 0.279, 0.919);Origin: (0.179, 1.577, 0.324), Dir: (-0.398, 0.198, 0.896);(0.210, 1.578, 0.333);(-0.172, -0.133, -0.013, 0.976);
12.71044;Origin: (0.240, 1.578, 0.341), Dir: (-0.273, 0.279, 0.921);Origin: (0.180, 1.577, 0.324), Dir: (-0.393, 0.198, 0.898);(0.210, 1.578, 0.333);(-0.172, -0.130, -0.013, 0.976);
12.73920;Origin: (0.241, 1.578, 0.340), Dir: (-0.271, 0.279, 0.921);Origin: (0.180, 1.577, 0.324), Dir: (-0.391, 0.197, 0.899);(0.210, 1.578, 0.332);(-0.172, -0.129, -0.013, 0.977);
12.80877;Origin: (0.240, 1.578, 0.339), Dir: (-0.268, 0.278, 0.922);Origin: (0.180, 1.577, 0.324), Dir: (-0.388, 0.197, 0.900);(0.210, 1.578, 0.332);(-0.171, -0.127, -0.013, 0.977);
12.83379;Origin: (0.241, 1.578, 0.340), Dir: (-0.266, 0.277, 0.923);Origin: (0.180, 1.577, 0.324), Dir: (-0.386, 0.196, 0.901);(0.210, 1.578, 0.332);(-0.171, -0.126, -0.013, 0.977);
12.86922;Origin: (0.241, 1.579, 0.339), Dir: (-0.264, 0.278, 0.923);Origin: (0.180, 1.577, 0.324), Dir: (-0.384, 0.197, 0.902);(0.211, 1.578, 0.332);(-0.172, -0.125, -0.012, 0.977);
12.89786;Origin: (0.241, 1.579, 0.339), Dir: (-0.264, 0.279, 0.923);Origin: (0.180, 1.577, 0.324), Dir: (-0.384, 0.197, 0.902);(0.211, 1.578, 0.331);(-0.172, -0.125, -0.011, 0.977);
12.96452;Origin: (0.241, 1.579, 0.339), Dir: (-0.263, 0.279, 0.923);Origin: (0.180, 1.577, 0.324), Dir: (-0.383, 0.197, 0.902);(0.211, 1.578, 0.331);(-0.172, -0.125, -0.010, 0.977);
12.98943;Origin: (0.241, 1.579, 0.339), Dir: (-0.262, 0.279, 0.924);Origin: (0.180, 1.577, 0.324), Dir: (-0.382, 0.197, 0.903);(0.211, 1.578, 0.331);(-0.173, -0.124, -0.010, 0.977);
13.02629;Origin: (0.242, 1.579, 0.339), Dir: (-0.257, 0.280, 0.925);Origin: (0.181, 1.577, 0.324), Dir: (-0.377, 0.198, 0.905);(0.211, 1.578, 0.331);(-0.173, -0.121, -0.008, 0.977);
13.06509;Origin: (0.242, 1.579, 0.339), Dir: (-0.254, 0.281, 0.926);Origin: (0.181, 1.577, 0.324), Dir: (-0.374, 0.198, 0.906);(0.211, 1.578, 0.331);(-0.174, -0.119, -0.008, 0.978);
13.13997;Origin: (0.242, 1.578, 0.338), Dir: (-0.252, 0.280, 0.926);Origin: (0.181, 1.577, 0.324), Dir: (-0.372, 0.198, 0.907);(0.211, 1.578, 0.331);(-0.173, -0.118, -0.008, 0.978);
13.16208;Origin: (0.242, 1.578, 0.338), Dir: (-0.252, 0.280, 0.926);Origin: (0.181, 1.577, 0.324), Dir: (-0.371, 0.198, 0.907);(0.212, 1.578, 0.331);(-0.173, -0.118, -0.008, 0.978);
13.19677;Origin: (0.242, 1.578, 0.338), Dir: (-0.252, 0.280, 0.926);Origin: (0.181, 1.577, 0.323), Dir: (-0.372, 0.198, 0.907);(0.211, 1.577, 0.331);(-0.173, -0.118, -0.008, 0.978);
13.22858;Origin: (0.242, 1.578, 0.338), Dir: (-0.253, 0.281, 0.926);Origin: (0.181, 1.577, 0.323), Dir: (-0.373, 0.198, 0.907);(0.211, 1.578, 0.331);(-0.174, -0.119, -0.008, 0.978);
13.30035;Origin: (0.242, 1.578, 0.338), Dir: (-0.253, 0.281, 0.926);Origin: (0.181, 1.577, 0.323), Dir: (-0.373, 0.199, 0.906);(0.211, 1.578, 0.331);(-0.174, -0.119, -0.007, 0.978);
13.32547;Origin: (0.242, 1.578, 0.338), Dir: (-0.253, 0.281, 0.926);Origin: (0.181, 1.577, 0.323), Dir: (-0.373, 0.199, 0.906);(0.211, 1.578, 0.331);(-0.174, -0.119, -0.007, 0.978);
13.35369;Origin: (0.242, 1.579, 0.338), Dir: (-0.253, 0.281, 0.926);Origin: (0.181, 1.577, 0.323), Dir: (-0.373, 0.198, 0.906);(0.211, 1.578, 0.331);(-0.174, -0.119, -0.007, 0.978);
13.38186;Origin: (0.242, 1.578, 0.338), Dir: (-0.253, 0.281, 0.926);Origin: (0.181, 1.577, 0.323), Dir: (-0.373, 0.198, 0.906);(0.211, 1.578, 0.331);(-0.174, -0.119, -0.006, 0.978);
13.44930;Origin: (0.242, 1.578, 0.338), Dir: (-0.253, 0.281, 0.926);Origin: (0.181, 1.577, 0.323), Dir: (-0.373, 0.198, 0.906);(0.211, 1.578, 0.331);(-0.174, -0.119, -0.007, 0.978);
13.47198;Origin: (0.242, 1.578, 0.338), Dir: (-0.253, 0.281, 0.926);Origin: (0.181, 1.577, 0.323), Dir: (-0.373, 0.198, 0.906);(0.211, 1.577, 0.331);(-0.174, -0.119, -0.007, 0.978);
13.49706;Origin: (0.242, 1.579, 0.338), Dir: (-0.254, 0.281, 0.925);Origin: (0.181, 1.577, 0.323), Dir: (-0.374, 0.199, 0.906);(0.211, 1.578, 0.331);(-0.174, -0.119, -0.007, 0.977);
13.52784;Origin: (0.242, 1.579, 0.338), Dir: (-0.254, 0.281, 0.925);Origin: (0.181, 1.577, 0.323), Dir: (-0.374, 0.199, 0.906);(0.211, 1.578, 0.331);(-0.174, -0.119, -0.006, 0.977);
13.55440;Origin: (0.242, 1.579, 0.338), Dir: (-0.255, 0.281, 0.925);Origin: (0.181, 1.577, 0.323), Dir: (-0.374, 0.199, 0.906);(0.211, 1.578, 0.331);(-0.174, -0.120, -0.006, 0.977);
13.62531;Origin: (0.242, 1.579, 0.338), Dir: (-0.255, 0.281, 0.925);Origin: (0.180, 1.577, 0.323), Dir: (-0.374, 0.199, 0.906);(0.211, 1.578, 0.331);(-0.174, -0.120, -0.006, 0.977);
13.64923;Origin: (0.242, 1.579, 0.338), Dir: (-0.255, 0.281, 0.925);Origin: (0.180, 1.577, 0.323), Dir: (-0.375, 0.199, 0.906);(0.211, 1.578, 0.331);(-0.174, -0.120, -0.006, 0.977);
13.68470;Origin: (0.241, 1.579, 0.338), Dir: (-0.255, 0.281, 0.925);Origin: (0.180, 1.577, 0.323), Dir: (-0.375, 0.198, 0.906);(0.211, 1.578, 0.330);(-0.174, -0.120, -0.006, 0.977);
13.71119;Origin: (0.241, 1.579, 0.338), Dir: (-0.256, 0.281, 0.925);Origin: (0.180, 1.577, 0.323), Dir: (-0.375, 0.198, 0.906);(0.211, 1.578, 0.330);(-0.174, -0.120, -0.006, 0.977);
13.77926;Origin: (0.241, 1.579, 0.338), Dir: (-0.256, 0.281, 0.925);Origin: (0.180, 1.577, 0.323), Dir: (-0.375, 0.198, 0.905);(0.211, 1.578, 0.330);(-0.174, -0.120, -0.006, 0.977);
13.80247;Origin: (0.241, 1.579, 0.338), Dir: (-0.256, 0.281, 0.925);Origin: (0.180, 1.577, 0.323), Dir: (-0.375, 0.198, 0.905);(0.211, 1.578, 0.330);(-0.174, -0.120, -0.006, 0.977);
13.82495;Origin: (0.241, 1.579, 0.338), Dir: (-0.256, 0.281, 0.925);Origin: (0.180, 1.577, 0.323), Dir: (-0.376, 0.198, 0.905);(0.210, 1.578, 0.330);(-0.174, -0.120, -0.006, 0.977);
13.85388;Origin: (0.241, 1.579, 0.338), Dir: (-0.256, 0.281, 0.925);Origin: (0.180, 1.577, 0.323), Dir: (-0.376, 0.198, 0.905);(0.210, 1.578, 0.330);(-0.174, -0.120, -0.006, 0.977);
13.88326;Origin: (0.241, 1.579, 0.338), Dir: (-0.257, 0.281, 0.925);Origin: (0.180, 1.577, 0.323), Dir: (-0.376, 0.198, 0.905);(0.210, 1.578, 0.330);(-0.174, -0.121, -0.006, 0.977);
13.95411;Origin: (0.241, 1.579, 0.338), Dir: (-0.257, 0.281, 0.925);Origin: (0.180, 1.577, 0.323), Dir: (-0.377, 0.198, 0.905);(0.210, 1.578, 0.330);(-0.174, -0.121, -0.006, 0.977);
14.00410;Origin: (0.241, 1.579, 0.338), Dir: (-0.257, 0.281, 0.924);Origin: (0.180, 1.577, 0.323), Dir: (-0.377, 0.199, 0.905);(0.210, 1.578, 0.330);(-0.174, -0.121, -0.006, 0.977);
