Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
5.34458;4.511663;-2.830755;0.327716;-2.87987;(-0.33, 1.63, 0.49);(2.88, 0.33, 0.52);
5.40554;4.508759;-2.832206;0.3274173;-2.878543;(-0.33, 1.63, 0.49);(2.88, 0.33, 0.52);
5.44182;4.508529;-2.83086;0.3264315;-2.876704;(-0.33, 1.63, 0.49);(2.88, 0.33, 0.52);
5.48058;4.507526;-2.829;0.3256173;-2.873622;(-0.33, 1.63, 0.49);(2.87, 0.33, 0.52);
5.51999;4.506743;-2.825824;0.3256022;-2.870955;(-0.33, 1.63, 0.49);(2.87, 0.33, 0.52);
5.54780;4.506728;-2.822929;0.3241423;-2.869265;(-0.33, 1.63, 0.49);(2.87, 0.32, 0.52);
5.57755;4.505143;-2.821176;0.3240193;-2.867585;(-0.33, 1.63, 0.49);(2.87, 0.32, 0.52);
5.60671;4.505019;-2.819353;0.3246374;-2.868247;(-0.33, 1.63, 0.49);(2.87, 0.32, 0.52);
5.63351;4.505537;-2.820017;0.3252007;-2.867681;(-0.33, 1.63, 0.49);(2.87, 0.33, 0.52);
5.66296;4.506083;-2.819468;0.3258501;-2.867657;(-0.33, 1.63, 0.49);(2.87, 0.33, 0.52);
5.69435;4.506824;-2.81951;0.324995;-2.86747;(-0.33, 1.63, 0.49);(2.87, 0.32, 0.52);
5.73629;4.50604;-2.819355;0.3230145;-2.867643;(-0.33, 1.63, 0.49);(2.87, 0.32, 0.52);
5.77320;4.504063;-2.819559;0.3210883;-2.867988;(-0.33, 1.63, 0.49);(2.87, 0.32, 0.52);
5.81362;4.502138;-2.820086;0.3190632;-2.866033;(-0.33, 1.63, 0.49);(2.87, 0.32, 0.52);
5.84959;4.500113;-2.81813;0.3173068;-2.865042;(-0.33, 1.63, 0.49);(2.87, 0.32, 0.52);
5.89070;4.498295;-2.817096;0.3169162;-2.865722;(-0.33, 1.63, 0.49);(2.87, 0.32, 0.52);
5.92388;4.497973;-2.817954;0.3146475;-2.86387;(-0.33, 1.63, 0.49);(2.86, 0.31, 0.52);
5.96455;4.495558;-2.816169;0.3154327;-2.862204;(-0.33, 1.63, 0.49);(2.86, 0.32, 0.52);
6.00768;4.496339;-2.814465;0.3168481;-2.862329;(-0.33, 1.63, 0.49);(2.86, 0.32, 0.52);
6.04774;4.497983;-2.814586;0.3107407;-2.862807;(-0.33, 1.63, 0.49);(2.86, 0.31, 0.51);
6.07668;4.491721;-2.815364;0.311284;-2.862209;(-0.33, 1.63, 0.49);(2.86, 0.31, 0.51);
6.10821;4.492479;-2.814769;0.3077452;-2.861757;(-0.33, 1.63, 0.49);(2.86, 0.31, 0.51);
6.13798;4.488681;-2.814353;0.3084276;-2.86116;(-0.33, 1.63, 0.49);(2.86, 0.31, 0.51);
6.16525;4.489557;-2.813824;0.3062105;-2.86053;(-0.33, 1.63, 0.49);(2.86, 0.31, 0.51);
6.19186;4.487211;-2.813231;0.3060359;-2.859824;(-0.33, 1.63, 0.49);(2.86, 0.31, 0.51);
6.22034;4.487175;-2.812613;0.3044837;-2.858356;(-0.33, 1.63, 0.49);(2.86, 0.30, 0.51);
6.24975;4.485302;-2.811192;0.3076168;-2.855867;(-0.33, 1.63, 0.49);(2.86, 0.31, 0.51);
6.27870;4.488495;-2.808677;0.3074617;-2.854791;(-0.33, 1.63, 0.49);(2.85, 0.31, 0.51);
6.30815;4.488699;-2.807795;0.303154;-2.853194;(-0.33, 1.63, 0.49);(2.85, 0.30, 0.51);
6.34994;4.484226;-2.806299;0.3019665;-2.85046;(-0.33, 1.63, 0.49);(2.85, 0.30, 0.51);
6.37910;4.483066;-2.803575;0.2991949;-2.84822;(-0.33, 1.63, 0.49);(2.85, 0.30, 0.51);
6.42119;4.480376;-2.801433;0.2979355;-2.846185;(-0.33, 1.63, 0.49);(2.85, 0.30, 0.51);
6.44722;4.478959;-2.799336;0.2989323;-2.843984;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.51);
6.47695;4.480028;-2.797027;0.298006;-2.843355;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.51);
6.50732;4.479139;-2.796396;0.297791;-2.842807;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.51);
6.54968;4.478707;-2.795743;0.2996251;-2.842781;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.51);
6.57680;4.480775;-2.79574;0.2977799;-2.842897;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.51);
6.60790;4.478706;-2.795841;0.2997094;-2.843394;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.51);
6.63503;4.480832;-2.796366;0.2983788;-2.843681;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.51);
6.66297;4.479476;-2.796622;0.2987764;-2.844341;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.51);
6.69112;4.480158;-2.797212;0.2953163;-2.845067;(-0.33, 1.63, 0.49);(2.85, 0.30, 0.51);
6.71934;4.476445;-2.797825;0.2955762;-2.84504;(-0.33, 1.63, 0.49);(2.85, 0.30, 0.51);
6.74882;4.476691;-2.79777;0.2961176;-2.843949;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.51);
6.77869;4.477045;-2.796594;0.2984173;-2.842464;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.51);
6.80754;4.479287;-2.795061;0.3003256;-2.842091;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.51);
6.83362;4.481401;-2.794794;0.2977678;-2.840899;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.51);
6.86106;4.478681;-2.793718;0.2982965;-2.839672;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.51);
6.89070;4.479288;-2.792491;0.2988819;-2.840567;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.51);
6.91966;4.479772;-2.793509;0.2995057;-2.839641;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.51);
6.94975;4.480516;-2.792571;0.2984999;-2.841189;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.51);
6.97904;4.479385;-2.794215;0.2991441;-2.842795;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.50);
7.02175;4.48023;-2.796008;0.2971981;-2.843525;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.50);
7.06710;4.478239;-2.79681;0.2952148;-2.844569;(-0.33, 1.63, 0.49);(2.84, 0.30, 0.50);
7.10943;4.476203;-2.798019;0.2952006;-2.845161;(-0.33, 1.63, 0.49);(2.85, 0.30, 0.50);
7.15741;4.476335;-2.798744;0.2931093;-2.844997;(-0.33, 1.63, 0.49);(2.84, 0.29, 0.50);
7.19802;4.474159;-2.79864;0.2917058;-2.844629;(-0.33, 1.63, 0.49);(2.84, 0.29, 0.50);
7.24313;4.472741;-2.798408;0.2910097;-2.843963;(-0.33, 1.63, 0.49);(2.84, 0.29, 0.50);
7.27797;4.471948;-2.797789;0.2917362;-2.844085;(-0.33, 1.63, 0.49);(2.84, 0.29, 0.49);
7.30851;4.472978;-2.798007;0.2908444;-2.844456;(-0.33, 1.63, 0.49);(2.84, 0.29, 0.50);
7.35269;4.472026;-2.798302;0.2909254;-2.844223;(-0.33, 1.63, 0.49);(2.84, 0.29, 0.50);
7.39894;4.471955;-2.797826;0.2929663;-2.84646;(-0.33, 1.63, 0.49);(2.85, 0.29, 0.50);
7.44330;4.474159;-2.799919;0.2957149;-2.850257;(-0.33, 1.63, 0.49);(2.85, 0.30, 0.50);
7.48622;4.477071;-2.803401;0.2955616;-2.854412;(-0.33, 1.63, 0.49);(2.85, 0.30, 0.51);
7.51978;4.476857;-2.807286;0.2968989;-2.858284;(-0.33, 1.63, 0.49);(2.86, 0.30, 0.51);
7.54781;4.478052;-2.810826;0.2981043;-2.862555;(-0.33, 1.63, 0.49);(2.86, 0.30, 0.51);
7.57807;4.479329;-2.815142;0.2976798;-2.863351;(-0.33, 1.63, 0.49);(2.86, 0.30, 0.51);
7.60553;4.47867;-2.815765;0.2991037;-2.86466;(-0.33, 1.63, 0.49);(2.86, 0.30, 0.51);
7.63249;4.48016;-2.817057;0.29828;-2.866469;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
7.66179;4.479457;-2.818955;0.2975196;-2.867869;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
7.69278;4.478766;-2.820369;0.2961026;-2.867885;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
7.72020;4.477309;-2.820235;0.2951646;-2.869049;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
7.74788;4.476364;-2.821366;0.2946875;-2.869347;(-0.33, 1.63, 0.49);(2.87, 0.29, 0.52);
7.77725;4.475767;-2.82159;0.2954133;-2.869303;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.52);
7.80472;4.476441;-2.821449;0.2963156;-2.870524;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.52);
7.83410;4.477372;-2.822768;0.2961888;-2.870218;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.52);
7.86234;4.477281;-2.822453;0.2958005;-2.870624;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.52);
7.89345;4.47677;-2.822861;0.2964762;-2.871553;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
7.93319;4.477413;-2.82391;0.297366;-2.872013;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
7.96239;4.478522;-2.82449;0.2960488;-2.872127;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
7.99183;4.477232;-2.824609;0.2956725;-2.872245;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.02269;4.476683;-2.824702;0.2963414;-2.871541;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.10739;4.477534;-2.823962;0.2941724;-2.87213;(-0.33, 1.63, 0.49);(2.87, 0.29, 0.51);
8.14885;4.475275;-2.824641;0.2941169;-2.871591;(-0.33, 1.63, 0.49);(2.87, 0.29, 0.51);
8.18979;4.475399;-2.824128;0.2948653;-2.870427;(-0.33, 1.63, 0.49);(2.87, 0.29, 0.52);
8.22578;4.475883;-2.822684;0.2976778;-2.869778;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.52);
8.26210;4.478785;-2.82183;0.2993368;-2.871217;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.52);
8.29079;4.480271;-2.823154;0.3007709;-2.872479;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.52);
8.32069;4.481899;-2.824547;0.2991532;-2.872559;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.52);
8.34967;4.480223;-2.824573;0.2999271;-2.874234;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.52);
8.37764;4.480895;-2.826307;0.2994969;-2.874156;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.52);
8.40667;4.480524;-2.826387;0.2988091;-2.873837;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.43299;4.479802;-2.826134;0.29932;-2.874001;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.46342;4.480252;-2.826394;0.3007577;-2.87374;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.49205;4.481835;-2.82614;0.3000973;-2.874759;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.51954;4.481173;-2.827281;0.2993049;-2.874179;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.54824;4.480347;-2.826747;0.2996761;-2.873749;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.57888;4.480722;-2.826362;0.2995553;-2.872705;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.62134;4.480733;-2.825278;0.2982006;-2.873281;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.64932;4.479353;-2.825848;0.2966485;-2.873625;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.67595;4.477803;-2.826266;0.2961722;-2.873044;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.70587;4.477221;-2.825586;0.2981639;-2.873456;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.73290;4.479138;-2.825912;0.3002878;-2.874172;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.76102;4.481386;-2.826663;0.2996944;-2.874072;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.79362;4.480841;-2.826546;0.2988269;-2.87452;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.83379;4.480143;-2.826995;0.2967725;-2.874689;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.51);
8.86119;4.477878;-2.827061;0.2985198;-2.874369;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.52);
8.89050;4.479819;-2.826608;0.2961863;-2.874329;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.52);
8.91974;4.477513;-2.826437;0.29441;-2.874883;(-0.33, 1.63, 0.49);(2.87, 0.29, 0.52);
8.94766;4.475598;-2.82692;0.2941749;-2.874187;(-0.33, 1.63, 0.49);(2.87, 0.29, 0.52);
8.97510;4.475539;-2.82617;0.292389;-2.872872;(-0.33, 1.63, 0.49);(2.87, 0.29, 0.52);
9.00825;4.473541;-2.824636;0.294949;-2.871994;(-0.33, 1.63, 0.49);(2.87, 0.29, 0.53);
9.09147;4.476148;-2.823549;0.2952016;-2.871083;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.53);
9.11990;4.47659;-2.822519;0.2983379;-2.869719;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.54);
9.14727;4.479363;-2.820574;0.3013205;-2.869304;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.54);
9.17724;4.482449;-2.819928;0.3012839;-2.870725;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.54);
9.20875;4.482421;-2.821212;0.3021607;-2.873147;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.54);
9.24774;4.483276;-2.823608;0.3023458;-2.873447;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.54);
9.27564;4.483429;-2.823955;0.3014373;-2.871412;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.54);
9.30617;4.482415;-2.821837;0.3025777;-2.871326;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.54);
9.34747;4.483501;-2.82178;0.3039779;-2.870951;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.54);
9.37663;4.484971;-2.821361;0.3036477;-2.872246;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.54);
9.40734;4.484584;-2.822795;0.3029601;-2.87241;(-0.33, 1.63, 0.49);(2.87, 0.30, 0.54);
